year,country,ua_county,application_count,,
2023,Wales,Vale of Glamorgan,264,,
2023,Wales,Wrexham,247,,
2024,Confidentiality requested,Confidentiality requested,27392,,
2024,England,Bath and North East Somerset UA,354,,
2024,England,Bedford UA,368,,
2024,England,Blackburn with Darwen UA,186,,
2024,England,Blackpool UA,225,,
2024,England,"Bournemouth, Christchurch and Poole UA",882,,
2024,England,Bracknell Forest UA,265,,
2024,England,Brighton and Hove UA,572,,
2024,England,"Bristol, City of UA",728,,
2024,England,Buckinghamshire UA,1160,,
2024,England,Cambridgeshire,1312,,
2024,England,Central Bedfordshire UA,666,,
2024,England,Cheshire East UA,831,,
2024,England,Cheshire West and Chester UA,712,,
2024,England,Cornwall & Isles of Scilly,1296,,
2024,England,County Durham UA,893,,
2024,England,Cumberland UA,463,,
2024,England,Darlington UA,208,,
2024,England,Derby UA,402,,
2024,England,Derbyshire,1593,,
2024,England,Devon,1738,,
2024,England,Dorset UA,809,,
2024,England,East Riding of Yorkshire UA,714,,
2024,England,East Sussex,1182,,
2024,England,Essex,2954,,
2024,England,Gloucestershire,1426,,
2024,England,Greater Manchester (Met County),4322,,
2024,England,Halton UA,203,,
2024,England,Hampshire,3068,,
2024,England,Hartlepool UA,135,,
2024,England,"Herefordshire, County of UA",352,,
2024,England,Hertfordshire,2256,,
2024,England,Inner London,5798,,
2024,England,Isle of Wight UA,283,,
2024,England,Kent,3337,,
2024,England,"Kingston upon Hull, City of UA",475,,
2024,England,Lancashire,2185,,
2024,England,Leicester UA,490,,
2024,England,Leicestershire,1421,,
2024,England,Lincolnshire,1530,,
2024,England,Luton UA,350,,
2024,England,Medway UA,532,,
2024,England,Merseyside (Met County),1934,,
2024,England,Middlesbrough UA,176,,
2024,England,Milton Keynes UA,608,,
2024,England,Norfolk,1786,,
2024,England,North East Lincolnshire UA,270,,
2024,England,North Lincolnshire UA,345,,
2024,England,North Northamptonshire UA,750,,
2024,England,North Somerset UA,483,,
2024,England,North Yorkshire UA,1297,,
2024,England,Northumberland UA,620,,
2024,England,Nottingham UA,428,,
2024,England,Nottinghamshire,1630,,
2024,England,Outer London,9176,,
2024,England,Oxfordshire,1430,,
2024,England,Peterborough UA,418,,
2024,England,Plymouth UA,514,,
2024,England,Portsmouth UA,350,,
2024,England,Reading UA,270,,
2024,England,Redcar and Cleveland UA,206,,
2024,England,Rutland UA,88,,
2024,England,Shropshire UA,594,,
2024,England,Slough UA,236,,
2024,England,Somerset UA,1263,,
2024,England,South Gloucestershire UA,553,,
2024,England,South Yorkshire (Met County),2292,,
2024,England,Southampton UA,402,,
2024,England,Southend-on-Sea UA,378,,
2024,England,Staffordshire,1703,,
2024,England,Stockton-on-Tees UA,349,,
2024,England,Stoke-on-Trent UA,409,,
2024,England,Suffolk,1594,,
2024,England,Surrey,2410,,
2024,England,Swindon UA,471,,
2024,England,Telford and Wrekin UA,357,,
2024,England,Thurrock UA,330,,
2024,England,Torbay UA,265,,
2024,England,Tyne and Wear (Met County),1627,,
2024,England,Warrington UA,373,,
2024,England,Warwickshire,1357,,
2024,England,West Berkshire UA,329,,
2024,England,West Midlands (Met County),4154,,
2024,England,West Northamptonshire UA,940,,
2024,England,West Sussex,1957,,
2024,England,West Yorkshire (Met County),3873,,
2024,England,Westmorland and Furness UA,403,,
2024,England,Wiltshire UA,1137,,
2024,England,Windsor and Maidenhead UA,335,,
2024,England,Wokingham UA,342,,
2024,England,Worcestershire,1149,,
2024,England,York UA,395,,
2024,Invalid postcode or foreign,Invalid postcode or foreign,2600,,
2024,Unknown,Unknown,247,,
2024,Wales,Blaenau Gwent,117,,
2024,Wales,Bridgend,286,,
2024,Wales,Caerphilly,282,,
2024,Wales,Cardiff,534,,
2024,Wales,Carmarthenshire,290,,
2024,Wales,Ceredigion,108,,
2024,Wales,Conwy,220,,
2024,Wales,Denbighshire,153,,
2024,Wales,Flintshire,312,,
2024,Wales,Gwynedd,162,,
2024,Wales,Isle of Anglesey,100,,
2024,Wales,Merthyr Tydfil,83,,
2024,Wales,Monmouthshire,184,,
2024,Wales,Neath Port Talbot,260,,
2024,Wales,Newport,292,,
2024,Wales,Pembrokeshire,215,,
2024,Wales,Powys,230,,
2024,Wales,Rhondda Cynon Taf,397,,
2024,Wales,Swansea,380,,
2024,Wales,Torfaen,139,,
2024,Wales,Vale of Glamorgan,252,,
2024,Wales,Wrexham,241,,
2025,Confidentiality requested,Confidentiality requested,24606,,
2025,England,Bath and North East Somerset UA,392,,
2025,England,Bedford UA,376,,
2025,England,Blackburn with Darwen UA,212,,
2025,England,Blackpool UA,279,,
2025,England,"Bournemouth, Christchurch and Poole UA",874,,
2025,England,Bracknell Forest UA,279,,
2025,England,Brighton and Hove UA,573,,
2025,England,"Bristol, City of UA",754,,
2025,England,Buckinghamshire UA,1168,,
2025,England,Cambridgeshire,1379,,
2025,England,Central Bedfordshire UA,673,,
2025,England,Cheshire East UA,847,,
2025,England,Cheshire West and Chester UA,714,,
2025,England,Cornwall & Isles of Scilly,1241,,
2025,England,County Durham UA,913,,
2025,England,Cumberland UA,527,,
2025,England,Darlington UA,212,,
2025,England,Derby UA,460,,
2025,England,Derbyshire,1736,,
2025,England,Devon,1773,,
2025,England,Dorset UA,788,,
2025,England,East Riding of Yorkshire UA,705,,
2025,England,East Sussex,1259,,
2025,England,Essex,2945,,
2025,England,Gloucestershire,1461,,
2025,England,Greater Manchester (Met County),4681,,
2025,England,Halton UA,229,,
2025,England,Hampshire,3297,,
2025,England,Hartlepool UA,149,,
2025,England,"Herefordshire, County of UA",431,,
2025,England,Hertfordshire,2332,,
2025,England,Inner London,5864,,
2025,England,Isle of Wight UA,287,,
2025,England,Kent,3456,,
2025,England,"Kingston upon Hull, City of UA",408,,
2025,England,Lancashire,2267,,
2025,England,Leicester UA,539,,
2025,England,Leicestershire,1501,,
2025,England,Lincolnshire,1560,,
2025,England,Luton UA,344,,
2025,England,Medway UA,518,,
2025,England,Merseyside (Met County),2022,,
2025,England,Middlesbrough UA,196,,
2025,England,Milton Keynes UA,615,,
2025,England,Norfolk,1833,,
2025,England,North East Lincolnshire UA,314,,
2025,England,North Lincolnshire UA,341,,
2025,England,North Northamptonshire UA,779,,
2025,England,North Somerset UA,511,,
2025,England,North Yorkshire UA,1308,,
2025,England,Northumberland UA,636,,
2025,England,Nottingham UA,459,,
2025,England,Nottinghamshire,1621,,
2025,England,Outer London,9434,,
2025,England,Oxfordshire,1456,,
2025,England,Peterborough UA,386,,
2025,England,Plymouth UA,539,,
2025,England,Portsmouth UA,346,,
2025,England,Reading UA,281,,
2025,England,Redcar and Cleveland UA,228,,
2025,England,Rutland UA,105,,
2025,England,Shropshire UA,678,,
2025,England,Slough UA,280,,
2025,England,Somerset UA,1305,,
2025,England,South Gloucestershire UA,586,,
2025,England,South Yorkshire (Met County),2344,,
2025,England,Southampton UA,389,,
2025,England,Southend-on-Sea UA,324,,
2025,England,Staffordshire,1680,,
2025,England,Stockton-on-Tees UA,329,,
2025,England,Stoke-on-Trent UA,427,,
2025,England,Suffolk,1528,,
2025,England,Surrey,2510,,
2025,England,Swindon UA,493,,
2025,England,Telford and Wrekin UA,364,,
2025,England,Thurrock UA,352,,
2025,England,Torbay UA,313,,
2025,England,Tyne and Wear (Met County),1691,,
2025,England,Warrington UA,412,,
2025,England,Warwickshire,1287,,
2025,England,West Berkshire UA,344,,
2025,England,West Midlands (Met County),4567,,
2025,England,West Northamptonshire UA,908,,
2025,England,West Sussex,1954,,
2025,England,West Yorkshire (Met County),4043,,
2025,England,Westmorland and Furness UA,439,,
2025,England,Wiltshire UA,1230,,
2025,England,Windsor and Maidenhead UA,306,,
2025,England,Wokingham UA,360,,
2025,England,Worcestershire,1174,,
2025,England,York UA,369,,
2025,Invalid postcode or foreign,Invalid postcode or foreign,2598,,
2025,Unknown,Unknown,259,,
2025,Wales,Blaenau Gwent,109,,
2025,Wales,Bridgend,305,,
2025,Wales,Caerphilly,330,,
2025,Wales,Cardiff,560,,
2025,Wales,Carmarthenshire,328,,
2025,Wales,Ceredigion,129,,
2025,Wales,Conwy,220,,
2025,Wales,Denbighshire,164,,
2025,Wales,Flintshire,318,,
2025,Wales,Gwynedd,148,,
2025,Wales,Isle of Anglesey,117,,
2025,Wales,Merthyr Tydfil,81,,
2025,Wales,Monmouthshire,214,,
2025,Wales,Neath Port Talbot,248,,
2025,Wales,Newport,256,,
2025,Wales,Pembrokeshire,202,,
2025,Wales,Powys,244,,
2025,Wales,Rhondda Cynon Taf,355,,
2025,Wales,Swansea,376,,
2025,Wales,Torfaen,160,,
2025,Wales,Vale of Glamorgan,274,,
2025,Wales,Wrexham,205,,
