YEAR,QUARTER,DIGITAL_PAPER_CHANNEL,APPLICANT TYPE,GRANT TYPE,GRANTS_ISSUED,APPLICATIONS_MADE
2024,1,Paper,Solicitor,Standing Search,:,:
2024,2,All,All,All grant types,81983,75734
2024,2,All,Personal,All grant types,34505,32958
2024,2,All,Solicitor,All grant types,47478,42776
2024,2,All,All,Grant of Administration,12683,12175
2024,2,All,Personal,Grant of Administration,6377,6303
2024,2,All,Solicitor,Grant of Administration,6306,5872
2024,2,All,All,Grant of Administration with Will annexed,2343,2641
2024,2,All,Personal,Grant of Administration with Will annexed,576,788
2024,2,All,Solicitor,Grant of Administration with Will annexed,1767,1853
2024,2,All,All,Grant of Probate,66957,60918
2024,2,All,Personal,Grant of Probate,27552,25867
2024,2,All,Solicitor,Grant of Probate,39405,35051
2024,2,All,All,Standing Search,798,:
2024,2,All,Personal,Standing Search,:,:
2024,2,All,Solicitor,Standing Search,:,:
2024,2,Digital,All,All grant types,67898,61385
2024,2,Digital,Personal,All grant types,27733,25830
2024,2,Digital,Solicitor,All grant types,40165,35555
2024,2,Digital,All,Grant of Administration,5848,4996
2024,2,Digital,Personal,Grant of Administration,3798,3480
2024,2,Digital,Solicitor,Grant of Administration,2050,1516
2024,2,Digital,All,Grant of Administration with Will annexed,290,463
2024,2,Digital,Personal,Grant of Administration with Will annexed,87,119
2024,2,Digital,Solicitor,Grant of Administration with Will annexed,203,344
2024,2,Digital,All,Grant of Probate,61760,55926
2024,2,Digital,Personal,Grant of Probate,23848,22231
2024,2,Digital,Solicitor,Grant of Probate,37912,33695
2024,2,Digital,All,Standing Search,:,:
2024,2,Digital,Personal,Standing Search,:,:
2024,2,Digital,Solicitor,Standing Search,:,:
2024,2,Paper,All,All grant types,14084,14349
2024,2,Paper,Personal,All grant types,6771,7128
2024,2,Paper,Solicitor,All grant types,7313,7221
2024,2,Paper,All,Grant of Administration,6835,7179
2024,2,Paper,Personal,Grant of Administration,2579,2823
2024,2,Paper,Solicitor,Grant of Administration,4256,4356
2024,2,Paper,All,Grant of Administration with Will annexed,2053,2178
2024,2,Paper,Personal,Grant of Administration with Will annexed,489,669
2024,2,Paper,Solicitor,Grant of Administration with Will annexed,1564,1509
2024,2,Paper,All,Grant of Probate,5196,4992
2024,2,Paper,Personal,Grant of Probate,3703,3636
2024,2,Paper,Solicitor,Grant of Probate,1493,1356
2024,2,Paper,All,Standing Search,798,:
2024,2,Paper,Personal,Standing Search,:,:
2024,2,Paper,Solicitor,Standing Search,:,:
2024,3,All,All,All grant types,89471,75861
2024,3,All,Personal,All grant types,39717,33105
2024,3,All,Solicitor,All grant types,49754,42756
2024,3,All,All,Grant of Administration,16089,12453
2024,3,All,Personal,Grant of Administration,7736,6644
2024,3,All,Solicitor,Grant of Administration,8353,5809
2024,3,All,All,Grant of Administration with Will annexed,2968,2754
2024,3,All,Personal,Grant of Administration with Will annexed,983,782
2024,3,All,Solicitor,Grant of Administration with Will annexed,1985,1972
2024,3,All,All,Grant of Probate,70414,60654
2024,3,All,Personal,Grant of Probate,30998,25679
2024,3,All,Solicitor,Grant of Probate,39416,34975
2024,3,All,All,Standing Search,664,:
2024,3,All,Personal,Standing Search,:,:
2024,3,All,Solicitor,Standing Search,:,:
2024,3,Digital,All,All grant types,70990,61037
2024,3,Digital,Personal,All grant types,30742,25782
2024,3,Digital,Solicitor,All grant types,40248,35255
2024,3,Digital,All,Grant of Administration,5885,5037
2024,3,Digital,Personal,Grant of Administration,4161,3607
2024,3,Digital,Solicitor,Grant of Administration,1724,1430
2024,3,Digital,All,Grant of Administration with Will annexed,587,404
2024,3,Digital,Personal,Grant of Administration with Will annexed,104,100
2024,3,Digital,Solicitor,Grant of Administration with Will annexed,483,304
2024,3,Digital,All,Grant of Probate,64518,55596
2024,3,Digital,Personal,Grant of Probate,26477,22075
2024,3,Digital,Solicitor,Grant of Probate,38041,33521
2024,3,Digital,All,Standing Search,:,:
2024,3,Digital,Personal,Standing Search,:,:
2024,3,Digital,Solicitor,Standing Search,:,:
2024,3,Paper,All,All grant types,18481,14823
2024,3,Paper,Personal,All grant types,8975,7322
2024,3,Paper,Solicitor,All grant types,9506,7501
2024,3,Paper,All,Grant of Administration,10204,7416
2024,3,Paper,Personal,Grant of Administration,3575,3037
2024,3,Paper,Solicitor,Grant of Administration,6629,4379
2024,3,Paper,All,Grant of Administration with Will annexed,2381,2350
2024,3,Paper,Personal,Grant of Administration with Will annexed,879,682
2024,3,Paper,Solicitor,Grant of Administration with Will annexed,1502,1668
2024,3,Paper,All,Grant of Probate,5896,5057
2024,3,Paper,Personal,Grant of Probate,4521,3603
2024,3,Paper,Solicitor,Grant of Probate,1375,1454
2024,3,Paper,All,Standing Search,664,:
2024,3,Paper,Personal,Standing Search,:,:
2024,3,Paper,Solicitor,Standing Search,:,:
2024,4,All,All,All grant types,73936,71527
2024,4,All,Personal,All grant types,31454,30978
2024,4,All,Solicitor,All grant types,42482,40549
2024,4,All,All,Grant of Administration,12400,12661
2024,4,All,Personal,Grant of Administration,6009,6441
2024,4,All,Solicitor,Grant of Administration,6391,6220
2024,4,All,All,Grant of Administration with Will annexed,3878,3130
2024,4,All,Personal,Grant of Administration with Will annexed,1045,706
2024,4,All,Solicitor,Grant of Administration with Will annexed,2833,2424
2024,4,All,All,Grant of Probate,57658,55736
2024,4,All,Personal,Grant of Probate,24400,23831
2024,4,All,Solicitor,Grant of Probate,33258,31905
2024,4,All,All,Standing Search,772,:
2024,4,All,Personal,Standing Search,:,:
2024,4,All,Solicitor,Standing Search,:,:
2024,4,Digital,All,All grant types,57758,56053
2024,4,Digital,Personal,All grant types,24447,24152
2024,4,Digital,Solicitor,All grant types,33311,31901
2024,4,Digital,All,Grant of Administration,4671,4812
2024,4,Digital,Personal,Grant of Administration,3267,3473
2024,4,Digital,Solicitor,Grant of Administration,1404,1339
2024,4,Digital,All,Grant of Administration with Will annexed,544,383
2024,4,Digital,Personal,Grant of Administration with Will annexed,162,104
2024,4,Digital,Solicitor,Grant of Administration with Will annexed,382,279
2024,4,Digital,All,Grant of Probate,52543,50858
2024,4,Digital,Personal,Grant of Probate,21018,20575
2024,4,Digital,Solicitor,Grant of Probate,31525,30283
2024,4,Digital,All,Standing Search,:,:
2024,4,Digital,Personal,Standing Search,:,:
2024,4,Digital,Solicitor,Standing Search,:,:
2024,4,Paper,All,All grant types,16178,15472
2024,4,Paper,Personal,All grant types,7007,6824
2024,4,Paper,Solicitor,All grant types,9171,8648
2024,4,Paper,All,Grant of Administration,7729,7849
2024,4,Paper,Personal,Grant of Administration,2742,2968
2024,4,Paper,Solicitor,Grant of Administration,4987,4881
2024,4,Paper,All,Grant of Administration with Will annexed,3334,2747
2024,4,Paper,Personal,Grant of Administration with Will annexed,883,602
2024,4,Paper,Solicitor,Grant of Administration with Will annexed,2451,2145
2024,4,Paper,All,Grant of Probate,5115,4876
2024,4,Paper,Personal,Grant of Probate,3382,3254
2024,4,Paper,Solicitor,Grant of Probate,1733,1622
2024,4,Paper,All,Standing Search,772,:
2024,4,Paper,Personal,Standing Search,:,:
2024,4,Paper,Solicitor,Standing Search,:,:
2025,,All,All,All grant types,295418,304944
2025,,All,Personal,All grant types,131720,138395
2025,,All,Solicitor,All grant types,163698,166549
2025,,All,All,Grant of Administration,46001,51643
2025,,All,Personal,Grant of Administration,24462,27868
2025,,All,Solicitor,Grant of Administration,21539,23775
2025,,All,All,Grant of Administration with Will annexed,10326,10480
2025,,All,Personal,Grant of Administration with Will annexed,2930,2804
2025,,All,Solicitor,Grant of Administration with Will annexed,7396,7676
2025,,All,All,Grant of Probate,239091,242821
2025,,All,Personal,Grant of Probate,104328,107723
2025,,All,Solicitor,Grant of Probate,134763,135098
2025,,All,All,Standing Search,2934,:
2025,,All,Personal,Standing Search,:,:
2025,,All,Solicitor,Standing Search,:,:
2025,,Digital,All,All grant types,244812,248397
2025,,Digital,Personal,All grant types,107930,112033
2025,,Digital,Solicitor,All grant types,136882,136364
2025,,Digital,All,Grant of Administration,20087,21919
2025,,Digital,Personal,Grant of Administration,14476,16246
2025,,Digital,Solicitor,Grant of Administration,5611,5673
2025,,Digital,All,Grant of Administration with Will annexed,1634,1581
2025,,Digital,Personal,Grant of Administration with Will annexed,462,385
2025,,Digital,Solicitor,Grant of Administration with Will annexed,1172,1196
2025,,Digital,All,Grant of Probate,223091,224897
2025,,Digital,Personal,Grant of Probate,92992,95402
2025,,Digital,Solicitor,Grant of Probate,130099,129495
2025,,Digital,All,Standing Search,:,:
2025,,Digital,Personal,Standing Search,:,:
2025,,Digital,Solicitor,Standing Search,:,:
2025,,Paper,All,All grant types,50606,56545
2025,,Paper,Personal,All grant types,23790,26361
2025,,Paper,Solicitor,All grant types,26816,30184
2025,,Paper,All,Grant of Administration,25914,29724
2025,,Paper,Personal,Grant of Administration,9986,11622
2025,,Paper,Solicitor,Grant of Administration,15928,18102
2025,,Paper,All,Grant of Administration with Will annexed,8692,8899
2025,,Paper,Personal,Grant of Administration with Will annexed,2468,2419
2025,,Paper,Solicitor,Grant of Administration with Will annexed,6224,6480
2025,,Paper,All,Grant of Probate,16000,17922
2025,,Paper,Personal,Grant of Probate,11336,12320
2025,,Paper,Solicitor,Grant of Probate,4664,5602
2025,,Paper,All,Standing Search,2934,:
2025,,Paper,Personal,Standing Search,:,:
2025,,Paper,Solicitor,Standing Search,:,:
2025,1,All,All,All grant types,80867,80324
2025,1,All,Personal,All grant types,37974,38638
2025,1,All,Solicitor,All grant types,42893,41686
2025,1,All,All,Grant of Administration,13033,12984
2025,1,All,Personal,Grant of Administration,7406,7698
2025,1,All,Solicitor,Grant of Administration,5627,5286
2025,1,All,All,Grant of Administration with Will annexed,3243,2555
2025,1,All,Personal,Grant of Administration with Will annexed,849,784
2025,1,All,Solicitor,Grant of Administration with Will annexed,2394,1771
2025,1,All,All,Grant of Probate,64591,64785
2025,1,All,Personal,Grant of Probate,29719,30156
2025,1,All,Solicitor,Grant of Probate,34872,34629
2025,1,All,All,Standing Search,583,:
2025,1,All,Personal,Standing Search,:,:
2025,1,All,Solicitor,Standing Search,:,:
2025,1,Digital,All,All grant types,66249,66875
2025,1,Digital,Personal,All grant types,30851,31623
2025,1,Digital,Solicitor,All grant types,35398,35252
2025,1,Digital,All,Grant of Administration,5855,6058
2025,1,Digital,Personal,Grant of Administration,4342,4567
2025,1,Digital,Solicitor,Grant of Administration,1513,1491
2025,1,Digital,All,Grant of Administration with Will annexed,436,412
2025,1,Digital,Personal,Grant of Administration with Will annexed,126,124
2025,1,Digital,Solicitor,Grant of Administration with Will annexed,310,288
2025,1,Digital,All,Grant of Probate,59958,60405
2025,1,Digital,Personal,Grant of Probate,26383,26932
2025,1,Digital,Solicitor,Grant of Probate,33575,33473
2025,1,Digital,All,Standing Search,:,:
2025,1,Digital,Personal,Standing Search,:,:
2025,1,Digital,Solicitor,Standing Search,:,:
2025,1,Paper,All,All grant types,14618,13449
2025,1,Paper,Personal,All grant types,7123,7015
2025,1,Paper,Solicitor,All grant types,7495,6434
2025,1,Paper,All,Grant of Administration,7178,6926
2025,1,Paper,Personal,Grant of Administration,3064,3131
2025,1,Paper,Solicitor,Grant of Administration,4114,3795
2025,1,Paper,All,Grant of Administration with Will annexed,2807,2143
2025,1,Paper,Personal,Grant of Administration with Will annexed,723,660
2025,1,Paper,Solicitor,Grant of Administration with Will annexed,2084,1483
2025,1,Paper,All,Grant of Probate,4633,4380
2025,1,Paper,Personal,Grant of Probate,3336,3224
2025,1,Paper,Solicitor,Grant of Probate,1297,1156
2025,1,Paper,All,Standing Search,583,:
2025,1,Paper,Personal,Standing Search,:,:
2025,1,Paper,Solicitor,Standing Search,:,:
2025,2,All,All,All grant types,73061,79322
2025,2,All,Personal,All grant types,32403,34804
2025,2,All,Solicitor,All grant types,40658,44518
2025,2,All,All,Grant of Administration,10456,13823
2025,2,All,Personal,Grant of Administration,5685,7040
2025,2,All,Solicitor,Grant of Administration,4771,6783
2025,2,All,All,Grant of Administration with Will annexed,1987,3095
2025,2,All,Personal,Grant of Administration with Will annexed,563,780
2025,2,All,Solicitor,Grant of Administration with Will annexed,1424,2315
2025,2,All,All,Grant of Probate,60618,62404
2025,2,All,Personal,Grant of Probate,26155,26984
2025,2,All,Solicitor,Grant of Probate,34463,35420
2025,2,All,All,Standing Search,896,:
2025,2,All,Personal,Standing Search,:,:
2025,2,All,Solicitor,Standing Search,:,:
2025,2,Digital,All,All grant types,61810,63567
2025,2,Digital,Personal,All grant types,26961,27985
2025,2,Digital,Solicitor,All grant types,34849,35582
2025,2,Digital,All,Grant of Administration,4799,5490
2025,2,Digital,Personal,Grant of Administration,3456,4113
2025,2,Digital,Solicitor,Grant of Administration,1343,1377
2025,2,Digital,All,Grant of Administration with Will annexed,384,414
2025,2,Digital,Personal,Grant of Administration with Will annexed,108,98
2025,2,Digital,Solicitor,Grant of Administration with Will annexed,276,316
2025,2,Digital,All,Grant of Probate,56627,57663
2025,2,Digital,Personal,Grant of Probate,23397,23774
2025,2,Digital,Solicitor,Grant of Probate,33230,33889
2025,2,Digital,All,Standing Search,:,:
2025,2,Digital,Personal,Standing Search,:,:
2025,2,Digital,Solicitor,Standing Search,:,:
2025,2,Paper,All,All grant types,11251,15754
2025,2,Paper,Personal,All grant types,5442,6819
2025,2,Paper,Solicitor,All grant types,5809,8935
2025,2,Paper,All,Grant of Administration,5657,8333
2025,2,Paper,Personal,Grant of Administration,2229,2927
2025,2,Paper,Solicitor,Grant of Administration,3428,5406
2025,2,Paper,All,Grant of Administration with Will annexed,1603,2681
2025,2,Paper,Personal,Grant of Administration with Will annexed,455,682
2025,2,Paper,Solicitor,Grant of Administration with Will annexed,1148,1999
2025,2,Paper,All,Grant of Probate,3991,4740
2025,2,Paper,Personal,Grant of Probate,2758,3210
2025,2,Paper,Solicitor,Grant of Probate,1233,1530
2025,2,Paper,All,Standing Search,896,:
2025,2,Paper,Personal,Standing Search,:,:
2025,2,Paper,Solicitor,Standing Search,:,:
2025,3,All,All,All grant types,74611,75608
2025,3,All,Personal,All grant types,32862,33309
2025,3,All,Solicitor,All grant types,41749,42299
2025,3,All,All,Grant of Administration,12251,12889
2025,3,All,Personal,Grant of Administration,6082,6696
2025,3,All,Solicitor,Grant of Administration,6169,6193
2025,3,All,All,Grant of Administration with Will annexed,2788,2732
2025,3,All,Personal,Grant of Administration with Will annexed,794,747
2025,3,All,Solicitor,Grant of Administration with Will annexed,1994,1985
2025,3,All,All,Grant of Probate,59572,59987
2025,3,All,Personal,Grant of Probate,25986,25866
2025,3,All,Solicitor,Grant of Probate,33586,34121
2025,3,All,All,Standing Search,846,:
2025,3,All,Personal,Standing Search,:,:
2025,3,All,Solicitor,Standing Search,:,:
2025,3,Digital,All,All grant types,60925,61356
2025,3,Digital,Personal,All grant types,26743,26851
2025,3,Digital,Solicitor,All grant types,34182,34505
2025,3,Digital,All,Grant of Administration,4987,5302
2025,3,Digital,Personal,Grant of Administration,3502,3839
2025,3,Digital,Solicitor,Grant of Administration,1485,1463
2025,3,Digital,All,Grant of Administration with Will annexed,425,405
2025,3,Digital,Personal,Grant of Administration with Will annexed,108,100
2025,3,Digital,Solicitor,Grant of Administration with Will annexed,317,305
2025,3,Digital,All,Grant of Probate,55513,55649
2025,3,Digital,Personal,Grant of Probate,23133,22912
2025,3,Digital,Solicitor,Grant of Probate,32380,32737
2025,3,Digital,All,Standing Search,:,:
2025,3,Digital,Personal,Standing Search,:,:
2025,3,Digital,Solicitor,Standing Search,:,:
2025,3,Paper,All,All grant types,13686,14252
2025,3,Paper,Personal,All grant types,6119,6458
2025,3,Paper,Solicitor,All grant types,7567,7794
2025,3,Paper,All,Grant of Administration,7264,7587
2025,3,Paper,Personal,Grant of Administration,2580,2857
2025,3,Paper,Solicitor,Grant of Administration,4684,4730
2025,3,Paper,All,Grant of Administration with Will annexed,2363,2327
2025,3,Paper,Personal,Grant of Administration with Will annexed,686,647
2025,3,Paper,Solicitor,Grant of Administration with Will annexed,1677,1680
2025,3,Paper,All,Grant of Probate,4059,4338
2025,3,Paper,Personal,Grant of Probate,2853,2954
2025,3,Paper,Solicitor,Grant of Probate,1206,1384
2025,3,Paper,All,Standing Search,846,:
2025,3,Paper,Personal,Standing Search,:,:
2025,3,Paper,Solicitor,Standing Search,:,:
2025,4,All,All,All grant types,66879,69690
2025,4,All,Personal,All grant types,28481,31644
2025,4,All,Solicitor,All grant types,38398,38046
2025,4,All,All,Grant of Administration,10261,11947
2025,4,All,Personal,Grant of Administration,5289,6434
2025,4,All,Solicitor,Grant of Administration,4972,5513
2025,4,All,All,Grant of Administration with Will annexed,2308,2098
2025,4,All,Personal,Grant of Administration with Will annexed,724,493
2025,4,All,Solicitor,Grant of Administration with Will annexed,1584,1605
2025,4,All,All,Grant of Probate,54310,55645
2025,4,All,Personal,Grant of Probate,22468,24717
2025,4,All,Solicitor,Grant of Probate,31842,30928
2025,4,All,All,Standing Search,609,:
2025,4,All,Personal,Standing Search,:,:
2025,4,All,Solicitor,Standing Search,:,:
2025,4,Digital,All,All grant types,55828,56599
2025,4,Digital,Personal,All grant types,23375,25574
2025,4,Digital,Solicitor,All grant types,32453,31025
2025,4,Digital,All,Grant of Administration,4446,5069
2025,4,Digital,Personal,Grant of Administration,3176,3727
2025,4,Digital,Solicitor,Grant of Administration,1270,1342
2025,4,Digital,All,Grant of Administration with Will annexed,389,350
2025,4,Digital,Personal,Grant of Administration with Will annexed,120,63
2025,4,Digital,Solicitor,Grant of Administration with Will annexed,269,287
2025,4,Digital,All,Grant of Probate,50993,51180
2025,4,Digital,Personal,Grant of Probate,20079,21784
2025,4,Digital,Solicitor,Grant of Probate,30914,29396
2025,4,Digital,All,Standing Search,:,:
2025,4,Digital,Personal,Standing Search,:,:
2025,4,Digital,Solicitor,Standing Search,:,:
2025,4,Paper,All,All grant types,11051,13090
2025,4,Paper,Personal,All grant types,5106,6069
2025,4,Paper,Solicitor,All grant types,5945,7021
2025,4,Paper,All,Grant of Administration,5815,6878
2025,4,Paper,Personal,Grant of Administration,2113,2707
2025,4,Paper,Solicitor,Grant of Administration,3702,4171
2025,4,Paper,All,Grant of Administration with Will annexed,1919,1748
2025,4,Paper,Personal,Grant of Administration with Will annexed,604,430
2025,4,Paper,Solicitor,Grant of Administration with Will annexed,1315,1318
2025,4,Paper,All,Grant of Probate,3317,4464
2025,4,Paper,Personal,Grant of Probate,2389,2932
2025,4,Paper,Solicitor,Grant of Probate,928,1532
2025,4,Paper,All,Standing Search,609,:
2025,4,Paper,Personal,Standing Search,:,:
2025,4,Paper,Solicitor,Standing Search,:,:
2012,,All,All,All grant types,243642,254599
2012,,All,Personal,All grant types,86621,95802
2012,,All,Solicitor,All grant types,156841,158797
2012,,All,All,Grant of Administration,37753,:
2012,,All,Personal,Grant of Administration,15543,:
2012,,All,Solicitor,Grant of Administration,22210,:
2012,,All,All,Grant of Administration with Will annexed,16110,:
2012,,All,Personal,Grant of Administration with Will annexed,4291,:
2012,,All,Solicitor,Grant of Administration with Will annexed,11819,:
2012,,All,All,Grant of Probate,189599,:
2012,,All,Personal,Grant of Probate,66787,:
2012,,All,Solicitor,Grant of Probate,122812,:
2012,,All,All,Standing Search,15054,:
2012,,All,Personal,Standing Search,:,:
2012,,All,Solicitor,Standing Search,:,:
2012,,Digital,All,All grant types,:,:
2012,,Digital,Personal,All grant types,:,:
2012,,Digital,Solicitor,All grant types,:,:
2012,,Digital,All,Grant of Administration,:,:
2012,,Digital,Personal,Grant of Administration,:,:
2012,,Digital,Solicitor,Grant of Administration,:,:
2012,,Digital,All,Grant of Administration with Will annexed,:,:
2012,,Digital,Personal,Grant of Administration with Will annexed,:,:
2012,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2012,,Digital,All,Grant of Probate,:,:
2012,,Digital,Personal,Grant of Probate,:,:
2012,,Digital,Solicitor,Grant of Probate,:,:
2012,,Digital,All,Standing Search,:,:
2012,,Digital,Personal,Standing Search,:,:
2012,,Digital,Solicitor,Standing Search,:,:
2012,,Paper,All,All grant types,243462,254599
2012,,Paper,Personal,All grant types,86621,95802
2012,,Paper,Solicitor,All grant types,156841,158797
2012,,Paper,All,Grant of Administration,37753,:
2012,,Paper,Personal,Grant of Administration,15543,:
2012,,Paper,Solicitor,Grant of Administration,22210,:
2012,,Paper,All,Grant of Administration with Will annexed,16110,:
2012,,Paper,Personal,Grant of Administration with Will annexed,4291,:
2012,,Paper,Solicitor,Grant of Administration with Will annexed,11819,:
2012,,Paper,All,Grant of Probate,189599,:
2012,,Paper,Personal,Grant of Probate,66787,:
2012,,Paper,Solicitor,Grant of Probate,122812,:
2012,,Paper,All,Standing Search,15054,:
2012,,Paper,Personal,Standing Search,:,:
2012,,Paper,Solicitor,Standing Search,:,:
2013,,All,All,All grant types,260969,272111
2013,,All,Personal,All grant types,92213,106674
2013,,All,Solicitor,All grant types,168756,165437
2013,,All,All,Grant of Administration,39927,:
2013,,All,Personal,Grant of Administration,16341,:
2013,,All,Solicitor,Grant of Administration,23586,:
2013,,All,All,Grant of Administration with Will annexed,17496,:
2013,,All,Personal,Grant of Administration with Will annexed,4366,:
2013,,All,Solicitor,Grant of Administration with Will annexed,13130,:
2013,,All,All,Grant of Probate,203546,:
2013,,All,Personal,Grant of Probate,71506,:
2013,,All,Solicitor,Grant of Probate,132040,:
2013,,All,All,Standing Search,16691,:
2013,,All,Personal,Standing Search,:,:
2013,,All,Solicitor,Standing Search,:,:
2013,,Digital,All,All grant types,:,:
2013,,Digital,Personal,All grant types,:,:
2013,,Digital,Solicitor,All grant types,:,:
2013,,Digital,All,Grant of Administration,:,:
2013,,Digital,Personal,Grant of Administration,:,:
2013,,Digital,Solicitor,Grant of Administration,:,:
2013,,Digital,All,Grant of Administration with Will annexed,:,:
2013,,Digital,Personal,Grant of Administration with Will annexed,:,:
2013,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2013,,Digital,All,Grant of Probate,:,:
2013,,Digital,Personal,Grant of Probate,:,:
2013,,Digital,Solicitor,Grant of Probate,:,:
2013,,Digital,All,Standing Search,:,:
2013,,Digital,Personal,Standing Search,:,:
2013,,Digital,Solicitor,Standing Search,:,:
2013,,Paper,All,All grant types,260969,272111
2013,,Paper,Personal,All grant types,92213,106674
2013,,Paper,Solicitor,All grant types,168756,165437
2013,,Paper,All,Grant of Administration,39927,:
2013,,Paper,Personal,Grant of Administration,16341,:
2013,,Paper,Solicitor,Grant of Administration,23586,:
2013,,Paper,All,Grant of Administration with Will annexed,17496,:
2013,,Paper,Personal,Grant of Administration with Will annexed,4366,:
2013,,Paper,Solicitor,Grant of Administration with Will annexed,13130,:
2013,,Paper,All,Grant of Probate,203546,:
2013,,Paper,Personal,Grant of Probate,71506,:
2013,,Paper,Solicitor,Grant of Probate,132040,:
2013,,Paper,All,Standing Search,16691,:
2013,,Paper,Personal,Standing Search,:,:
2013,,Paper,Solicitor,Standing Search,:,:
2014,,All,All,All grant types,247298,254602
2014,,All,Personal,All grant types,90219,98215
2014,,All,Solicitor,All grant types,157079,156387
2014,,All,All,Grant of Administration,37703,:
2014,,All,Personal,Grant of Administration,15978,:
2014,,All,Solicitor,Grant of Administration,21725,:
2014,,All,All,Grant of Administration with Will annexed,16302,:
2014,,All,Personal,Grant of Administration with Will annexed,4466,:
2014,,All,Solicitor,Grant of Administration with Will annexed,11836,:
2014,,All,All,Grant of Probate,193293,:
2014,,All,Personal,Grant of Probate,69775,:
2014,,All,Solicitor,Grant of Probate,123518,:
2014,,All,All,Standing Search,13968,:
2014,,All,Personal,Standing Search,:,:
2014,,All,Solicitor,Standing Search,:,:
2014,,Digital,All,All grant types,:,:
2014,,Digital,Personal,All grant types,:,:
2014,,Digital,Solicitor,All grant types,:,:
2014,,Digital,All,Grant of Administration,:,:
2014,,Digital,Personal,Grant of Administration,:,:
2014,,Digital,Solicitor,Grant of Administration,:,:
2014,,Digital,All,Grant of Administration with Will annexed,:,:
2014,,Digital,Personal,Grant of Administration with Will annexed,:,:
2014,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2014,,Digital,All,Grant of Probate,:,:
2014,,Digital,Personal,Grant of Probate,:,:
2014,,Digital,Solicitor,Grant of Probate,:,:
2014,,Digital,All,Standing Search,:,:
2014,,Digital,Personal,Standing Search,:,:
2014,,Digital,Solicitor,Standing Search,:,:
2014,,Paper,All,All grant types,247298,254602
2014,,Paper,Personal,All grant types,90219,98215
2014,,Paper,Solicitor,All grant types,157079,156387
2014,,Paper,All,Grant of Administration,37703,:
2014,,Paper,Personal,Grant of Administration,15978,:
2014,,Paper,Solicitor,Grant of Administration,21725,:
2014,,Paper,All,Grant of Administration with Will annexed,16302,:
2014,,Paper,Personal,Grant of Administration with Will annexed,4466,:
2014,,Paper,Solicitor,Grant of Administration with Will annexed,11836,:
2014,,Paper,All,Grant of Probate,193293,:
2014,,Paper,Personal,Grant of Probate,69775,:
2014,,Paper,Solicitor,Grant of Probate,123518,:
2014,,Paper,All,Standing Search,13968,:
2014,,Paper,Personal,Standing Search,:,:
2014,,Paper,Solicitor,Standing Search,:,:
2015,,All,All,All grant types,276420,285135
2015,,All,Personal,All grant types,102094,108217
2015,,All,Solicitor,All grant types,174326,176918
2015,,All,All,Grant of Administration,40388,:
2015,,All,Personal,Grant of Administration,17494,:
2015,,All,Solicitor,Grant of Administration,22894,:
2015,,All,All,Grant of Administration with Will annexed,17531,:
2015,,All,Personal,Grant of Administration with Will annexed,5248,:
2015,,All,Solicitor,Grant of Administration with Will annexed,12283,:
2015,,All,All,Grant of Probate,218501,:
2015,,All,Personal,Grant of Probate,79352,:
2015,,All,Solicitor,Grant of Probate,139149,:
2015,,All,All,Standing Search,6099,:
2015,,All,Personal,Standing Search,:,:
2015,,All,Solicitor,Standing Search,:,:
2015,,Digital,All,All grant types,:,:
2015,,Digital,Personal,All grant types,:,:
2015,,Digital,Solicitor,All grant types,:,:
2015,,Digital,All,Grant of Administration,:,:
2015,,Digital,Personal,Grant of Administration,:,:
2015,,Digital,Solicitor,Grant of Administration,:,:
2015,,Digital,All,Grant of Administration with Will annexed,:,:
2015,,Digital,Personal,Grant of Administration with Will annexed,:,:
2015,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2015,,Digital,All,Grant of Probate,:,:
2015,,Digital,Personal,Grant of Probate,:,:
2015,,Digital,Solicitor,Grant of Probate,:,:
2015,,Digital,All,Standing Search,:,:
2015,,Digital,Personal,Standing Search,:,:
2015,,Digital,Solicitor,Standing Search,:,:
2015,,Paper,All,All grant types,276420,285135
2015,,Paper,Personal,All grant types,102094,108217
2015,,Paper,Solicitor,All grant types,174326,176918
2015,,Paper,All,Grant of Administration,40388,:
2015,,Paper,Personal,Grant of Administration,17494,:
2015,,Paper,Solicitor,Grant of Administration,22894,:
2015,,Paper,All,Grant of Administration with Will annexed,17531,:
2015,,Paper,Personal,Grant of Administration with Will annexed,5248,:
2015,,Paper,Solicitor,Grant of Administration with Will annexed,12283,:
2015,,Paper,All,Grant of Probate,218501,:
2015,,Paper,Personal,Grant of Probate,79352,:
2015,,Paper,Solicitor,Grant of Probate,139149,:
2015,,Paper,All,Standing Search,6099,:
2015,,Paper,Personal,Standing Search,:,:
2015,,Paper,Solicitor,Standing Search,:,:
2016,,All,All,All grant types,253347,261251
2016,,All,Personal,All grant types,93495,99110
2016,,All,Solicitor,All grant types,159852,162141
2016,,All,All,Grant of Administration,38020,:
2016,,All,Personal,Grant of Administration,16060,:
2016,,All,Solicitor,Grant of Administration,21960,:
2016,,All,All,Grant of Administration with Will annexed,15544,:
2016,,All,Personal,Grant of Administration with Will annexed,4392,:
2016,,All,Solicitor,Grant of Administration with Will annexed,11152,:
2016,,All,All,Grant of Probate,199783,:
