stage,year,quarter,case_type,law,count,mean_weeks,median_weeks
Decree Nisi,,2003 Q1,Paper,All,39082,24.865,17.714
Decree Nisi,,2014 Q3,Paper,All,28150,23.533,15.143
Decree Nisi,,2008 Q2,Paper,All,29643,24.382,15.143
Decree Nisi,,2022 Q2,Digital,All,12380,17.963,13.857
Decree Nisi,,2015 Q4,Paper,All,21570,27.248,18.857
Decree Nisi,,2019 Q1,Paper,All,25649,34.122,26.143
Decree Nisi,,2021 Q4,Digital,All,19731,12.534,8.143
Decree Nisi,,2018 Q3,Paper,All,22532,31.347,24
Decree Nisi,,2010 Q1,Paper,All,30811,25.214,17.143
Decree Nisi,,2005 Q1,Paper,All,36999,24.71,17
Decree Nisi,,2017 Q1,Paper,All,28802,24.729,16.714
Decree Nisi,,2020 Q2,Paper,All,10159,38.681,27.714
Decree Nisi,,2020 Q4,Paper,All,13761,46.675,34.857
Decree Nisi,,2021 Q1,Digital,All,19259,11.961,9.429
Decree Nisi,,2004 Q2,Paper,All,38980,24.625,16.286
Decree Nisi,,2022 Q2,Paper,All,5447,76.855,55.286
Decree Nisi,,2008 Q3,Paper,All,31566,24.624,15.857
Decree Nisi,,2021 Q2,Digital,All,20110,11.886,8.143
Decree Nisi,,2022 Q3,Digital,All,10357,27.439,22.857
Decree Nisi,,2021 Q4,Paper,All,6614,61.159,42.571
Decree Nisi,,2024 Q4,Paper,All,1375,126.607,57.857
Decree Nisi,,2019 Q4,Digital,All,2857,11.464,11.286
Decree Nisi,,2024 Q3,Paper,All,1811,97.123,43.857
Decree Nisi,,2024 Q3,Digital,All,26703,33.357,25.857
Decree Nisi,,2022 Q4,Digital,All,22479,29.359,27.143
Decree Nisi,,2023 Q1,Digital,All,30027,31.015,28.143
Decree Nisi,,2025 Q2,Digital,All,29422,37.389,30.286
Decree Nisi,,2003 Q4,Paper,All,37956,24.519,16.857
Decree Nisi,,2009 Q2,Paper,All,28073,25.405,16.714
Decree Nisi,,2005 Q4,Paper,All,32318,24.22,16
Decree Nisi,,2007 Q2,Paper,All,32412,25.124,16.714
Decree Nisi,,2016 Q4,Paper,All,26228,27.971,18.286
Decree Nisi,,2013 Q1,Paper,All,27802,24.002,15.857
Decree Nisi,,2009 Q3,Paper,All,32476,24.657,16.571
Decree Nisi,,2017 Q3,Paper,All,24255,25.104,16.571
Decree Nisi,,2021 Q2,Paper,All,10464,48.643,32.286
Decree Nisi,,2020 Q1,Paper,All,21750,37.669,26.857
Decree Nisi,,2021 Q1,Paper,All,13733,46.145,32.857
Decree Nisi,,2004 Q1,Paper,All,39634,24.851,17.286
Decree Nisi,,2006 Q4,Paper,All,33170,24.464,16.286
Decree Nisi,,2009 Q1,Paper,All,28018,25.326,17.143
Decree Nisi,,2011 Q4,Paper,All,31259,25.146,16.143
Decree Nisi,,2013 Q3,Paper,All,28958,25.909,15.714
Decree Nisi,,2008 Q1,Paper,All,31114,25.687,17.571
Decree Nisi,,2011 Q1,Paper,All,30366,25.473,17.143
Decree Nisi,,2015 Q3,Paper,All,24354,24.622,16.143
Decree Nisi,,2018 Q2,Paper,All,21633,28.986,21
Decree Nisi,,2018 Q1,Paper,All,23205,27.269,19.286
Decree Nisi,,2005 Q3,Paper,All,36145,24.208,16
Decree Nisi,,2025 Q2,Paper,All,1428,115.903,47.786
Decree Nisi,,2024 Q1,Digital,All,30897,35.926,30.143
Decree Nisi,,2022 Q3,Paper,All,4124,83.236,61.714
Decree Nisi,,2023 Q3,Digital,All,20421,32.076,27
Decree Nisi,,2024 Q2,Paper,All,2318,98.082,45.857
Decree Nisi,,2025 Q1,Paper,All,1444,103.33,47.143
Decree Nisi,,2023 Q1,Paper,All,3564,98.619,78.429
Decree Nisi,,2024 Q4,Digital,All,14305,37.275,30.857
Decree Nisi,,2019 Q2,Paper,All,26408,33.518,27.286
Decree Nisi,,2010 Q2,Paper,All,29750,25.265,16.429
Decree Nisi,,2007 Q3,Paper,All,33869,25.16,17
Decree Nisi,,2017 Q4,Paper,All,24364,25.507,17.429
Decree Nisi,,2011 Q2,Paper,All,29161,25.106,16.143
Decree Nisi,,2019 Q4,Paper,All,27238,30.186,21.857
Decree Nisi,,2014 Q2,Paper,All,27195,24.046,14.857
Decree Nisi,,2016 Q3,Paper,All,27580,24.455,16.571
Decree Nisi,,2007 Q1,Paper,All,34965,24.831,17
Decree Nisi,,2004 Q3,Paper,All,40571,24.556,16.714
Decree Nisi,,2013 Q2,Paper,All,29063,23.935,15
Decree Nisi,,2017 Q2,Paper,All,25699,24.058,15.286
Decree Nisi,,2020 Q3,Paper,All,12686,46.543,35
Decree Nisi,,2006 Q3,Paper,All,33533,24.705,16.714
Decree Nisi,,2014 Q4,Paper,All,27201,23.061,14.571
Decree Nisi,,2019 Q3,Paper,All,33088,30.82,23.571
Decree Nisi,,2006 Q1,Paper,All,34915,24.495,16.714
Decree Nisi,,2022 Q1,Digital,All,17026,14.224,9.714
Decree Nisi,,2021 Q3,Digital,All,16950,12.252,8.286
Decree Nisi,,2015 Q1,Paper,All,27449,23.479,15.429
Decree Nisi,,2021 Q3,Paper,All,7216,54.128,37
Decree Nisi,,2011 Q3,Paper,All,31448,25.354,17
Decree Nisi,,2022 Q4,Paper,All,3529,91.892,70.714
Decree Nisi,,2023 Q2,Paper,All,2624,106.102,86.714
Decree Nisi,,2024 Q1,Paper,All,2583,104.12,53.714
Decree Nisi,,2023 Q2,Digital,All,23405,30.629,26
Decree Nisi,,2023 Q4,Digital,All,20364,35.107,30
Decree Nisi,,2025 Q4,Digital,All,29062,35.872,27.857
Decree Nisi,,2008 Q4,All,All,28214,24.284,16
Decree Nisi,,2005 Q4,All,All,32318,24.22,16
Decree Nisi,,2006 Q2,All,All,33087,24.676,16.143
Decree Nisi,,2014 Q1,All,All,27110,24.924,16.286
Decree Nisi,,2016 Q1,All,All,32025,24.717,18.714
Decree Nisi,,2009 Q3,All,All,32476,24.657,16.571
Decree Nisi,,2017 Q1,All,All,28802,24.729,16.714
Decree Nisi,,2019 Q3,All,All,33088,30.82,23.571
Decree Nisi,,2003 Q3,All,All,40092,24.772,17.429
Decree Nisi,,2011 Q3,All,All,31448,25.354,17
Decree Nisi,,2023 Q4,All,All,22418,42.003,30.286
Decree Nisi,,2025 Q4,All,All,30386,39.813,28
Decree Nisi,,2025 Q1,All,All,26875,42.08,32.571
Decree Nisi,,2010 Q4,All,All,31092,24.539,16.571
Decree Nisi,,2021 Q1,All,All,32992,26.19,16.429
Decree Nisi,,2014 Q3,All,All,28150,23.533,15.143
Decree Nisi,,2007 Q1,All,All,34965,24.831,17
Decree Nisi,,2013 Q2,All,All,29063,23.935,15
Decree Nisi,,2006 Q4,All,All,33170,24.464,16.286
Decree Nisi,,2010 Q1,All,All,30811,25.214,17.143
Decree Nisi,,2005 Q1,All,All,36999,24.71,17
Decree Nisi,,2020 Q2,All,All,20703,23.286,14.286
Decree Nisi,,2009 Q2,All,All,28073,25.405,16.714
Decree Nisi,,2013 Q1,All,All,27802,24.002,15.857
Decree Nisi,,2019 Q4,All,All,30095,28.409,20.143
Decree Nisi,,2016 Q2,All,All,28290,24.979,17
Decree Nisi,,2008 Q2,All,All,29643,24.382,15.143
Decree Nisi,,2022 Q1,All,All,21918,25.774,12.286
Decree Nisi,,2009 Q1,All,All,28018,25.326,17.143
Decree Nisi,,2012 Q3,All,All,31102,24.133,15.714
Decree Nisi,,2013 Q4,All,All,27463,24.156,15.857
Decree Nisi,,2012 Q1,All,All,31184,25.375,16.857
Decree Nisi,,2015 Q3,All,All,24354,24.622,16.143
Decree Nisi,,2024 Q3,All,All,28514,37.407,26.143
Decree Nisi,,2024 Q2,All,All,29350,40.129,28.429
Decree Nisi,,2023 Q1,All,All,33591,38.188,28.571
Decree Nisi,,2025 Q3,All,All,29576,40.461,28.286
Decree Nisi,,2007 Q4,All,All,31867,25.211,16.857
Decree Nisi,,2007 Q2,All,All,32412,25.124,16.714
Decree Nisi,,2017 Q3,All,All,24255,25.104,16.571
Decree Nisi,,2014 Q2,All,All,27195,24.046,14.857
Decree Nisi,,2016 Q3,All,All,27580,24.455,16.571
Decree Nisi,,2003 Q1,All,All,39082,24.865,17.714
Decree Nisi,,2004 Q3,All,All,40571,24.556,16.714
Decree Nisi,,2005 Q2,All,All,36341,24.561,16
Decree Nisi,,2015 Q4,All,All,21570,27.248,18.857
Decree Nisi,,2019 Q1,All,All,25649,34.122,26.143
Decree Nisi,,2021 Q4,All,All,26345,24.742,11
Decree Nisi,,2017 Q2,All,All,25699,24.058,15.286
Decree Nisi,,2020 Q3,All,All,24903,28.41,20.714
Decree Nisi,,2008 Q1,All,All,31114,25.687,17.571
Decree Nisi,,2014 Q4,All,All,27201,23.061,14.571
Decree Nisi,,2011 Q1,All,All,30366,25.473,17.143
Decree Nisi,,2018 Q2,All,All,21633,28.986,21
Decree Nisi,,2005 Q3,All,All,36145,24.208,16
Decree Nisi,,2008 Q3,All,All,31566,24.624,15.857
Decree Nisi,,2022 Q4,All,All,26008,37.844,27.571
Decree Nisi,,2025 Q2,All,All,30850,41.024,30.429
Decree Nisi,,2022 Q3,All,All,14481,43.329,26.857
Decree Nisi,,2024 Q1,All,All,33480,41.187,30.429
Decree Nisi,,2019 Q2,All,All,26408,33.518,27.286
Decree Nisi,,2003 Q4,All,All,37956,24.519,16.857
Decree Nisi,,2010 Q2,All,All,29750,25.265,16.429
Decree Nisi,,2007 Q3,All,All,33869,25.16,17
Decree Nisi,,2010 Q3,All,All,33624,26.868,17
Decree Nisi,,2016 Q4,All,All,26228,27.971,18.286
Decree Nisi,,2017 Q4,All,All,24364,25.507,17.429
Decree Nisi,,2011 Q2,All,All,29161,25.106,16.143
Decree Nisi,,2003 Q2,All,All,39080,24.71,16.857
Decree Nisi,,2021 Q2,All,All,30574,24.466,12.857
Decree Nisi,,2020 Q4,All,All,27073,29.604,19.571
Decree Nisi,,2012 Q2,All,All,30791,24.66,15.571
Decree Nisi,,2020 Q1,All,All,33970,27.942,20
Decree Nisi,,2004 Q4,All,All,35120,24.476,16.429
Decree Nisi,,2009 Q4,All,All,30780,24.411,16.286
Decree Nisi,,2022 Q2,All,All,17827,35.957,18.143
Decree Nisi,,2004 Q1,All,All,39634,24.851,17.286
Decree Nisi,,2018 Q3,All,All,22532,31.347,24
Decree Nisi,,2012 Q4,All,All,29260,23.952,15
Decree Nisi,,2011 Q4,All,All,31259,25.146,16.143
Decree Nisi,,2018 Q4,All,All,24621,31.237,23.857
Decree Nisi,,2013 Q3,All,All,28958,25.909,15.714
Decree Nisi,,2006 Q3,All,All,33533,24.705,16.714
Decree Nisi,,2006 Q1,All,All,34915,24.495,16.714
Decree Nisi,,2021 Q3,All,All,24166,24.756,11.857
Decree Nisi,,2015 Q2,All,All,25709,23.713,14.429
Decree Nisi,,2015 Q1,All,All,27449,23.479,15.429
Decree Nisi,,2004 Q2,All,All,38980,24.625,16.286
Decree Nisi,,2018 Q1,All,All,23205,27.269,19.286
Decree Nisi,,2023 Q2,All,All,26029,38.237,26.571
Decree Nisi,,2023 Q3,All,All,22904,41.023,27.429
Decree Nisi,,2024 Q4,All,All,15680,45.108,31
Decree Absolute,2003,,Paper,All,152236,42.541,31
Decree Absolute,2011,,Paper,All,119488,48.624,32.143
Decree Absolute,2008,,Paper,All,122259,47.561,32.429
Decree Absolute,2014,,Paper,All,111800,49.227,30
Decree Absolute,2019,,Paper,All,107153,56.639,39.714
Decree Absolute,2013,,Paper,All,114867,49.937,31
Decree Absolute,2015,,Paper,All,102154,49.106,29
Decree Absolute,2021,,Digital,All,63495,21.955,16
Decree Absolute,2012,,Paper,All,120516,48.961,31.286
Decree Absolute,2007,,Paper,All,128679,46.122,31.429
Decree Absolute,2009,,Paper,All,115015,48.004,32
Decree Absolute,2023,,Digital,All,85812,45.942,36.143
Decree Absolute,2019,,Digital,All,155,16.43,16.714
Decree Absolute,2020,,Paper,All,66176,69.931,51
Decree Absolute,2010,,Paper,All,120833,48.193,31.571
Decree Absolute,2022,,Digital,All,54556,33.738,29
Decree Absolute,2018,,Paper,All,91983,55.118,35.143
Decree Absolute,2005,,Paper,All,141401,45.104,31.286
Decree Absolute,2020,,Digital,All,37799,17.51,15.286
Decree Absolute,2021,,Paper,All,50346,88.624,66
Decree Absolute,2025,,Paper,All,7431,202.063,145.857
Decree Absolute,2023,,Paper,All,17663,153.396,123.429
Decree Absolute,2025,,Digital,All,98273,58.455,40.714
Decree Absolute,2024,,Digital,All,93892,53.304,39.286
Decree Absolute,2004,,Paper,All,152595,43.922,31
Decree Absolute,2017,,Paper,All,102801,49.981,30.714
Decree Absolute,2016,,Paper,All,108255,50.05,30.429
Decree Absolute,2022,,Paper,All,25861,117.108,88.143
Decree Absolute,2006,,Paper,All,132310,45.727,31.571
Decree Absolute,2024,,Paper,All,11546,165.982,130.929
Decree Nisi,2003,,Paper,All,156210,24.718,17.143
Decree Nisi,2017,,Paper,All,103120,24.834,16.571
Decree Nisi,2013,,Paper,All,113286,24.51,15.571
Decree Nisi,2022,,Paper,All,17992,78.308,56.714
Decree Nisi,2015,,Paper,All,99082,24.641,16.143
Decree Nisi,2021,,Digital,All,76050,12.155,8.571
Decree Nisi,2025,,Paper,All,5412,118.855,47.143
Decree Nisi,2019,,Digital,All,2857,11.464,11.286
Decree Nisi,2025,,Digital,All,112275,37.049,30.143
Decree Nisi,2005,,Paper,All,141803,24.432,16.286
Decree Nisi,2006,,Paper,All,134705,24.584,16.571
Decree Nisi,2021,,Paper,All,38027,50.959,34.857
Decree Nisi,2020,,Paper,All,58356,41.898,30.571
Decree Nisi,2004,,Paper,All,154305,24.631,16.857
Decree Nisi,2024,,Paper,All,8087,104.646,48.714
Decree Nisi,2020,,Digital,All,48293,10.255,8.571
Decree Nisi,2007,,Paper,All,133113,25.077,16.857
Decree Nisi,2014,,Paper,All,109656,23.887,15.143
Decree Nisi,2011,,Paper,All,122234,25.271,16.714
Decree Nisi,2018,,Paper,All,91991,29.733,22.286
Decree Nisi,2023,,Digital,All,94217,32.033,28.143
Decree Nisi,2019,,Paper,All,112383,32.054,24.857
Decree Nisi,2008,,Paper,All,120537,24.759,16.143
Decree Nisi,2010,,Paper,All,125277,25.503,16.857
Decree Nisi,2009,,Paper,All,119347,24.927,16.714
Decree Nisi,2016,,Paper,All,114123,25.466,17.714
Decree Nisi,2012,,Paper,All,122337,24.539,15.857
Decree Nisi,2022,,Digital,All,62242,22.633,24.071
Decree Nisi,2023,,Paper,All,10725,106.402,82.571
Decree Nisi,2024,,Digital,All,98937,35.218,29
Petition,,2021 Q2,All,Old,27631,,
Petition,,2019 Q3,All,Old,30468,,
Petition,,2021 Q1,All,Old,30899,,
Petition,,2012 Q2,All,Old,30495,,
Petition,,2011 Q1,All,Old,34655,,
Petition,,2017 Q1,All,Old,28518,,
Petition,,2016 Q2,All,Old,30282,,
Petition,,2007 Q4,All,Old,26836,,
Petition,,2003 Q4,All,Old,40815,,
Petition,,2018 Q1,All,Old,27406,,
Petition,,2017 Q2,All,Old,27094,,
Petition,,2014 Q2,All,Old,27595,,
Petition,,2020 Q2,All,Old,24057,,
Petition,,2006 Q4,All,Old,35301,,
Petition,,2004 Q1,All,Old,44819,,
Petition,,2009 Q2,All,Old,32497,,
Petition,,2016 Q1,All,Old,29019,,
Petition,,2020 Q3,All,Old,28815,,
Petition,,2012 Q1,All,Old,33688,,
Petition,,2024 Q1,All,New,29797,,
Petition,,2025 Q2,All,New,27614,,
Petition,,2022 Q2,All,New,35097,,
Petition,,2025 Q4,All,New,23901,,
Petition,,2023 Q1,All,New,31431,,
Petition,,2025 Q1,All,New,30171,,
Petition,,2014 Q3,All,Old,29131,,
Petition,,2008 Q3,All,Old,32461,,
Petition,,2006 Q1,All,Old,38167,,
Petition,,2011 Q4,All,Old,30604,,
Petition,,2003 Q2,All,Old,41501,,
Petition,,2013 Q1,All,Old,30890,,
Petition,,2017 Q3,All,Old,27874,,
Petition,,2021 Q3,All,Old,26851,,
Petition,,2014 Q4,All,Old,27301,,
Petition,,2006 Q2,All,Old,36252,,
Petition,,2006 Q3,All,Old,37045,,
Petition,,2020 Q1,All,Old,29684,,
Petition,,2022 Q1,All,Old,30281,,
Petition,,2015 Q2,All,Old,28080,,
Petition,,2007 Q1,All,Old,37951,,
Petition,,2012 Q4,All,Old,29163,,
Petition,,2022 Q2,All,Old,332,,
Petition,,2023 Q2,All,New,28222,,
Petition,,2023 Q3,All,New,28765,,
Petition,,2016 Q4,All,Old,27209,,
Petition,,2015 Q1,All,Old,28589,,
Petition,,2009 Q1,All,Old,32579,,
Petition,,2020 Q4,All,Old,30514,,
Petition,,2009 Q4,All,Old,32418,,
Petition,,2009 Q3,All,Old,34402,,
Petition,,2013 Q4,All,Old,26141,,
Petition,,2004 Q4,All,Old,38432,,
Petition,,2015 Q3,All,Old,28357,,
Petition,,2018 Q4,All,Old,28398,,
Petition,,2019 Q4,All,Old,27521,,
Petition,,2017 Q4,All,Old,25780,,
Petition,,2005 Q3,All,Old,37937,,
Petition,,2018 Q2,All,Old,32205,,
Petition,,2004 Q2,All,Old,40464,,
Petition,,2019 Q2,All,Old,28295,,
Petition,,2003 Q1,All,Old,45536,,
Petition,,2019 Q1,All,Old,30344,,
Petition,,2016 Q3,All,Old,27529,,
Petition,,2008 Q4,All,Old,29920,,
Petition,,2010 Q2,All,Old,33380,,
Petition,,2008 Q2,All,Old,33376,,
Petition,,2010 Q4,All,Old,30669,,
Petition,,2024 Q3,All,New,28066,,
Petition,,2022 Q3,All,New,31026,,
Petition,,2003 Q3,All,Old,42889,,
Petition,,2011 Q3,All,Old,34516,,
Petition,,2005 Q2,All,Old,38927,,
Petition,,2010 Q1,All,Old,34525,,
Petition,,2021 Q4,All,Old,23151,,
Petition,,2007 Q2,All,Old,35365,,
Petition,,2005 Q1,All,Old,37385,,
Petition,,2012 Q3,All,Old,31049,,
Petition,,2005 Q4,All,Old,35572,,
Petition,,2013 Q3,All,Old,28429,,
Petition,,2007 Q3,All,Old,35701,,
Petition,,2015 Q4,All,Old,29478,,
Petition,,2004 Q3,All,Old,41418,,
Petition,,2010 Q3,All,Old,34694,,
Petition,,2018 Q3,All,Old,30337,,
Petition,,2011 Q2,All,Old,29483,,
Petition,,2014 Q1,All,Old,28532,,
Petition,,2008 Q1,All,Old,32814,,
Petition,,2013 Q2,All,Old,32023,,
Petition,,2025 Q3,All,New,27498,,
Petition,,2024 Q4,All,New,25111,,
Petition,,2024 Q2,All,New,27454,,
Petition,,2023 Q4,All,New,24655,,
Petition,,2022 Q4,All,New,25748,,
Decree Absolute,2003,,All,All,152236,42.541,31
Decree Absolute,2006,,All,All,132310,45.727,31.571
Decree Absolute,2014,,All,All,111800,49.227,30
Decree Absolute,2023,,All,All,103475,64.284,39.143
Decree Absolute,2017,,All,All,102801,49.981,30.714
Decree Absolute,2016,,All,All,108255,50.05,30.429
Decree Absolute,2010,,All,All,120833,48.193,31.571
Decree Absolute,2008,,All,All,122259,47.561,32.429
Decree Absolute,2009,,All,All,115015,48.004,32
Decree Absolute,2005,,All,All,141401,45.104,31.286
Decree Absolute,2015,,All,All,102154,49.106,29
Decree Absolute,2021,,All,All,113841,51.439,29.286
Decree Absolute,2020,,All,All,103975,50.874,34.429
Decree Absolute,2012,,All,All,120516,48.961,31.286
Decree Absolute,2025,,All,All,105704,68.552,42
Decree Absolute,2024,,All,All,105438,65.643,41.571
Decree Absolute,2004,,All,All,152595,43.922,31
Decree Absolute,2007,,All,All,128679,46.122,31.429
Decree Absolute,2011,,All,All,119488,48.624,32.143
Decree Absolute,2022,,All,All,80417,60.548,35.429
Decree Absolute,2018,,All,All,91983,55.118,35.143
Decree Absolute,2019,,All,All,107308,56.581,39.571
Decree Absolute,2013,,All,All,114867,49.937,31
Petition,2013,,All,Old,117483,,
Petition,2004,,All,Old,165133,,
Petition,2018,,All,Old,118346,,
Petition,2024,,All,New,110428,,
Petition,2003,,All,Old,170741,,
Petition,2019,,All,Old,116628,,
Petition,2011,,All,Old,129258,,
Petition,2005,,All,Old,149821,,
Petition,2020,,All,Old,113070,,
Petition,2025,,All,New,109184,,
Petition,2022,,All,New,91871,,
Petition,2015,,All,Old,114504,,
Petition,2009,,All,Old,131896,,
Petition,2014,,All,Old,112559,,
Petition,2012,,All,Old,124395,,
Petition,2017,,All,Old,109266,,
Petition,2010,,All,Old,133268,,
Petition,2006,,All,Old,146765,,
Petition,2016,,All,Old,114039,,
Petition,2021,,All,Old,108532,,
Petition,2008,,All,Old,128571,,
Petition,2007,,All,Old,135853,,
Petition,2022,,All,Old,30613,,
Petition,2023,,All,New,113073,,
Decree Nisi,2010,,Paper,Old,125277,25.503,16.857
Decree Nisi,2023,,Paper,Old,7146,139.79,113.714
Decree Nisi,2019,,Digital,Old,2857,11.464,11.286
Decree Nisi,2023,,Digital,Old,2618,83.676,76.286
Decree Nisi,2004,,Paper,Old,154305,24.631,16.857
Decree Nisi,2015,,Paper,Old,99082,24.641,16.143
Decree Nisi,2021,,Digital,Old,76050,12.155,8.571
Decree Nisi,2018,,Paper,Old,91991,29.733,22.286
Decree Nisi,2023,,Digital,New,91599,30.557,28
Decree Nisi,2025,,Paper,New,3969,49.009,37.857
Decree Nisi,2019,,Paper,Old,112383,32.054,24.857
Decree Nisi,2003,,Paper,Old,156210,24.718,17.143
Decree Nisi,2009,,Paper,Old,119347,24.927,16.714
Decree Nisi,2017,,Paper,Old,103120,24.834,16.571
Decree Nisi,2022,,Paper,Old,17867,78.628,57
Decree Nisi,2025,,Paper,Old,1443,310.967,272.429
Decree Nisi,2025,,Digital,Old,423,204.991,199
Decree Nisi,2008,,Paper,Old,120537,24.759,16.143
Decree Nisi,2024,,Digital,New,97889,34.043,28.857
Decree Nisi,2022,,Digital,New,21381,27.46,27
Decree Nisi,2022,,Paper,New,125,32.44,32.429
Decree Nisi,2020,,Digital,Old,48293,10.255,8.571
Decree Nisi,2005,,Paper,Old,141803,24.432,16.286
Decree Nisi,2007,,Paper,Old,133113,25.077,16.857
Decree Nisi,2006,,Paper,Old,134705,24.584,16.571
Decree Nisi,2016,,Paper,Old,114123,25.466,17.714
Decree Nisi,2011,,Paper,Old,122234,25.271,16.714
Decree Nisi,2021,,Paper,Old,38027,50.959,34.857
Decree Nisi,2012,,Paper,Old,122337,24.539,15.857
Decree Nisi,2020,,Paper,Old,58356,41.898,30.571
Decree Nisi,2022,,Digital,Old,40861,20.107,14.857
Decree Nisi,2024,,Digital,Old,1048,145.011,136.357
Decree Nisi,2024,,Paper,Old,2731,225.059,188
Decree Nisi,2024,,Paper,New,5356,43.248,36.714
Decree Nisi,2025,,Digital,New,111852,36.414,30.143
Decree Nisi,2023,,Paper,New,3579,39.737,36.714
Decree Nisi,2014,,Paper,Old,109656,23.887,15.143
Decree Nisi,2013,,Paper,Old,113286,24.51,15.571
Petition,,2016 Q4,Paper,Old,27209,,
Petition,,2019 Q3,Paper,Old,27321,,
Petition,,2009 Q1,Paper,Old,32579,,
Petition,,2011 Q1,Paper,Old,34655,,
Petition,,2009 Q3,Paper,Old,34402,,
Petition,,2007 Q4,Paper,Old,26836,,
Petition,,2007 Q2,Paper,Old,35365,,
Petition,,2006 Q1,Paper,Old,38167,,
Petition,,2015 Q3,Paper,Old,28357,,
Petition,,2017 Q2,Paper,Old,27094,,
Petition,,2021 Q3,Digital,Old,21207,,
Petition,,2010 Q3,Paper,Old,34694,,
Petition,,2006 Q4,Paper,Old,35301,,
Petition,,2019 Q2,Paper,Old,28295,,
Petition,,2014 Q4,Paper,Old,27301,,
Petition,,2003 Q1,Paper,Old,45536,,
Petition,,2019 Q1,Paper,Old,30344,,
Petition,,2018 Q3,Paper,Old,30337,,
Petition,,2006 Q3,Paper,Old,37045,,
Petition,,2020 Q3,Digital,Old,17844,,
Petition,,2020 Q2,Paper,Old,10541,,
Petition,,2020 Q4,Paper,Old,12915,,
Petition,,2019 Q3,Digital,Old,3147,,
Petition,,2022 Q1,Paper,Old,3750,,
Petition,,2023 Q2,Paper,New,1512,,
Petition,,2024 Q4,Digital,New,24391,,
Petition,,2022 Q4,Digital,New,24567,,
Petition,,2022 Q2,Paper,Old,139,,
Petition,,2025 Q1,Digital,New,29345,,
Petition,,2023 Q1,Paper,New,1451,,
Petition,,2015 Q1,Paper,Old,28589,,
Petition,,2003 Q3,Paper,Old,42889,,
Petition,,2005 Q2,Paper,Old,38927,,
Petition,,2014 Q3,Paper,Old,29131,,
Petition,,2016 Q2,Paper,Old,30282,,
Petition,,2013 Q4,Paper,Old,26141,,
Petition,,2018 Q4,Paper,Old,28398,,
Petition,,2003 Q2,Paper,Old,41501,,
Petition,,2007 Q3,Paper,Old,35701,,
Petition,,2013 Q1,Paper,Old,30890,,
Petition,,2018 Q2,Paper,Old,32205,,
Petition,,2016 Q3,Paper,Old,27529,,
Petition,,2004 Q1,Paper,Old,44819,,
Petition,,2015 Q2,Paper,Old,28080,,
Petition,,2008 Q2,Paper,Old,33376,,
Petition,,2016 Q1,Paper,Old,29019,,
Petition,,2010 Q4,Paper,Old,30669,,
Petition,,2021 Q1,Paper,Old,9620,,
Petition,,2025 Q3,Digital,New,26645,,
Petition,,2024 Q1,Digital,New,28289,,
Petition,,2025 Q2,Digital,New,26745,,
Petition,,2022 Q2,Digital,New,33976,,
Petition,,2025 Q4,Digital,New,23291,,
Petition,,2022 Q3,Digital,New,29634,,
Petition,,2023 Q2,Digital,New,26710,,
Petition,,2025 Q2,Paper,New,869,,
Petition,,2022 Q2,Paper,New,1121,,
Petition,,2024 Q2,Paper,New,1047,,
Petition,,2011 Q3,Paper,Old,34516,,
Petition,,2012 Q2,Paper,Old,30495,,
Petition,,2020 Q4,Digital,Old,17599,,
Petition,,2017 Q1,Paper,Old,28518,,
Petition,,2021 Q4,Digital,Old,19547,,
Petition,,2005 Q1,Paper,Old,37385,,
Petition,,2003 Q4,Paper,Old,40815,,
Petition,,2019 Q4,Paper,Old,18228,,
Petition,,2014 Q2,Paper,Old,27595,,
Petition,,2012 Q3,Paper,Old,31049,,
Petition,,2013 Q3,Paper,Old,28429,,
Petition,,2017 Q4,Paper,Old,25780,,
Petition,,2005 Q3,Paper,Old,37937,,
Petition,,2004 Q3,Paper,Old,41418,,
Petition,,2008 Q4,Paper,Old,29920,,
Petition,,2011 Q2,Paper,Old,29483,,
Petition,,2022 Q1,Digital,Old,26531,,
Petition,,2012 Q1,Paper,Old,33688,,
Petition,,2021 Q3,Paper,Old,5644,,
Petition,,2021 Q4,Paper,Old,3604,,
Petition,,2022 Q2,Digital,Old,193,,
Petition,,2024 Q3,Digital,New,27207,,
Petition,,2023 Q4,Paper,New,1347,,
Petition,,2022 Q3,Paper,New,1392,,
Petition,,2024 Q1,Paper,New,1508,,
Petition,,2022 Q4,Paper,New,1181,,
Petition,,2021 Q2,Digital,Old,19842,,
Petition,,2021 Q1,Digital,Old,21279,,
Petition,,2009 Q4,Paper,Old,32418,,
Petition,,2010 Q1,Paper,Old,34525,,
Petition,,2021 Q2,Paper,Old,7789,,
Petition,,2008 Q3,Paper,Old,32461,,
Petition,,2004 Q4,Paper,Old,38432,,
Petition,,2011 Q4,Paper,Old,30604,,
Petition,,2018 Q1,Paper,Old,27406,,
Petition,,2005 Q4,Paper,Old,35572,,
Petition,,2020 Q2,Digital,Old,13516,,
Petition,,2015 Q4,Paper,Old,29478,,
Petition,,2004 Q2,Paper,Old,40464,,
Petition,,2017 Q3,Paper,Old,27874,,
Petition,,2006 Q2,Paper,Old,36252,,
Petition,,2020 Q1,Digital,Old,12226,,
Petition,,2014 Q1,Paper,Old,28532,,
Petition,,2010 Q2,Paper,Old,33380,,
Petition,,2007 Q1,Paper,Old,37951,,
Petition,,2019 Q4,Digital,Old,9293,,
