case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Domestic Violence,Midlands,All types,2025-Q3,1602,0.9,0.3
Domestic Violence,Midlands,All types,2025-Q4,1409,0.9,0.3
Domestic Violence,National Business Centres,1 Both,2021-Q4,1,0,0
Domestic Violence,National Business Centres,1 Both,2023-Q2,1,1.1,1.1
Domestic Violence,National Business Centres,2 Applicant Only,2020-Q2,1,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2021-Q1,2,4.9,4.9
Domestic Violence,National Business Centres,2 Applicant Only,2021-Q3,3,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2021-Q4,4,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2022-Q1,2,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2022-Q2,3,1.3,0
Domestic Violence,National Business Centres,2 Applicant Only,2022-Q3,5,0.1,0
Domestic Violence,National Business Centres,2 Applicant Only,2022-Q4,3,0.3,0.1
Domestic Violence,National Business Centres,2 Applicant Only,2023-Q1,2,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2023-Q2,4,0.7,0
Domestic Violence,National Business Centres,2 Applicant Only,2023-Q3,2,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2024-Q2,2,11.7,11.8
Domestic Violence,National Business Centres,2 Applicant Only,2024-Q4,1,2,2
Domestic Violence,National Business Centres,2 Applicant Only,2025-Q3,1,0,0
Domestic Violence,National Business Centres,2 Applicant Only,2025-Q4,2,0.6,0.6
Domestic Violence,National Business Centres,3 Respondent Only,2020-Q4,1,0,0
Domestic Violence,National Business Centres,3 Respondent Only,2023-Q2,2,1.4,1.4
Domestic Violence,National Business Centres,3 Respondent Only,2023-Q4,1,3.1,3.1
Domestic Violence,National Business Centres,3 Respondent Only,2025-Q4,1,0.9,0.9
Domestic Violence,National Business Centres,4 Neither,2022-Q2,4,0,0
Domestic Violence,National Business Centres,4 Neither,2022-Q4,2,0.1,0.2
Domestic Violence,National Business Centres,4 Neither,2023-Q1,2,0,0
Domestic Violence,National Business Centres,4 Neither,2023-Q2,1,0,0
Domestic Violence,National Business Centres,4 Neither,2023-Q3,1,0,0
Domestic Violence,National Business Centres,4 Neither,2023-Q4,1,0,0
Domestic Violence,National Business Centres,4 Neither,2024-Q2,1,21.7,21.7
Domestic Violence,National Business Centres,4 Neither,2024-Q3,1,1.1,1.1
Domestic Violence,National Business Centres,4 Neither,2025-Q4,1,0,0
Domestic Violence,National Business Centres,All types,2020-Q2,1,0,0
Domestic Violence,National Business Centres,All types,2020-Q4,1,0,0
Domestic Violence,National Business Centres,All types,2021-Q1,2,4.9,4.9
Domestic Violence,National Business Centres,All types,2021-Q3,3,0,0
Domestic Violence,National Business Centres,All types,2021-Q4,5,0,0
Domestic Violence,National Business Centres,All types,2022-Q1,2,0,0
Domestic Violence,National Business Centres,All types,2022-Q2,7,0.6,0
Domestic Violence,National Business Centres,All types,2022-Q3,5,0.1,0
Domestic Violence,National Business Centres,All types,2022-Q4,5,0.1,0.1
Domestic Violence,National Business Centres,All types,2023-Q1,4,0,0
Domestic Violence,National Business Centres,All types,2023-Q2,8,0.9,0
Domestic Violence,National Business Centres,All types,2023-Q3,3,0,0
Domestic Violence,National Business Centres,All types,2023-Q4,2,1.6,1.6
Domestic Violence,National Business Centres,All types,2024-Q2,3,15,21.7
Domestic Violence,National Business Centres,All types,2024-Q3,1,1.1,1.1
Domestic Violence,National Business Centres,All types,2024-Q4,1,2,2
Domestic Violence,National Business Centres,All types,2025-Q3,1,0,0
Domestic Violence,National Business Centres,All types,2025-Q4,4,0.4,0.6
Domestic Violence,North East,1 Both,2011-Q1,177,0.1,0
Domestic Violence,North East,1 Both,2011-Q2,179,0.4,0
Domestic Violence,North East,1 Both,2011-Q3,165,0.1,0
Domestic Violence,North East,1 Both,2011-Q4,158,0.4,0
Domestic Violence,North East,1 Both,2012-Q1,154,0.4,0
Domestic Violence,North East,1 Both,2012-Q2,142,0.1,0
Domestic Violence,North East,1 Both,2012-Q3,158,0.6,0
Domestic Violence,North East,1 Both,2012-Q4,151,0.1,0
Domestic Violence,North East,1 Both,2013-Q1,119,0.1,0
Domestic Violence,North East,1 Both,2013-Q2,79,0.3,0
Domestic Violence,North East,1 Both,2013-Q3,86,0.4,0
Domestic Violence,North East,1 Both,2013-Q4,82,0.1,0
Domestic Violence,North East,1 Both,2014-Q1,92,0.3,0
Domestic Violence,North East,1 Both,2014-Q2,77,0.3,0
Domestic Violence,North East,1 Both,2014-Q3,80,0.7,0
Domestic Violence,North East,1 Both,2014-Q4,58,0.3,0
Domestic Violence,North East,1 Both,2015-Q1,60,0,0
Domestic Violence,North East,1 Both,2015-Q2,63,0.1,0
Domestic Violence,North East,1 Both,2015-Q3,58,0.3,0
Domestic Violence,North East,1 Both,2015-Q4,69,0.1,0
Domestic Violence,North East,1 Both,2016-Q1,70,0.1,0
Domestic Violence,North East,1 Both,2016-Q2,70,0.3,0
Domestic Violence,North East,1 Both,2016-Q3,65,0.4,0
Domestic Violence,North East,1 Both,2016-Q4,50,0.1,0
Domestic Violence,North East,1 Both,2017-Q1,68,0.6,0
Domestic Violence,North East,1 Both,2017-Q2,72,0.3,0
Domestic Violence,North East,1 Both,2017-Q3,76,0.1,0
Domestic Violence,North East,1 Both,2017-Q4,54,0.3,0
Domestic Violence,North East,1 Both,2018-Q1,48,0.1,0
Domestic Violence,North East,1 Both,2018-Q2,60,1.7,0
Domestic Violence,North East,1 Both,2018-Q3,59,0.3,0
Domestic Violence,North East,1 Both,2018-Q4,40,0.4,0
Domestic Violence,North East,1 Both,2019-Q1,56,0.3,0
Domestic Violence,North East,1 Both,2019-Q2,77,0.4,0
Domestic Violence,North East,1 Both,2019-Q3,70,0.1,0
Domestic Violence,North East,1 Both,2019-Q4,54,1.3,0
Domestic Violence,North East,1 Both,2020-Q1,56,0.1,0
Domestic Violence,North East,1 Both,2020-Q2,89,0,0
Domestic Violence,North East,1 Both,2020-Q3,120,1,0
Domestic Violence,North East,1 Both,2020-Q4,95,0.3,0
Domestic Violence,North East,1 Both,2021-Q1,85,0.3,0
Domestic Violence,North East,1 Both,2021-Q2,94,0.6,0
Domestic Violence,North East,1 Both,2021-Q3,92,0.7,0
Domestic Violence,North East,1 Both,2021-Q4,82,0.9,0
Domestic Violence,North East,1 Both,2022-Q1,94,0.4,0
Domestic Violence,North East,1 Both,2022-Q2,80,0.3,0
Domestic Violence,North East,1 Both,2022-Q3,72,0.3,0
Domestic Violence,North East,1 Both,2022-Q4,86,0.4,0
Domestic Violence,North East,1 Both,2023-Q1,67,0.3,0
Domestic Violence,North East,1 Both,2023-Q2,68,0.3,0
Domestic Violence,North East,1 Both,2023-Q3,64,1,0.1
Domestic Violence,North East,1 Both,2023-Q4,57,0.7,0.1
Domestic Violence,North East,1 Both,2024-Q1,71,0.6,0.1
Domestic Violence,North East,1 Both,2024-Q2,87,0.3,0
Domestic Violence,North East,1 Both,2024-Q3,81,0.4,0.1
Domestic Violence,North East,1 Both,2024-Q4,79,0.6,0.3
Domestic Violence,North East,1 Both,2025-Q1,68,0.3,0
Domestic Violence,North East,1 Both,2025-Q2,69,1,0.4
Domestic Violence,North East,1 Both,2025-Q3,75,0.7,0
Domestic Violence,North East,1 Both,2025-Q4,70,0.6,0.1
Domestic Violence,North East,2 Applicant Only,2011-Q1,616,0.1,0
Domestic Violence,North East,2 Applicant Only,2011-Q2,579,0.1,0
Domestic Violence,North East,2 Applicant Only,2011-Q3,649,0.3,0
Domestic Violence,North East,2 Applicant Only,2011-Q4,486,0.3,0
Domestic Violence,North East,2 Applicant Only,2012-Q1,568,0.1,0
Domestic Violence,North East,2 Applicant Only,2012-Q2,534,0.1,0
Domestic Violence,North East,2 Applicant Only,2012-Q3,543,0.1,0
Domestic Violence,North East,2 Applicant Only,2012-Q4,526,0.3,0
Domestic Violence,North East,2 Applicant Only,2013-Q1,550,0.4,0
Domestic Violence,North East,2 Applicant Only,2013-Q2,610,0.1,0
Domestic Violence,North East,2 Applicant Only,2013-Q3,695,0.1,0
Domestic Violence,North East,2 Applicant Only,2013-Q4,625,0.3,0
Domestic Violence,North East,2 Applicant Only,2014-Q1,524,0.1,0
Domestic Violence,North East,2 Applicant Only,2014-Q2,599,0.1,0
Domestic Violence,North East,2 Applicant Only,2014-Q3,613,0.1,0
Domestic Violence,North East,2 Applicant Only,2014-Q4,462,0.3,0
Domestic Violence,North East,2 Applicant Only,2015-Q1,450,0.1,0
Domestic Violence,North East,2 Applicant Only,2015-Q2,460,0.1,0
Domestic Violence,North East,2 Applicant Only,2015-Q3,496,0.1,0
Domestic Violence,North East,2 Applicant Only,2015-Q4,495,0,0
Domestic Violence,North East,2 Applicant Only,2016-Q1,485,0.1,0
Domestic Violence,North East,2 Applicant Only,2016-Q2,517,0.1,0
Domestic Violence,North East,2 Applicant Only,2016-Q3,555,0,0
Domestic Violence,North East,2 Applicant Only,2016-Q4,484,0.1,0
Domestic Violence,North East,2 Applicant Only,2017-Q1,550,0.1,0
Domestic Violence,North East,2 Applicant Only,2017-Q2,595,0.1,0
Domestic Violence,North East,2 Applicant Only,2017-Q3,644,0.1,0
Domestic Violence,North East,2 Applicant Only,2017-Q4,512,0.1,0
Domestic Violence,North East,2 Applicant Only,2018-Q1,455,0.1,0
Domestic Violence,North East,2 Applicant Only,2018-Q2,534,0.1,0
Domestic Violence,North East,2 Applicant Only,2018-Q3,546,0.1,0
Domestic Violence,North East,2 Applicant Only,2018-Q4,567,0.1,0
Domestic Violence,North East,2 Applicant Only,2019-Q1,567,0.3,0
Domestic Violence,North East,2 Applicant Only,2019-Q2,598,0.1,0
Domestic Violence,North East,2 Applicant Only,2019-Q3,612,0.1,0
Domestic Violence,North East,2 Applicant Only,2019-Q4,557,0.3,0
Domestic Violence,North East,2 Applicant Only,2020-Q1,541,0.1,0
Domestic Violence,North East,2 Applicant Only,2020-Q2,613,0.1,0
Domestic Violence,North East,2 Applicant Only,2020-Q3,678,0.4,0
Domestic Violence,North East,2 Applicant Only,2020-Q4,606,0.1,0
Domestic Violence,North East,2 Applicant Only,2021-Q1,561,0.1,0
Domestic Violence,North East,2 Applicant Only,2021-Q2,583,0.3,0
Domestic Violence,North East,2 Applicant Only,2021-Q3,600,0.1,0
Domestic Violence,North East,2 Applicant Only,2021-Q4,580,0.1,0
Domestic Violence,North East,2 Applicant Only,2022-Q1,601,0.1,0
Domestic Violence,North East,2 Applicant Only,2022-Q2,627,0.4,0
Domestic Violence,North East,2 Applicant Only,2022-Q3,659,0.3,0
Domestic Violence,North East,2 Applicant Only,2022-Q4,567,0.9,0
Domestic Violence,North East,2 Applicant Only,2023-Q1,650,0.3,0
Domestic Violence,North East,2 Applicant Only,2023-Q2,630,0.3,0
Domestic Violence,North East,2 Applicant Only,2023-Q3,702,0.3,0
Domestic Violence,North East,2 Applicant Only,2023-Q4,632,0.3,0
Domestic Violence,North East,2 Applicant Only,2024-Q1,694,0.3,0
Domestic Violence,North East,2 Applicant Only,2024-Q2,659,0.4,0
Domestic Violence,North East,2 Applicant Only,2024-Q3,618,0.4,0
Domestic Violence,North East,2 Applicant Only,2024-Q4,580,0.4,0
Domestic Violence,North East,2 Applicant Only,2025-Q1,595,0.4,0
Domestic Violence,North East,2 Applicant Only,2025-Q2,629,0.4,0
Domestic Violence,North East,2 Applicant Only,2025-Q3,629,0.6,0.1
Domestic Violence,North East,2 Applicant Only,2025-Q4,528,0.6,0.1
Domestic Violence,North East,3 Respondent Only,2011-Q1,11,0.6,0
Domestic Violence,North East,3 Respondent Only,2011-Q2,4,2.1,0.4
Domestic Violence,North East,3 Respondent Only,2011-Q3,4,3,0
Domestic Violence,North East,3 Respondent Only,2011-Q4,7,1.1,1.1
Domestic Violence,North East,3 Respondent Only,2012-Q1,10,0,0
Domestic Violence,North East,3 Respondent Only,2012-Q2,9,0,0
Domestic Violence,North East,3 Respondent Only,2012-Q3,7,0,0
Domestic Violence,North East,3 Respondent Only,2012-Q4,6,0.3,0
Domestic Violence,North East,3 Respondent Only,2013-Q1,5,0,0
Domestic Violence,North East,3 Respondent Only,2013-Q2,6,0.4,0.4
Domestic Violence,North East,3 Respondent Only,2013-Q3,7,0.3,0
Domestic Violence,North East,3 Respondent Only,2013-Q4,5,0,0
Domestic Violence,North East,3 Respondent Only,2014-Q1,7,1.9,0
Domestic Violence,North East,3 Respondent Only,2014-Q2,12,0.6,0
Domestic Violence,North East,3 Respondent Only,2014-Q3,9,0.4,0
Domestic Violence,North East,3 Respondent Only,2014-Q4,12,0.7,0
Domestic Violence,North East,3 Respondent Only,2015-Q1,9,0.4,0
Domestic Violence,North East,3 Respondent Only,2015-Q2,11,0.3,0
Domestic Violence,North East,3 Respondent Only,2015-Q3,6,0.3,0
Domestic Violence,North East,3 Respondent Only,2015-Q4,8,0.3,0.1
Domestic Violence,North East,3 Respondent Only,2016-Q1,11,0.9,0.1
Domestic Violence,North East,3 Respondent Only,2016-Q2,14,1.3,0.1
Domestic Violence,North East,3 Respondent Only,2016-Q3,11,0.4,0
Domestic Violence,North East,3 Respondent Only,2016-Q4,14,0.3,0
Domestic Violence,North East,3 Respondent Only,2017-Q1,13,0.3,0
Domestic Violence,North East,3 Respondent Only,2017-Q2,10,0,0
Domestic Violence,North East,3 Respondent Only,2017-Q3,11,0.3,0
Domestic Violence,North East,3 Respondent Only,2017-Q4,19,0.1,0
Domestic Violence,North East,3 Respondent Only,2018-Q1,12,0.3,0
Domestic Violence,North East,3 Respondent Only,2018-Q2,16,2.4,0
Domestic Violence,North East,3 Respondent Only,2018-Q3,24,0.1,0
Domestic Violence,North East,3 Respondent Only,2018-Q4,15,0.1,0
Domestic Violence,North East,3 Respondent Only,2019-Q1,25,15.6,0
Domestic Violence,North East,3 Respondent Only,2019-Q2,21,0.1,0
Domestic Violence,North East,3 Respondent Only,2019-Q3,23,0.4,0
Domestic Violence,North East,3 Respondent Only,2019-Q4,16,0.3,0
Domestic Violence,North East,3 Respondent Only,2020-Q1,22,0.7,0
Domestic Violence,North East,3 Respondent Only,2020-Q2,25,0.3,0
Domestic Violence,North East,3 Respondent Only,2020-Q3,28,0.4,0
Domestic Violence,North East,3 Respondent Only,2020-Q4,31,0.3,0
Domestic Violence,North East,3 Respondent Only,2021-Q1,22,0.4,0
Domestic Violence,North East,3 Respondent Only,2021-Q2,22,0.3,0
Domestic Violence,North East,3 Respondent Only,2021-Q3,24,0.9,0.1
Domestic Violence,North East,3 Respondent Only,2021-Q4,30,0.9,0.4
Domestic Violence,North East,3 Respondent Only,2022-Q1,34,0.3,0
Domestic Violence,North East,3 Respondent Only,2022-Q2,22,0.4,0.2
Domestic Violence,North East,3 Respondent Only,2022-Q3,32,0.3,0
Domestic Violence,North East,3 Respondent Only,2022-Q4,24,0.7,0
Domestic Violence,North East,3 Respondent Only,2023-Q1,28,2.1,0.4
Domestic Violence,North East,3 Respondent Only,2023-Q2,23,20.6,0.4
Domestic Violence,North East,3 Respondent Only,2023-Q3,37,0.6,0.1
Domestic Violence,North East,3 Respondent Only,2023-Q4,27,0.9,0.3
Domestic Violence,North East,3 Respondent Only,2024-Q1,39,0.6,0.1
Domestic Violence,North East,3 Respondent Only,2024-Q2,23,0.1,0
Domestic Violence,North East,3 Respondent Only,2024-Q3,37,0.7,0
Domestic Violence,North East,3 Respondent Only,2024-Q4,41,1,0.1
Domestic Violence,North East,3 Respondent Only,2025-Q1,32,0.4,0
Domestic Violence,North East,3 Respondent Only,2025-Q2,25,0.7,0.1
Domestic Violence,North East,3 Respondent Only,2025-Q3,38,1.4,0
Domestic Violence,North East,3 Respondent Only,2025-Q4,29,0.6,0.1
Domestic Violence,North East,4 Neither,2011-Q1,25,0.7,0
Domestic Violence,North East,4 Neither,2011-Q2,28,0.4,0
Domestic Violence,North East,4 Neither,2011-Q3,31,0.3,0
Domestic Violence,North East,4 Neither,2011-Q4,21,0.1,0
Domestic Violence,North East,4 Neither,2012-Q1,25,0,0
Domestic Violence,North East,4 Neither,2012-Q2,34,1.1,0
Domestic Violence,North East,4 Neither,2012-Q3,39,0.4,0
Domestic Violence,North East,4 Neither,2012-Q4,50,0.4,0
Domestic Violence,North East,4 Neither,2013-Q1,34,0.1,0
Domestic Violence,North East,4 Neither,2013-Q2,57,1.1,0
Domestic Violence,North East,4 Neither,2013-Q3,54,0.4,0
Domestic Violence,North East,4 Neither,2013-Q4,54,0.1,0
Domestic Violence,North East,4 Neither,2014-Q1,40,0.3,0
Domestic Violence,North East,4 Neither,2014-Q2,65,0.1,0
Domestic Violence,North East,4 Neither,2014-Q3,64,0.3,0
Domestic Violence,North East,4 Neither,2014-Q4,60,0.3,0
Domestic Violence,North East,4 Neither,2015-Q1,63,0.3,0
Domestic Violence,North East,4 Neither,2015-Q2,84,0.1,0
Domestic Violence,North East,4 Neither,2015-Q3,76,0.4,0
Domestic Violence,North East,4 Neither,2015-Q4,63,0.1,0
Domestic Violence,North East,4 Neither,2016-Q1,66,0.4,0
Domestic Violence,North East,4 Neither,2016-Q2,77,0.6,0
Domestic Violence,North East,4 Neither,2016-Q3,97,0.3,0
Domestic Violence,North East,4 Neither,2016-Q4,77,0.9,0
Domestic Violence,North East,4 Neither,2017-Q1,97,1,0
Domestic Violence,North East,4 Neither,2017-Q2,126,0.4,0
Domestic Violence,North East,4 Neither,2017-Q3,131,0.4,0
Domestic Violence,North East,4 Neither,2017-Q4,155,0.3,0
Domestic Violence,North East,4 Neither,2018-Q1,106,0.6,0
Domestic Violence,North East,4 Neither,2018-Q2,130,0.4,0
Domestic Violence,North East,4 Neither,2018-Q3,182,0.3,0
Domestic Violence,North East,4 Neither,2018-Q4,154,0.3,0
Domestic Violence,North East,4 Neither,2019-Q1,204,0.1,0
Domestic Violence,North East,4 Neither,2019-Q2,200,0.3,0
Domestic Violence,North East,4 Neither,2019-Q3,225,0.4,0
Domestic Violence,North East,4 Neither,2019-Q4,228,0.4,0
Domestic Violence,North East,4 Neither,2020-Q1,210,0.6,0
Domestic Violence,North East,4 Neither,2020-Q2,167,0.4,0
Domestic Violence,North East,4 Neither,2020-Q3,174,0.3,0
Domestic Violence,North East,4 Neither,2020-Q4,153,0.4,0
Domestic Violence,North East,4 Neither,2021-Q1,162,0.4,0
Domestic Violence,North East,4 Neither,2021-Q2,153,0.4,0
Domestic Violence,North East,4 Neither,2021-Q3,161,0.4,0
Domestic Violence,North East,4 Neither,2021-Q4,184,0.3,0
Domestic Violence,North East,4 Neither,2022-Q1,190,0.6,0
Domestic Violence,North East,4 Neither,2022-Q2,221,0.4,0
Domestic Violence,North East,4 Neither,2022-Q3,193,0.7,0
Domestic Violence,North East,4 Neither,2022-Q4,230,1,0
Domestic Violence,North East,4 Neither,2023-Q1,216,0.6,0
Domestic Violence,North East,4 Neither,2023-Q2,203,0.4,0
Domestic Violence,North East,4 Neither,2023-Q3,213,0.7,0
Domestic Violence,North East,4 Neither,2023-Q4,194,0.4,0.1
Domestic Violence,North East,4 Neither,2024-Q1,186,0.7,0.1
Domestic Violence,North East,4 Neither,2024-Q2,203,2.1,0
Domestic Violence,North East,4 Neither,2024-Q3,208,0.4,0
Domestic Violence,North East,4 Neither,2024-Q4,192,0.4,0.1
Domestic Violence,North East,4 Neither,2025-Q1,225,0.6,0.1
Domestic Violence,North East,4 Neither,2025-Q2,223,0.6,0.1
Domestic Violence,North East,4 Neither,2025-Q3,284,0.6,0.1
Domestic Violence,North East,4 Neither,2025-Q4,232,0.6,0.1
Domestic Violence,North East,All types,2011-Q1,829,0.1,0
Domestic Violence,North East,All types,2011-Q2,790,0.3,0
Domestic Violence,North East,All types,2011-Q3,849,0.3,0
Domestic Violence,North East,All types,2011-Q4,672,0.3,0
Domestic Violence,North East,All types,2012-Q1,757,0.3,0
Domestic Violence,North East,All types,2012-Q2,719,0.1,0
Domestic Violence,North East,All types,2012-Q3,747,0.3,0
Domestic Violence,North East,All types,2012-Q4,733,0.3,0
Domestic Violence,North East,All types,2013-Q1,708,0.4,0
Domestic Violence,North East,All types,2013-Q2,752,0.3,0
Domestic Violence,North East,All types,2013-Q3,842,0.1,0
Domestic Violence,North East,All types,2013-Q4,766,0.1,0
Domestic Violence,North East,All types,2014-Q1,663,0.1,0
Domestic Violence,North East,All types,2014-Q2,753,0.1,0
Domestic Violence,North East,All types,2014-Q3,766,0.3,0
Domestic Violence,North East,All types,2014-Q4,592,0.3,0
Domestic Violence,North East,All types,2015-Q1,582,0.1,0
Domestic Violence,North East,All types,2015-Q2,618,0.1,0
Domestic Violence,North East,All types,2015-Q3,636,0.1,0
Domestic Violence,North East,All types,2015-Q4,635,0,0
Domestic Violence,North East,All types,2016-Q1,632,0.1,0
Domestic Violence,North East,All types,2016-Q2,678,0.1,0
Domestic Violence,North East,All types,2016-Q3,728,0.1,0
Domestic Violence,North East,All types,2016-Q4,625,0.3,0
Domestic Violence,North East,All types,2017-Q1,728,0.3,0
Domestic Violence,North East,All types,2017-Q2,803,0.3,0
Domestic Violence,North East,All types,2017-Q3,862,0.1,0
Domestic Violence,North East,All types,2017-Q4,740,0.1,0
Domestic Violence,North East,All types,2018-Q1,621,0.1,0
Domestic Violence,North East,All types,2018-Q2,740,0.3,0
Domestic Violence,North East,All types,2018-Q3,811,0.1,0
Domestic Violence,North East,All types,2018-Q4,776,0.1,0
Domestic Violence,North East,All types,2019-Q1,852,0.7,0
Domestic Violence,North East,All types,2019-Q2,896,0.3,0
Domestic Violence,North East,All types,2019-Q3,930,0.1,0
Domestic Violence,North East,All types,2019-Q4,855,0.3,0
Domestic Violence,North East,All types,2020-Q1,829,0.3,0
Domestic Violence,North East,All types,2020-Q2,894,0.1,0
Domestic Violence,North East,All types,2020-Q3,1000,0.4,0
Domestic Violence,North East,All types,2020-Q4,885,0.1,0
Domestic Violence,North East,All types,2021-Q1,830,0.3,0
Domestic Violence,North East,All types,2021-Q2,852,0.3,0
Domestic Violence,North East,All types,2021-Q3,877,0.3,0
Domestic Violence,North East,All types,2021-Q4,876,0.3,0
Domestic Violence,North East,All types,2022-Q1,919,0.3,0
Domestic Violence,North East,All types,2022-Q2,950,0.4,0
Domestic Violence,North East,All types,2022-Q3,956,0.3,0
Domestic Violence,North East,All types,2022-Q4,907,0.9,0
Domestic Violence,North East,All types,2023-Q1,961,0.4,0
Domestic Violence,North East,All types,2023-Q2,924,0.9,0
Domestic Violence,North East,All types,2023-Q3,1016,0.4,0
Domestic Violence,North East,All types,2023-Q4,910,0.3,0
Domestic Violence,North East,All types,2024-Q1,990,0.4,0
Domestic Violence,North East,All types,2024-Q2,972,0.7,0
Domestic Violence,North East,All types,2024-Q3,944,0.4,0
Domestic Violence,North East,All types,2024-Q4,892,0.4,0
Domestic Violence,North East,All types,2025-Q1,920,0.4,0
Domestic Violence,North East,All types,2025-Q2,946,0.6,0
Domestic Violence,North East,All types,2025-Q3,1026,0.6,0.1
Domestic Violence,North East,All types,2025-Q4,859,0.6,0.1
Domestic Violence,North West,1 Both,2011-Q1,71,0.3,0
Domestic Violence,North West,1 Both,2011-Q2,79,0.3,0
Domestic Violence,North West,1 Both,2011-Q3,71,0.3,0
Domestic Violence,North West,1 Both,2011-Q4,70,0.4,0
Domestic Violence,North West,1 Both,2012-Q1,60,0.6,0
Domestic Violence,North West,1 Both,2012-Q2,79,1,0
Domestic Violence,North West,1 Both,2012-Q3,66,1.6,0
Domestic Violence,North West,1 Both,2012-Q4,71,1,0
Domestic Violence,North West,1 Both,2013-Q1,61,0.1,0
Domestic Violence,North West,1 Both,2013-Q2,40,0.9,0
Domestic Violence,North West,1 Both,2013-Q3,47,0.3,0
Domestic Violence,North West,1 Both,2013-Q4,43,0.4,0
Domestic Violence,North West,1 Both,2014-Q1,42,0.1,0
Domestic Violence,North West,1 Both,2014-Q2,29,0.1,0
Domestic Violence,North West,1 Both,2014-Q3,43,0.4,0
Domestic Violence,North West,1 Both,2014-Q4,36,0.1,0
Domestic Violence,North West,1 Both,2015-Q1,40,1.7,0
Domestic Violence,North West,1 Both,2015-Q2,30,2.1,0
Domestic Violence,North West,1 Both,2015-Q3,53,1,0
Domestic Violence,North West,1 Both,2015-Q4,39,0.1,0
Domestic Violence,North West,1 Both,2016-Q1,35,0.1,0
Domestic Violence,North West,1 Both,2016-Q2,40,0.4,0
Domestic Violence,North West,1 Both,2016-Q3,32,0.1,0
Domestic Violence,North West,1 Both,2016-Q4,29,0.1,0
Domestic Violence,North West,1 Both,2017-Q1,35,0.3,0
Domestic Violence,North West,1 Both,2017-Q2,46,0.1,0
Domestic Violence,North West,1 Both,2017-Q3,43,0.1,0
Domestic Violence,North West,1 Both,2017-Q4,40,0.6,0
Domestic Violence,North West,1 Both,2018-Q1,40,0.1,0
Domestic Violence,North West,1 Both,2018-Q2,33,0.1,0
Domestic Violence,North West,1 Both,2018-Q3,47,0.6,0
Domestic Violence,North West,1 Both,2018-Q4,48,0.4,0
Domestic Violence,North West,1 Both,2019-Q1,41,0.3,0
Domestic Violence,North West,1 Both,2019-Q2,40,0.1,0
Domestic Violence,North West,1 Both,2019-Q3,50,0.7,0
Domestic Violence,North West,1 Both,2019-Q4,45,0.7,0
Domestic Violence,North West,1 Both,2020-Q1,64,0.3,0
Domestic Violence,North West,1 Both,2020-Q2,72,0.1,0
Domestic Violence,North West,1 Both,2020-Q3,83,0.4,0
Domestic Violence,North West,1 Both,2020-Q4,83,0.1,0
Domestic Violence,North West,1 Both,2021-Q1,83,0.6,0
Domestic Violence,North West,1 Both,2021-Q2,82,0.4,0
Domestic Violence,North West,1 Both,2021-Q3,86,0.4,0
Domestic Violence,North West,1 Both,2021-Q4,74,0.3,0
Domestic Violence,North West,1 Both,2022-Q1,60,0.4,0
Domestic Violence,North West,1 Both,2022-Q2,81,0.4,0
Domestic Violence,North West,1 Both,2022-Q3,89,0.3,0
Domestic Violence,North West,1 Both,2022-Q4,82,0.4,0
Domestic Violence,North West,1 Both,2023-Q1,86,0.6,0.1
Domestic Violence,North West,1 Both,2023-Q2,78,1,0.6
Domestic Violence,North West,1 Both,2023-Q3,74,0.7,0.1
Domestic Violence,North West,1 Both,2023-Q4,74,0.6,0.1
Domestic Violence,North West,1 Both,2024-Q1,74,0.6,0.3
Domestic Violence,North West,1 Both,2024-Q2,71,1,0.1
Domestic Violence,North West,1 Both,2024-Q3,68,0.7,0.1
Domestic Violence,North West,1 Both,2024-Q4,70,1,0.4
Domestic Violence,North West,1 Both,2025-Q1,84,0.9,0.2
Domestic Violence,North West,1 Both,2025-Q2,68,1.6,0.9
Domestic Violence,North West,1 Both,2025-Q3,76,1.7,0.9
Domestic Violence,North West,1 Both,2025-Q4,69,1.4,0.6
Domestic Violence,North West,2 Applicant Only,2011-Q1,270,0.3,0
Domestic Violence,North West,2 Applicant Only,2011-Q2,315,0.4,0
Domestic Violence,North West,2 Applicant Only,2011-Q3,352,0.3,0
Domestic Violence,North West,2 Applicant Only,2011-Q4,292,0.6,0
Domestic Violence,North West,2 Applicant Only,2012-Q1,320,0.4,0
Domestic Violence,North West,2 Applicant Only,2012-Q2,376,0.3,0
Domestic Violence,North West,2 Applicant Only,2012-Q3,412,1,0
Domestic Violence,North West,2 Applicant Only,2012-Q4,362,0.6,0
Domestic Violence,North West,2 Applicant Only,2013-Q1,384,0.1,0
Domestic Violence,North West,2 Applicant Only,2013-Q2,445,0.1,0
Domestic Violence,North West,2 Applicant Only,2013-Q3,525,0.3,0
Domestic Violence,North West,2 Applicant Only,2013-Q4,483,0.1,0
Domestic Violence,North West,2 Applicant Only,2014-Q1,482,0.3,0
Domestic Violence,North West,2 Applicant Only,2014-Q2,437,0.1,0
Domestic Violence,North West,2 Applicant Only,2014-Q3,414,0.3,0
Domestic Violence,North West,2 Applicant Only,2014-Q4,358,0.1,0
