YEAR,Qtr,Type,Count_type,Public_private,Disposal_type,Order_type,Order_type_code,Sex,age_band,Applicants_in_case,Respondents_in_case,HC_INDICATOR,Count
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,4+,No,1
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,3
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,10
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,35
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,2
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,4
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,910
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,9
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,106
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,422
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2449
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,1
2021,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,2
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,18
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,No,221
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,2
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Central London DFJ,45
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Central London DFJ,10
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,No,80
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Central London DFJ,18
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,No,20
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,No,428
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,4
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,6
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,No,26
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Central London DFJ,9
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,No,4
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,No,11213
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,1
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Central London DFJ,2
2021,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,No,299
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,3
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,4
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,2
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,7
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,3
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,628
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,83
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,32
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,1
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,732
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,256
2021,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2497
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Central London DFJ,3
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Central London DFJ,10
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,No,13
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Central London DFJ,3
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,No,5
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,No,87
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,No,481
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,No,257
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,No,11943
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,2
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,No,24
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,2
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Central London DFJ,2
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,14
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Not Central London DFJ,1
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,22
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Central London DFJ,44
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,4
2022,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,No,310
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,5
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,2
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,26
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,5
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,656
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2478
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,286
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,714
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,85
2022,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,1
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,No,307
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,1
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,No,88
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Central London DFJ,14
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,No,11
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Central London DFJ,2
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Central London DFJ,1
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,No,2
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,No,17
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,No,220
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,No,459
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,No,11805
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,2
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,6
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,10
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Central London DFJ,2
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Central London DFJ,38
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Not Central London DFJ,5
2022,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,26
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,4+,No,1
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,2
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,2
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,266
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,3
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,2
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,1
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,89
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,676
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2412
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,8
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,1
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,37
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,1
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,653
2022,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,4
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,24
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,No,519
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Central London DFJ,1
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,No,10
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,No,286
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,No,94
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,No,17
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Central London DFJ,5
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Central London DFJ,3
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,No,6
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,No,256
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Not Central London DFJ,3
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,2
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,No,12397
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,2
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Central London DFJ,27
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,2
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,Central London DFJ,1
2022,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,Central London DFJ,4
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2378
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,5
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,22
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,2
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,717
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,3
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,3
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,298
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,679
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,1
2022,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,4
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Central London DFJ,7
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,No,2
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Central London DFJ,4
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,No,8
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,18
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,No,388
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Central London DFJ,17
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,No,81
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,No,271
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,No,15
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,Not Central London DFJ,2
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,No,236
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,1
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,No,11172
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,Not Central London DFJ,6
2022,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,Central London DFJ,35
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,276
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,8
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,12
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Central London DFJ,1
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,622
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2422
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,4
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,4
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,662
2022,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,3
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12124
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,463
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,95
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,17
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,309
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,218
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,20
2023,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,2
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,4
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2439
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,7
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,1
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,584
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,597
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,11
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,232
2023,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,1
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,11452
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,446
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,88
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,18
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,263
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,220
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,23
2023,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,5
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,249
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2409
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,586
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,1
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,3
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,578
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,4
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,7
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,7
2023,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,1
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,11891
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,413
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,94
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,10
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,266
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,249
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,16
2023,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,577
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,8
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,3
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Central London DFJ,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,586
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,8
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2509
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,3
2023,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,239
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,11149
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,439
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,72
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,11
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,237
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,213
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,21
2023,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,5
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,579
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,3
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,5
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,3
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,246
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,541
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2501
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,7
2023,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,8
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12339
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,490
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,106
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,17
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,305
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,233
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,20
2024,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,6
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,6
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,2
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,3
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2620
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,2
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,569
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,3
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,637
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,11
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,3
2024,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,223
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,11458
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,425
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,80
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,21
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,285
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,229
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,16
2024,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,10
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,1
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,3
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,1
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,201
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Central London DFJ,1
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,522
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,599
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,8
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,1
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2487
2024,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12007
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,464
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,83
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,12
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,283
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,251
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,12
2024,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,5
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,5
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,2
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,200
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,3
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2638
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,4
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,642
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,13
2024,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,566
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,11417
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,415
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,65
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,15
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,255
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,197
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,7
2024,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,2
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,6
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,1
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,625
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,537
