case_type,year,quarter,category,party,gender,representation,count
Domestic Violence,2013,1,Party,Respondent,Unknown,Y,1
Domestic Violence,2013,2,Cases, , , ,4708
Domestic Violence,2013,2,Cases with a hearing, , , ,2766
Domestic Violence,2013,2,Party,Applicant,Female,N,435
Domestic Violence,2013,2,Party,Applicant,Female,Y,2040
Domestic Violence,2013,2,Party,Applicant,Male,N,115
Domestic Violence,2013,2,Party,Applicant,Male,Y,176
Domestic Violence,2013,2,Party,Applicant,Unknown,N,5
Domestic Violence,2013,2,Party,Applicant,Unknown,Y,9
Domestic Violence,2013,2,Party,Respondent,Female,N,266
Domestic Violence,2013,2,Party,Respondent,Female,Y,76
Domestic Violence,2013,2,Party,Respondent,Male,N,2178
Domestic Violence,2013,2,Party,Respondent,Male,Y,341
Domestic Violence,2013,2,Party,Respondent,Unknown,N,8
Domestic Violence,2013,2,Party,Respondent,Unknown,Y,5
Domestic Violence,2013,3,Cases, , , ,5379
Domestic Violence,2013,3,Cases with a hearing, , , ,3136
Domestic Violence,2013,3,Party,Applicant,Female,N,526
Domestic Violence,2013,3,Party,Applicant,Female,Y,2310
Domestic Violence,2013,3,Party,Applicant,Male,N,102
Domestic Violence,2013,3,Party,Applicant,Male,Y,201
Domestic Violence,2013,3,Party,Applicant,Unknown,N,10
Domestic Violence,2013,3,Party,Applicant,Unknown,Y,4
Domestic Violence,2013,3,Party,Respondent,Female,N,304
Domestic Violence,2013,3,Party,Respondent,Female,Y,84
Domestic Violence,2013,3,Party,Respondent,Male,N,2472
Domestic Violence,2013,3,Party,Respondent,Male,Y,366
Domestic Violence,2013,3,Party,Respondent,Unknown,N,11
Domestic Violence,2013,3,Party,Respondent,Unknown,Y,3
Domestic Violence,2013,4,Cases, , , ,5061
Domestic Violence,2013,4,Cases with a hearing, , , ,2990
Domestic Violence,2013,4,Party,Applicant,Female,N,486
Domestic Violence,2013,4,Party,Applicant,Female,Y,2197
Domestic Violence,2013,4,Party,Applicant,Male,N,111
Domestic Violence,2013,4,Party,Applicant,Male,Y,199
Domestic Violence,2013,4,Party,Applicant,Unknown,N,9
Domestic Violence,2013,4,Party,Applicant,Unknown,Y,7
Domestic Violence,2013,4,Party,Respondent,Female,N,304
Domestic Violence,2013,4,Party,Respondent,Female,Y,65
Domestic Violence,2013,4,Party,Respondent,Male,N,2356
Domestic Violence,2013,4,Party,Respondent,Male,Y,357
Domestic Violence,2013,4,Party,Respondent,Unknown,N,7
Domestic Violence,2013,4,Party,Respondent,Unknown,Y,1
Domestic Violence,2014,1,Cases, , , ,5024
Domestic Violence,2014,1,Cases with a hearing, , , ,2986
Domestic Violence,2014,1,Party,Applicant,Female,N,513
Domestic Violence,2014,1,Party,Applicant,Female,Y,2166
Domestic Violence,2014,1,Party,Applicant,Male,N,113
Domestic Violence,2014,1,Party,Applicant,Male,Y,191
Domestic Violence,2014,1,Party,Applicant,Unknown,N,4
Domestic Violence,2014,1,Party,Applicant,Unknown,Y,10
Domestic Violence,2014,1,Party,Respondent,Female,N,278
Domestic Violence,2014,1,Party,Respondent,Female,Y,86
Domestic Violence,2014,1,Party,Respondent,Male,N,2312
Domestic Violence,2014,1,Party,Respondent,Male,Y,391
Domestic Violence,2014,1,Party,Respondent,Unknown,N,13
Domestic Violence,2014,1,Party,Respondent,Unknown,Y,4
Domestic Violence,2014,2,Cases, , , ,5097
Domestic Violence,2014,2,Cases with a hearing, , , ,3044
Domestic Violence,2014,2,Party,Applicant,Female,N,585
Domestic Violence,2014,2,Party,Applicant,Female,Y,2115
Domestic Violence,2014,2,Party,Applicant,Male,N,149
Domestic Violence,2014,2,Party,Applicant,Male,Y,201
Domestic Violence,2014,2,Party,Applicant,Unknown,N,6
Domestic Violence,2014,2,Party,Applicant,Unknown,Y,10
Domestic Violence,2014,2,Party,Respondent,Female,N,336
Domestic Violence,2014,2,Party,Respondent,Female,Y,72
Domestic Violence,2014,2,Party,Respondent,Male,N,2372
Domestic Violence,2014,2,Party,Respondent,Male,Y,352
Domestic Violence,2014,2,Party,Respondent,Unknown,N,24
Domestic Violence,2014,3,Cases, , , ,5295
Domestic Violence,2014,3,Cases with a hearing, , , ,3287
Domestic Violence,2014,3,Party,Applicant,Female,N,656
Domestic Violence,2014,3,Party,Applicant,Female,Y,2293
Domestic Violence,2014,3,Party,Applicant,Male,N,148
Domestic Violence,2014,3,Party,Applicant,Male,Y,184
Domestic Violence,2014,3,Party,Applicant,Unknown,N,8
Domestic Violence,2014,3,Party,Applicant,Unknown,Y,17
Domestic Violence,2014,3,Party,Respondent,Female,N,356
Domestic Violence,2014,3,Party,Respondent,Female,Y,80
Domestic Violence,2014,3,Party,Respondent,Male,N,2580
Domestic Violence,2014,3,Party,Respondent,Male,Y,385
Domestic Violence,2014,3,Party,Respondent,Unknown,N,19
Domestic Violence,2014,3,Party,Respondent,Unknown,Y,5
Domestic Violence,2014,4,Cases, , , ,4843
Domestic Violence,2014,4,Cases with a hearing, , , ,3138
Domestic Violence,2014,4,Party,Applicant,Female,N,634
Domestic Violence,2014,4,Party,Applicant,Female,Y,2149
Domestic Violence,2014,4,Party,Applicant,Male,N,147
Domestic Violence,2014,4,Party,Applicant,Male,Y,192
Domestic Violence,2014,4,Party,Applicant,Unknown,N,7
Domestic Violence,2014,4,Party,Applicant,Unknown,Y,23
Domestic Violence,2014,4,Party,Respondent,Female,N,325
Domestic Violence,2014,4,Party,Respondent,Female,Y,80
Domestic Violence,2014,4,Party,Respondent,Male,N,2421
Domestic Violence,2014,4,Party,Respondent,Male,Y,374
Domestic Violence,2014,4,Party,Respondent,Unknown,N,23
Domestic Violence,2014,4,Party,Respondent,Unknown,Y,3
Domestic Violence,2015,1,Cases, , , ,4755
Domestic Violence,2015,1,Cases with a hearing, , , ,3082
Domestic Violence,2015,1,Party,Applicant,Female,N,586
Domestic Violence,2015,1,Party,Applicant,Female,Y,2149
Domestic Violence,2015,1,Party,Applicant,Male,N,144
Domestic Violence,2015,1,Party,Applicant,Male,Y,179
Domestic Violence,2015,1,Party,Applicant,Unknown,N,19
Domestic Violence,2015,1,Party,Applicant,Unknown,Y,28
Domestic Violence,2015,1,Party,Respondent,Female,N,325
Domestic Violence,2015,1,Party,Respondent,Female,Y,72
Domestic Violence,2015,1,Party,Respondent,Male,N,2389
Domestic Violence,2015,1,Party,Respondent,Male,Y,391
Domestic Violence,2015,1,Party,Respondent,Unknown,N,30
Domestic Violence,2015,1,Party,Respondent,Unknown,Y,4
Domestic Violence,2015,2,Cases, , , ,4827
Domestic Violence,2015,2,Cases with a hearing, , , ,3195
Domestic Violence,2015,2,Party,Applicant,Female,N,660
Domestic Violence,2015,2,Party,Applicant,Female,Y,2203
Domestic Violence,2015,2,Party,Applicant,Male,N,144
Domestic Violence,2015,2,Party,Applicant,Male,Y,190
Domestic Violence,2015,2,Party,Applicant,Unknown,N,8
Domestic Violence,2015,2,Party,Applicant,Unknown,Y,14
Domestic Violence,2015,2,Party,Respondent,Female,N,340
Domestic Violence,2015,2,Party,Respondent,Female,Y,66
Domestic Violence,2015,2,Party,Respondent,Male,N,2516
Domestic Violence,2015,2,Party,Respondent,Male,Y,339
Domestic Violence,2015,2,Party,Respondent,Unknown,N,17
Domestic Violence,2015,2,Party,Respondent,Unknown,Y,3
Domestic Violence,2015,3,Cases, , , ,5029
Domestic Violence,2015,3,Cases with a hearing, , , ,3464
Domestic Violence,2015,3,Party,Applicant,Female,N,686
Domestic Violence,2015,3,Party,Applicant,Female,Y,2354
Domestic Violence,2015,3,Party,Applicant,Male,N,191
Domestic Violence,2015,3,Party,Applicant,Male,Y,226
Domestic Violence,2015,3,Party,Applicant,Unknown,N,11
Domestic Violence,2015,3,Party,Applicant,Unknown,Y,16
Domestic Violence,2015,3,Party,Respondent,Female,N,421
Domestic Violence,2015,3,Party,Respondent,Female,Y,76
Domestic Violence,2015,3,Party,Respondent,Male,N,2729
Domestic Violence,2015,3,Party,Respondent,Male,Y,361
Domestic Violence,2015,3,Party,Respondent,Unknown,N,34
Domestic Violence,2015,3,Party,Respondent,Unknown,Y,8
Domestic Violence,2015,4,Cases, , , ,4865
Domestic Violence,2015,4,Cases with a hearing, , , ,3459
Domestic Violence,2015,4,Party,Applicant,Female,N,690
Domestic Violence,2015,4,Party,Applicant,Female,Y,2371
Domestic Violence,2015,4,Party,Applicant,Male,N,169
Domestic Violence,2015,4,Party,Applicant,Male,Y,206
Domestic Violence,2015,4,Party,Applicant,Unknown,N,14
Domestic Violence,2015,4,Party,Applicant,Unknown,Y,26
Domestic Violence,2015,4,Party,Respondent,Female,N,347
Domestic Violence,2015,4,Party,Respondent,Female,Y,92
Domestic Violence,2015,4,Party,Respondent,Male,N,2725
Domestic Violence,2015,4,Party,Respondent,Male,Y,364
Domestic Violence,2015,4,Party,Respondent,Unknown,N,37
Domestic Violence,2015,4,Party,Respondent,Unknown,Y,4
Domestic Violence,2016,1,Cases, , , ,4799
Domestic Violence,2016,1,Cases with a hearing, , , ,3448
Domestic Violence,2016,1,Party,Applicant,Female,N,678
Domestic Violence,2016,1,Party,Applicant,Female,Y,2342
Domestic Violence,2016,1,Party,Applicant,Male,N,164
Domestic Violence,2016,1,Party,Applicant,Male,Y,212
Domestic Violence,2016,1,Party,Applicant,Unknown,N,19
Domestic Violence,2016,1,Party,Applicant,Unknown,Y,47
Domestic Violence,2016,1,Party,Respondent,Female,N,374
Domestic Violence,2016,1,Party,Respondent,Female,Y,95
Domestic Violence,2016,1,Party,Respondent,Male,N,2660
Domestic Violence,2016,1,Party,Respondent,Male,Y,381
Domestic Violence,2016,1,Party,Respondent,Unknown,N,69
Domestic Violence,2016,1,Party,Respondent,Unknown,Y,11
Domestic Violence,2016,2,Cases, , , ,5142
Domestic Violence,2016,2,Cases with a hearing, , , ,3671
Domestic Violence,2016,2,Party,Applicant,Female,N,757
Domestic Violence,2016,2,Party,Applicant,Female,Y,2484
Domestic Violence,2016,2,Party,Applicant,Male,N,176
Domestic Violence,2016,2,Party,Applicant,Male,Y,226
Domestic Violence,2016,2,Party,Applicant,Unknown,N,19
Domestic Violence,2016,2,Party,Applicant,Unknown,Y,26
Domestic Violence,2016,2,Party,Respondent,Female,N,416
Domestic Violence,2016,2,Party,Respondent,Female,Y,84
Domestic Violence,2016,2,Party,Respondent,Male,N,2874
Domestic Violence,2016,2,Party,Respondent,Male,Y,391
Domestic Violence,2016,2,Party,Respondent,Unknown,N,45
Domestic Violence,2016,2,Party,Respondent,Unknown,Y,6
Domestic Violence,2016,3,Cases, , , ,5153
Domestic Violence,2016,3,Cases with a hearing, , , ,3686
Domestic Violence,2016,3,Party,Applicant,Female,N,832
Domestic Violence,2016,3,Party,Applicant,Female,Y,2409
Domestic Violence,2016,3,Party,Applicant,Male,N,204
Domestic Violence,2016,3,Party,Applicant,Male,Y,207
Domestic Violence,2016,3,Party,Applicant,Unknown,N,23
Domestic Violence,2016,3,Party,Applicant,Unknown,Y,35
Domestic Violence,2016,3,Party,Respondent,Female,N,441
Domestic Violence,2016,3,Party,Respondent,Female,Y,92
Domestic Violence,2016,3,Party,Respondent,Male,N,2885
Domestic Violence,2016,3,Party,Respondent,Male,Y,371
Domestic Violence,2016,3,Party,Respondent,Unknown,N,39
Domestic Violence,2016,3,Party,Respondent,Unknown,Y,16
Domestic Violence,2016,4,Cases, , , ,4936
Domestic Violence,2016,4,Cases with a hearing, , , ,3580
Domestic Violence,2016,4,Party,Applicant,Female,N,777
Domestic Violence,2016,4,Party,Applicant,Female,Y,2393
Domestic Violence,2016,4,Party,Applicant,Male,N,182
Domestic Violence,2016,4,Party,Applicant,Male,Y,202
Domestic Violence,2016,4,Party,Applicant,Unknown,N,17
Domestic Violence,2016,4,Party,Applicant,Unknown,Y,27
Domestic Violence,2016,4,Party,Respondent,Female,N,383
Domestic Violence,2016,4,Party,Respondent,Female,Y,64
Domestic Violence,2016,4,Party,Respondent,Male,N,2800
Domestic Violence,2016,4,Party,Respondent,Male,Y,368
Domestic Violence,2016,4,Party,Respondent,Unknown,N,30
Domestic Violence,2016,4,Party,Respondent,Unknown,Y,10
Domestic Violence,2017,1,Cases, , , ,5183
Domestic Violence,2017,1,Cases with a hearing, , , ,3943
Domestic Violence,2017,1,Party,Applicant,Female,N,882
Domestic Violence,2017,1,Party,Applicant,Female,Y,2610
Domestic Violence,2017,1,Party,Applicant,Male,N,210
Domestic Violence,2017,1,Party,Applicant,Male,Y,226
Domestic Violence,2017,1,Party,Applicant,Unknown,N,15
Domestic Violence,2017,1,Party,Applicant,Unknown,Y,17
Domestic Violence,2017,1,Party,Respondent,Female,N,402
Domestic Violence,2017,1,Party,Respondent,Female,Y,101
Domestic Violence,2017,1,Party,Respondent,Male,N,3137
Domestic Violence,2017,1,Party,Respondent,Male,Y,374
Domestic Violence,2017,1,Party,Respondent,Unknown,N,25
Domestic Violence,2017,1,Party,Respondent,Unknown,Y,7
Domestic Violence,2017,2,Cases, , , ,5198
Domestic Violence,2017,2,Cases with a hearing, , , ,3882
Domestic Violence,2017,2,Party,Applicant,Female,N,815
Domestic Violence,2017,2,Party,Applicant,Female,Y,2639
Domestic Violence,2017,2,Party,Applicant,Male,N,195
Domestic Violence,2017,2,Party,Applicant,Male,Y,214
Domestic Violence,2017,2,Party,Applicant,Unknown,N,18
Domestic Violence,2017,2,Party,Applicant,Unknown,Y,18
Domestic Violence,2017,2,Party,Respondent,Female,N,415
Domestic Violence,2017,2,Party,Respondent,Female,Y,67
Domestic Violence,2017,2,Party,Respondent,Male,N,3043
Domestic Violence,2017,2,Party,Respondent,Male,Y,400
Domestic Violence,2017,2,Party,Respondent,Unknown,N,39
Domestic Violence,2017,2,Party,Respondent,Unknown,Y,4
Domestic Violence,2017,3,Cases, , , ,5661
Domestic Violence,2017,3,Cases with a hearing, , , ,4355
Domestic Violence,2017,3,Party,Applicant,Female,N,1028
Domestic Violence,2017,3,Party,Applicant,Female,Y,2785
Domestic Violence,2017,3,Party,Applicant,Male,N,238
Domestic Violence,2017,3,Party,Applicant,Male,Y,261
Domestic Violence,2017,3,Party,Applicant,Unknown,N,29
Domestic Violence,2017,3,Party,Applicant,Unknown,Y,26
Domestic Violence,2017,3,Party,Respondent,Female,N,516
Domestic Violence,2017,3,Party,Respondent,Female,Y,106
Domestic Violence,2017,3,Party,Respondent,Male,N,3374
Domestic Violence,2017,3,Party,Respondent,Male,Y,427
Domestic Violence,2017,3,Party,Respondent,Unknown,N,62
Domestic Violence,2017,3,Party,Respondent,Unknown,Y,12
Domestic Violence,2017,4,Cases, , , ,5140
Domestic Violence,2017,4,Cases with a hearing, , , ,3978
Domestic Violence,2017,4,Party,Applicant,Female,N,1004
Domestic Violence,2017,4,Party,Applicant,Female,Y,2527
Domestic Violence,2017,4,Party,Applicant,Male,N,218
Domestic Violence,2017,4,Party,Applicant,Male,Y,210
Domestic Violence,2017,4,Party,Applicant,Unknown,N,22
Domestic Violence,2017,4,Party,Applicant,Unknown,Y,16
Domestic Violence,2017,4,Party,Respondent,Female,N,456
Domestic Violence,2017,4,Party,Respondent,Female,Y,77
Domestic Violence,2017,4,Party,Respondent,Male,N,3112
Domestic Violence,2017,4,Party,Respondent,Male,Y,395
Domestic Violence,2017,4,Party,Respondent,Unknown,N,27
Domestic Violence,2017,4,Party,Respondent,Unknown,Y,5
Domestic Violence,2018,1,Cases, , , ,5296
Domestic Violence,2018,1,Cases with a hearing, , , ,4127
Domestic Violence,2018,1,Party,Applicant,Female,N,1068
Domestic Violence,2018,1,Party,Applicant,Female,Y,2593
Domestic Violence,2018,1,Party,Applicant,Male,N,236
Domestic Violence,2018,1,Party,Applicant,Male,Y,237
Domestic Violence,2018,1,Party,Applicant,Unknown,N,5
Domestic Violence,2018,1,Party,Applicant,Unknown,Y,7
Domestic Violence,2018,1,Party,Respondent,Female,N,462
Domestic Violence,2018,1,Party,Respondent,Female,Y,82
Domestic Violence,2018,1,Party,Respondent,Male,N,3239
Domestic Violence,2018,1,Party,Respondent,Male,Y,390
Domestic Violence,2018,1,Party,Respondent,Unknown,N,10
Domestic Violence,2018,1,Party,Respondent,Unknown,Y,1
Domestic Violence,2018,2,Cases, , , ,5213
Domestic Violence,2018,2,Cases with a hearing, , , ,4092
Domestic Violence,2018,2,Party,Applicant,Female,N,1122
Domestic Violence,2018,2,Party,Applicant,Female,Y,2511
Domestic Violence,2018,2,Party,Applicant,Male,N,233
Domestic Violence,2018,2,Party,Applicant,Male,Y,245
Domestic Violence,2018,2,Party,Applicant,Unknown,N,5
Domestic Violence,2018,2,Party,Applicant,Unknown,Y,7
Domestic Violence,2018,2,Party,Respondent,Female,N,450
Domestic Violence,2018,2,Party,Respondent,Female,Y,86
Domestic Violence,2018,2,Party,Respondent,Male,N,3204
Domestic Violence,2018,2,Party,Respondent,Male,Y,383
Domestic Violence,2018,2,Party,Respondent,Unknown,N,17
Domestic Violence,2018,2,Party,Respondent,Unknown,Y,2
Domestic Violence,2018,3,Cases, , , ,5423
Domestic Violence,2018,3,Cases with a hearing, , , ,4188
Domestic Violence,2018,3,Party,Applicant,Female,N,1207
Domestic Violence,2018,3,Party,Applicant,Female,Y,2456
Domestic Violence,2018,3,Party,Applicant,Male,N,282
Domestic Violence,2018,3,Party,Applicant,Male,Y,250
Domestic Violence,2018,3,Party,Applicant,Unknown,N,8
Domestic Violence,2018,3,Party,Applicant,Unknown,Y,8
Domestic Violence,2018,3,Party,Respondent,Female,N,456
Domestic Violence,2018,3,Party,Respondent,Female,Y,111
Domestic Violence,2018,3,Party,Respondent,Male,N,3230
Domestic Violence,2018,3,Party,Respondent,Male,Y,418
Domestic Violence,2018,3,Party,Respondent,Unknown,N,13
Domestic Violence,2018,3,Party,Respondent,Unknown,Y,2
Domestic Violence,2018,4,Cases, , , ,5392
Domestic Violence,2018,4,Cases with a hearing, , , ,4166
Domestic Violence,2018,4,Party,Applicant,Female,N,1180
Domestic Violence,2018,4,Party,Applicant,Female,Y,2497
Domestic Violence,2018,4,Party,Applicant,Male,N,250
Domestic Violence,2018,4,Party,Applicant,Male,Y,227
Domestic Violence,2018,4,Party,Applicant,Unknown,N,9
Domestic Violence,2018,4,Party,Applicant,Unknown,Y,14
Domestic Violence,2018,4,Party,Respondent,Female,N,472
Domestic Violence,2018,4,Party,Respondent,Female,Y,75
Domestic Violence,2018,4,Party,Respondent,Male,N,3264
Domestic Violence,2018,4,Party,Respondent,Male,Y,402
Domestic Violence,2018,4,Party,Respondent,Unknown,N,23
Domestic Violence,2018,4,Party,Respondent,Unknown,Y,5
Domestic Violence,2019,1,Cases, , , ,6115
Domestic Violence,2019,1,Cases with a hearing, , , ,4740
Domestic Violence,2019,1,Party,Applicant,Female,N,1285
Domestic Violence,2019,1,Party,Applicant,Female,Y,2893
Domestic Violence,2019,1,Party,Applicant,Male,N,293
Domestic Violence,2019,1,Party,Applicant,Male,Y,261
Domestic Violence,2019,1,Party,Applicant,Unknown,N,5
Domestic Violence,2019,1,Party,Applicant,Unknown,Y,14
Domestic Violence,2019,1,Party,Respondent,Female,N,495
Domestic Violence,2019,1,Party,Respondent,Female,Y,109
Domestic Violence,2019,1,Party,Respondent,Male,N,3714
Domestic Violence,2019,1,Party,Respondent,Male,Y,457
Domestic Violence,2019,1,Party,Respondent,Unknown,N,30
Domestic Violence,2019,1,Party,Respondent,Unknown,Y,6
Domestic Violence,2019,2,Cases, , , ,6057
Domestic Violence,2019,2,Cases with a hearing, , , ,4750
Domestic Violence,2019,2,Party,Applicant,Female,N,1334
Domestic Violence,2019,2,Party,Applicant,Female,Y,2887
Domestic Violence,2019,2,Party,Applicant,Male,N,273
Domestic Violence,2019,2,Party,Applicant,Male,Y,254
Domestic Violence,2019,2,Party,Applicant,Unknown,N,11
Domestic Violence,2019,2,Party,Applicant,Unknown,Y,12
Domestic Violence,2019,2,Party,Respondent,Female,N,492
Domestic Violence,2019,2,Party,Respondent,Female,Y,95
Domestic Violence,2019,2,Party,Respondent,Male,N,3751
Domestic Violence,2019,2,Party,Respondent,Male,Y,442
Domestic Violence,2019,2,Party,Respondent,Unknown,N,27
Domestic Violence,2019,2,Party,Respondent,Unknown,Y,11
Domestic Violence,2019,3,Cases, , , ,6659
Domestic Violence,2019,3,Cases with a hearing, , , ,5228
Domestic Violence,2019,3,Party,Applicant,Female,N,1465
Domestic Violence,2019,3,Party,Applicant,Female,Y,3134
Domestic Violence,2019,3,Party,Applicant,Male,N,371
Domestic Violence,2019,3,Party,Applicant,Male,Y,273
Domestic Violence,2019,3,Party,Applicant,Unknown,N,2
Domestic Violence,2019,3,Party,Applicant,Unknown,Y,9
Domestic Violence,2019,3,Party,Respondent,Female,N,627
Domestic Violence,2019,3,Party,Respondent,Female,Y,111
Domestic Violence,2019,3,Party,Respondent,Male,N,4055
Domestic Violence,2019,3,Party,Respondent,Male,Y,476
Domestic Violence,2019,3,Party,Respondent,Unknown,N,22
Domestic Violence,2019,3,Party,Respondent,Unknown,Y,3
Domestic Violence,2019,4,Cases, , , ,6513
Domestic Violence,2019,4,Cases with a hearing, , , ,5046
Domestic Violence,2019,4,Party,Applicant,Female,N,1413
Domestic Violence,2019,4,Party,Applicant,Female,Y,3032
Domestic Violence,2019,4,Party,Applicant,Male,N,316
Domestic Violence,2019,4,Party,Applicant,Male,Y,275
Domestic Violence,2019,4,Party,Applicant,Unknown,N,8
Domestic Violence,2019,4,Party,Applicant,Unknown,Y,20
Domestic Violence,2019,4,Party,Respondent,Female,N,546
Domestic Violence,2019,4,Party,Respondent,Female,Y,102
Domestic Violence,2019,4,Party,Respondent,Male,N,3972
Domestic Violence,2019,4,Party,Respondent,Male,Y,454
Domestic Violence,2019,4,Party,Respondent,Unknown,N,26
Domestic Violence,2019,4,Party,Respondent,Unknown,Y,3
Domestic Violence,2020,1,Cases, , , ,6834
Domestic Violence,2020,1,Cases with a hearing, , , ,5217
Domestic Violence,2020,1,Party,Applicant,Female,N,1390
Domestic Violence,2020,1,Party,Applicant,Female,Y,3181
Domestic Violence,2020,1,Party,Applicant,Male,N,353
Domestic Violence,2020,1,Party,Applicant,Male,Y,284
Domestic Violence,2020,1,Party,Applicant,Unknown,N,10
Domestic Violence,2020,1,Party,Applicant,Unknown,Y,21
Domestic Violence,2020,1,Party,Respondent,Female,N,568
Domestic Violence,2020,1,Party,Respondent,Female,Y,109
Domestic Violence,2020,1,Party,Respondent,Male,N,4006
Domestic Violence,2020,1,Party,Respondent,Male,Y,553
Domestic Violence,2020,1,Party,Respondent,Unknown,N,38
Domestic Violence,2020,1,Party,Respondent,Unknown,Y,8
Domestic Violence,2020,2,Cases, , , ,7497
Domestic Violence,2020,2,Cases with a hearing, , , ,5610
Domestic Violence,2020,2,Party,Applicant,Female,N,1246
Domestic Violence,2020,2,Party,Applicant,Female,Y,3695
Domestic Violence,2020,2,Party,Applicant,Male,N,292
Domestic Violence,2020,2,Party,Applicant,Male,Y,356
Domestic Violence,2020,2,Party,Applicant,Unknown,N,7
Domestic Violence,2020,2,Party,Applicant,Unknown,Y,27
Domestic Violence,2020,2,Party,Respondent,Female,N,548
Domestic Violence,2020,2,Party,Respondent,Female,Y,126
Domestic Violence,2020,2,Party,Respondent,Male,N,4253
Domestic Violence,2020,2,Party,Respondent,Male,Y,692
Domestic Violence,2020,2,Party,Respondent,Unknown,N,47
Domestic Violence,2020,2,Party,Respondent,Unknown,Y,3
Domestic Violence,2020,3,Cases, , , ,8408
Domestic Violence,2020,3,Cases with a hearing, , , ,6314
Domestic Violence,2020,3,Party,Applicant,Female,N,1429
Domestic Violence,2020,3,Party,Applicant,Female,Y,4102
Domestic Violence,2020,3,Party,Applicant,Male,N,332
Domestic Violence,2020,3,Party,Applicant,Male,Y,423
Domestic Violence,2020,3,Party,Applicant,Unknown,N,16
Domestic Violence,2020,3,Party,Applicant,Unknown,Y,32
Domestic Violence,2020,3,Party,Respondent,Female,N,655
Domestic Violence,2020,3,Party,Respondent,Female,Y,171
Domestic Violence,2020,3,Party,Respondent,Male,N,4711
Domestic Violence,2020,3,Party,Respondent,Male,Y,795
Domestic Violence,2020,3,Party,Respondent,Unknown,N,45
Domestic Violence,2020,3,Party,Respondent,Unknown,Y,10
Domestic Violence,2020,4,Cases, , , ,7907
Domestic Violence,2020,4,Cases with a hearing, , , ,6042
Domestic Violence,2020,4,Party,Applicant,Female,N,1286
Domestic Violence,2020,4,Party,Applicant,Female,Y,3994
Domestic Violence,2020,4,Party,Applicant,Male,N,325
Domestic Violence,2020,4,Party,Applicant,Male,Y,376
Domestic Violence,2020,4,Party,Applicant,Unknown,N,22
Domestic Violence,2020,4,Party,Applicant,Unknown,Y,55
Domestic Violence,2020,4,Party,Respondent,Female,N,625
Domestic Violence,2020,4,Party,Respondent,Female,Y,163
Domestic Violence,2020,4,Party,Respondent,Male,N,4539
Domestic Violence,2020,4,Party,Respondent,Male,Y,676
Domestic Violence,2020,4,Party,Respondent,Unknown,N,78
Domestic Violence,2020,4,Party,Respondent,Unknown,Y,15
Domestic Violence,2021,1,Cases, , , ,7855
Domestic Violence,2021,1,Cases with a hearing, , , ,6057
Domestic Violence,2021,1,Party,Applicant,Female,N,1181
Domestic Violence,2021,1,Party,Applicant,Female,Y,4055
Domestic Violence,2021,1,Party,Applicant,Male,N,337
Domestic Violence,2021,1,Party,Applicant,Male,Y,416
Domestic Violence,2021,1,Party,Applicant,Unknown,N,12
Domestic Violence,2021,1,Party,Applicant,Unknown,Y,63
Domestic Violence,2021,1,Party,Respondent,Female,N,664
Domestic Violence,2021,1,Party,Respondent,Female,Y,186
Domestic Violence,2021,1,Party,Respondent,Male,N,4469
Domestic Violence,2021,1,Party,Respondent,Male,Y,689
Domestic Violence,2021,1,Party,Respondent,Unknown,N,67
Domestic Violence,2021,1,Party,Respondent,Unknown,Y,20
Domestic Violence,2021,2,Cases, , , ,7173
Domestic Violence,2021,2,Cases with a hearing, , , ,5651
Domestic Violence,2021,2,Party,Applicant,Female,N,1108
Domestic Violence,2021,2,Party,Applicant,Female,Y,3753
Domestic Violence,2021,2,Party,Applicant,Male,N,321
Domestic Violence,2021,2,Party,Applicant,Male,Y,387
Domestic Violence,2021,2,Party,Applicant,Unknown,N,26
Domestic Violence,2021,2,Party,Applicant,Unknown,Y,77
Domestic Violence,2021,2,Party,Respondent,Female,N,647
Domestic Violence,2021,2,Party,Respondent,Female,Y,161
Domestic Violence,2021,2,Party,Respondent,Male,N,4099
Domestic Violence,2021,2,Party,Respondent,Male,Y,680
Domestic Violence,2021,2,Party,Respondent,Unknown,N,88
Domestic Violence,2021,2,Party,Respondent,Unknown,Y,19
Domestic Violence,2021,3,Cases, , , ,7717
Domestic Violence,2021,3,Cases with a hearing, , , ,6122
Domestic Violence,2021,3,Party,Applicant,Female,N,1239
Domestic Violence,2021,3,Party,Applicant,Female,Y,3982
Domestic Violence,2021,3,Party,Applicant,Male,N,354
Domestic Violence,2021,3,Party,Applicant,Male,Y,420
Domestic Violence,2021,3,Party,Applicant,Unknown,N,34
Domestic Violence,2021,3,Party,Applicant,Unknown,Y,110
Domestic Violence,2021,3,Party,Respondent,Female,N,686
Domestic Violence,2021,3,Party,Respondent,Female,Y,151
Domestic Violence,2021,3,Party,Respondent,Male,N,4509
Domestic Violence,2021,3,Party,Respondent,Male,Y,657
Domestic Violence,2021,3,Party,Respondent,Unknown,N,142
Domestic Violence,2021,3,Party,Respondent,Unknown,Y,24
Domestic Violence,2021,4,Cases, , , ,7497
Domestic Violence,2021,4,Cases with a hearing, , , ,5822
Domestic Violence,2021,4,Party,Applicant,Female,N,1293
Domestic Violence,2021,4,Party,Applicant,Female,Y,3788
Domestic Violence,2021,4,Party,Applicant,Male,N,290
Domestic Violence,2021,4,Party,Applicant,Male,Y,339
