YEAR,QUARTER,DIGITAL_PAPER,APPLICATION_TYPE,STOPPED,GRANTS_ISSUED,SUB_TO_ISS_MEAN,SUB_TO_ISS_MEDIAN,DOC_TO_ISS_MEAN,DOC_TO_ISS_MEDIAN
2023,1,Digital,Letter of Administration with will annexed,NOT STOPPED,100,11.043,4.857,9.014,1.571
2023,1,Digital,Letter of Administration with will annexed,STOPPED,372,31.842,28.857,29.012,27.143
2023,1,Digital,Probate,All,45257,7.674,4.286,5.505,2
2023,1,Digital,Probate,NOT STOPPED,34634,4.548,3.286,2.504,1
2023,1,Digital,Probate,STOPPED,10623,17.867,15.714,15.287,13.143
2023,1,Paper,All grants,All,13941,21.293,19.143,21.293,19.143
2023,1,Paper,All grants,NOT STOPPED,8554,16.567,18,16.567,18
2023,1,Paper,All grants,STOPPED,5387,28.798,24.571,28.798,24.571
2023,1,Paper,Letter of Administration,All,6641,19.106,18.143,19.106,18.143
2023,1,Paper,Letter of Administration,NOT STOPPED,4407,15.893,17.857,15.893,17.857
2023,1,Paper,Letter of Administration,STOPPED,2234,25.444,22.429,25.444,22.429
2023,1,Paper,Letter of Administration with will annexed,All,2246,24.775,21,24.775,21
2023,1,Paper,Letter of Administration with will annexed,NOT STOPPED,1269,19.198,19.429,19.198,19.429
2023,1,Paper,Letter of Administration with will annexed,STOPPED,977,32.019,27.571,32.019,27.571
2023,1,Paper,Probate,All,5054,22.62,19.857,22.62,19.857
2023,1,Paper,Probate,NOT STOPPED,2878,16.439,17.571,16.439,17.571
2023,1,Paper,Probate,STOPPED,2176,30.795,24.929,30.795,24.929
2023,2,All,All grants,All,61884,14.873,11.429,12.933,9.429
2023,2,All,All grants,NOT STOPPED,40740,10.82,9.857,8.792,7.429
2023,2,All,All grants,STOPPED,21144,22.682,20,20.912,18.429
2023,2,All,Letter of Administration,All,9475,17.538,15,17.538,15
2023,2,All,Letter of Administration,NOT STOPPED,4956,13.818,14.714,13.818,14.714
2023,2,All,Letter of Administration,STOPPED,4519,21.619,15.857,21.619,15.857
2023,2,All,Letter of Administration with will annexed,All,2777,23.486,20.429,22.459,20
2023,2,All,Letter of Administration with will annexed,NOT STOPPED,1350,15.579,17,14.951,16.143
2023,2,All,Letter of Administration with will annexed,STOPPED,1427,30.965,27,29.562,26.143
2023,2,All,Probate,All,49632,13.882,11.143,11.521,8.571
2023,2,All,Probate,NOT STOPPED,34434,10.202,9.429,7.827,7
2023,2,All,Probate,STOPPED,15198,22.22,20.143,19.889,18.286
2023,2,Digital,All grants,All,47811,12.806,10.286,10.295,7.857
2023,2,Digital,All grants,NOT STOPPED,32431,9.31,8.857,6.763,6.143
2023,2,Digital,All grants,STOPPED,15380,20.178,18.429,17.744,16
2023,2,Digital,Letter of Administration,All,3603,11.392,9.143,11.392,9.143
2023,2,Digital,Letter of Administration,NOT STOPPED,1460,5.349,3.714,5.349,3.714
2023,2,Digital,Letter of Administration,STOPPED,2143,15.51,11,15.51,11
2023,2,Digital,Letter of Administration with will annexed,All,745,19.797,15.857,15.971,9.714
2023,2,Digital,Letter of Administration with will annexed,NOT STOPPED,298,8.074,4.429,5.228,1.5
2023,2,Digital,Letter of Administration with will annexed,STOPPED,447,27.613,25.857,23.134,22
2023,2,Digital,Probate,All,43463,12.803,10.429,10.107,7.857
2023,2,Digital,Probate,NOT STOPPED,30673,9.511,9,6.845,6.143
2023,2,Digital,Probate,STOPPED,12790,20.7,19.286,17.93,16.857
2023,2,Paper,All grants,All,14072,21.895,19.286,21.895,19.286
2023,2,Paper,All grants,NOT STOPPED,8308,16.713,17.429,16.713,17.429
2023,2,Paper,All grants,STOPPED,5764,29.363,25.143,29.363,25.143
2023,2,Paper,Letter of Administration,All,5872,21.31,18.143,21.31,18.143
2023,2,Paper,Letter of Administration,NOT STOPPED,3496,17.354,17.571,17.354,17.571
2023,2,Paper,Letter of Administration,STOPPED,2376,27.13,23,27.13,23
2023,2,Paper,Letter of Administration with will annexed,All,2032,24.838,21.143,24.838,21.143
2023,2,Paper,Letter of Administration with will annexed,NOT STOPPED,1052,17.705,18.571,17.705,18.571
2023,2,Paper,Letter of Administration with will annexed,STOPPED,980,32.494,27.071,32.494,27.071
2023,2,Paper,Probate,All,6168,21.482,19.857,21.482,19.857
2023,2,Paper,Probate,NOT STOPPED,3760,15.84,15.857,15.84,15.857
2023,2,Paper,Probate,STOPPED,2408,30.293,25.857,30.293,25.857
2023,3,All,All grants,All,70610,14.98,11.857,12.516,8.857
2023,3,All,All grants,NOT STOPPED,49267,11.136,11.286,8.605,8.143
2023,3,All,All grants,STOPPED,21343,23.854,20.286,21.545,18.143
2023,3,All,Letter of Administration,All,11100,15.4,12.286,15.4,12.286
2023,3,All,Letter of Administration,NOT STOPPED,7539,10.504,5.286,10.504,5.286
2023,3,All,Letter of Administration,STOPPED,3561,25.767,21,25.767,21
2023,3,All,Letter of Administration with will annexed,All,2792,24.119,23.429,23.464,23.143
2023,3,All,Letter of Administration with will annexed,NOT STOPPED,1572,18.787,22.643,18.326,22.571
2023,3,All,Letter of Administration with will annexed,STOPPED,1220,30.989,26.143,30.084,25.857
2023,3,All,Probate,All,56718,14.448,11.857,11.413,8.857
2023,3,All,Probate,NOT STOPPED,40156,10.955,11.429,7.868,8.286
2023,3,All,Probate,STOPPED,16562,22.917,19.857,20.008,17.286
2023,3,Digital,All grants,All,55993,13.191,11.571,10.084,8.429
2023,3,Digital,All grants,NOT STOPPED,40131,9.887,11.143,6.78,7.714
2023,3,Digital,All grants,STOPPED,15862,21.55,19.143,18.444,16.429
2023,3,Digital,Letter of Administration,All,4827,8.379,4.143,8.379,4.143
2023,3,Digital,Letter of Administration,NOT STOPPED,3404,3.668,3,3.668,3
2023,3,Digital,Letter of Administration,STOPPED,1423,19.65,16.286,19.65,16.286
2023,3,Digital,Letter of Administration with will annexed,All,556,17.902,9.286,14.614,4.786
2023,3,Digital,Letter of Administration with will annexed,NOT STOPPED,238,7.085,3.643,4.04,0.571
2023,3,Digital,Letter of Administration with will annexed,STOPPED,318,25.998,23,22.527,20.071
2023,3,Digital,Probate,All,50610,13.598,11.714,10.197,8.571
2023,3,Digital,Probate,NOT STOPPED,36489,10.485,11.429,7.088,8
2023,3,Digital,Probate,STOPPED,14121,21.642,19.286,18.23,16.429
2023,3,Paper,All grants,All,14617,21.833,21.714,21.833,21.714
2023,3,Paper,All grants,NOT STOPPED,9136,16.621,19.286,16.621,19.286
2023,3,Paper,All grants,STOPPED,5481,30.52,24.714,30.52,24.714
2023,3,Paper,Letter of Administration,All,6273,20.803,21.714,20.803,21.714
2023,3,Paper,Letter of Administration,NOT STOPPED,4135,16.132,20,16.132,20
2023,3,Paper,Letter of Administration,STOPPED,2138,29.838,24.143,29.838,24.143
2023,3,Paper,Letter of Administration with will annexed,All,2236,25.664,23.714,25.664,23.714
2023,3,Paper,Letter of Administration with will annexed,NOT STOPPED,1334,20.875,23,20.875,23
2023,3,Paper,Letter of Administration with will annexed,STOPPED,902,32.748,26.714,32.748,26.714
2023,3,Paper,Probate,All,6108,21.487,19.143,21.487,19.143
2023,3,Paper,Probate,NOT STOPPED,3667,15.624,12.286,15.624,12.286
2023,3,Paper,Probate,STOPPED,2441,30.294,24.143,30.294,24.143
2023,4,All,All grants,All,78687,14.933,10.857,13.007,9
2023,4,All,All grants,NOT STOPPED,53179,10.693,10.286,8.932,8.143
2023,4,All,All grants,STOPPED,25508,23.773,20.143,21.504,17.714
2023,4,All,Letter of Administration,All,12284,16.773,16.429,16.773,16.429
2023,4,All,Letter of Administration,NOT STOPPED,7065,11.713,14,11.713,14
2023,4,All,Letter of Administration,STOPPED,5219,23.623,18,23.623,18
2023,4,All,Letter of Administration with will annexed,All,3235,23.28,20.143,22.843,20
2023,4,All,Letter of Administration with will annexed,NOT STOPPED,1585,16.211,16.857,15.952,16.857
2023,4,All,Letter of Administration with will annexed,STOPPED,1650,30.071,25.143,29.462,24.857
2023,4,All,Probate,All,63168,14.148,10.571,11.771,8.571
2023,4,All,Probate,NOT STOPPED,44529,10.335,10.286,8.241,8
2023,4,All,Probate,STOPPED,18639,23.257,20.143,20.206,17
2023,4,Digital,All grants,All,61376,13.264,10.571,10.795,8.429
2023,4,Digital,All grants,NOT STOPPED,43334,9.743,10.143,7.581,8
2023,4,Digital,All grants,STOPPED,18042,21.722,19,18.514,15.929
2023,4,Digital,Letter of Administration,All,4519,10.135,5,10.135,5
2023,4,Digital,Letter of Administration,NOT STOPPED,2295,2.736,1.286,2.736,1.286
2023,4,Digital,Letter of Administration,STOPPED,2224,17.77,15.714,17.77,15.714
2023,4,Digital,Letter of Administration with will annexed,All,482,19.703,12,16.769,8
2023,4,Digital,Letter of Administration with will annexed,NOT STOPPED,186,5.18,1.286,2.977,0.143
2023,4,Digital,Letter of Administration with will annexed,STOPPED,296,28.829,25.429,25.435,20.929
2023,4,Digital,Probate,All,56375,13.46,10.571,10.797,8.429
2023,4,Digital,Probate,NOT STOPPED,40853,10.157,10.286,7.874,8
2023,4,Digital,Probate,STOPPED,15522,22.152,19.571,18.488,16
2023,4,Paper,All grants,All,17311,20.852,17.714,20.852,17.714
2023,4,Paper,All grants,NOT STOPPED,9845,14.878,15.143,14.878,15.143
2023,4,Paper,All grants,STOPPED,7466,28.729,23.286,28.729,23.286
2023,4,Paper,Letter of Administration,All,7765,20.636,17.714,20.636,17.714
2023,4,Paper,Letter of Administration,NOT STOPPED,4770,16.032,16.857,16.032,16.857
2023,4,Paper,Letter of Administration,STOPPED,2995,27.969,22.714,27.969,22.714
2023,4,Paper,Letter of Administration with will annexed,All,2753,23.906,20.429,23.906,20.429
2023,4,Paper,Letter of Administration with will annexed,NOT STOPPED,1399,17.677,18.143,17.677,18.143
2023,4,Paper,Letter of Administration with will annexed,STOPPED,1354,30.342,25.143,30.342,25.143
2023,4,Paper,Probate,All,6793,19.861,16,19.861,16
2023,4,Paper,Probate,NOT STOPPED,3676,12.315,10.429,12.315,10.429
2023,4,Paper,Probate,STOPPED,3117,28.759,23.286,28.759,23.286
2024,,All,All grants,All,328449,10.027,5,8.136,3
2024,,All,All grants,NOT STOPPED,228583,5.631,3.286,3.794,1.429
2024,,All,All grants,STOPPED,99866,20.089,15.143,18.077,13.286
2024,,All,Letter of Administration,All,51258,14.48,9.429,14.48,9.429
2024,,All,Letter of Administration,NOT STOPPED,30805,8.659,5.714,8.659,5.714
2024,,All,Letter of Administration,STOPPED,20453,23.247,17.714,23.247,17.714
2024,,All,Letter of Administration with will annexed,All,11644,23.29,19.571,22.755,19.143
2024,,All,Letter of Administration with will annexed,NOT STOPPED,5437,14.85,14.286,14.526,14
2024,,All,Letter of Administration with will annexed,STOPPED,6207,30.684,25.429,29.964,25
2024,,All,Probate,All,265547,8.586,4.429,6.271,2
2024,,All,Probate,NOT STOPPED,192341,4.885,3.143,2.711,1
2024,,All,Probate,STOPPED,73206,18.308,14.143,15.624,11.857
2024,,Digital,All grants,All,265599,7.978,4.286,5.648,1.857
2024,,Digital,All grants,NOT STOPPED,193689,4.582,3.143,2.416,1
2024,,Digital,All grants,STOPPED,71910,17.126,13.571,14.355,11.143
2024,,Digital,Letter of Administration,All,19740,9.36,4.714,9.36,4.714
2024,,Digital,Letter of Administration,NOT STOPPED,11921,4.054,3,4.054,3
2024,,Digital,Letter of Administration,STOPPED,7819,17.449,13,17.449,13
2024,,Digital,Letter of Administration with will annexed,All,1798,21.995,15.643,18.863,13.143
2024,,Digital,Letter of Administration with will annexed,NOT STOPPED,710,9.833,6.571,7.421,4.143
2024,,Digital,Letter of Administration with will annexed,STOPPED,1088,29.931,24.286,26.33,21.143
2024,,Digital,Probate,All,244061,7.763,4.143,5.251,1.714
2024,,Digital,Probate,NOT STOPPED,181058,4.596,3.143,2.288,0.857
2024,,Digital,Probate,STOPPED,63003,16.864,13.571,13.764,10.857
2024,,Paper,All grants,All,62848,18.684,14.857,18.65,14.714
2024,,Paper,All grants,NOT STOPPED,34893,11.455,8.857,11.442,8.857
2024,,Paper,All grants,STOPPED,27955,27.708,22,27.647,22
2024,,Paper,Letter of Administration,All,31517,17.687,14.286,17.687,14.286
2024,,Paper,Letter of Administration,NOT STOPPED,18883,11.567,9.286,11.567,9.286
2024,,Paper,Letter of Administration,STOPPED,12634,26.835,21.857,26.835,21.857
2024,,Paper,Letter of Administration with will annexed,All,9846,23.527,20.143,23.466,20.143
2024,,Paper,Letter of Administration with will annexed,NOT STOPPED,4727,15.604,15,15.593,15
2024,,Paper,Letter of Administration with will annexed,STOPPED,5119,30.843,25.571,30.736,25.429
2024,,Paper,Probate,All,21485,17.928,12.429,17.856,12.286
2024,,Paper,Probate,NOT STOPPED,11283,9.531,5.143,9.495,5.143
2024,,Paper,Probate,STOPPED,10202,27.215,19.714,27.103,19.714
2024,1,All,All grants,All,83059,12.929,8.429,11.173,7
2024,1,All,All grants,NOT STOPPED,57883,8.679,7.143,6.954,5.429
2024,1,All,All grants,STOPPED,25176,22.699,17.571,20.875,16
2024,1,All,Letter of Administration,All,10086,19.985,18.429,19.985,18.429
2024,1,All,Letter of Administration,NOT STOPPED,5565,13.526,9.286,13.526,9.286
2024,1,All,Letter of Administration,STOPPED,4521,27.935,23.714,27.935,23.714
2024,1,All,Letter of Administration with will annexed,All,2455,27.378,23.714,26.891,23.714
2024,1,All,Letter of Administration with will annexed,NOT STOPPED,1054,19.378,21.857,19.093,21.857
2024,1,All,Letter of Administration with will annexed,STOPPED,1401,33.396,28.429,32.757,27.857
2024,1,All,Probate,All,70518,11.416,8.143,9.366,6.571
2024,1,All,Probate,NOT STOPPED,51264,7.933,6.857,5.991,5.143
2024,1,All,Probate,STOPPED,19254,20.691,16.571,18.353,14.857
2024,1,Digital,All grants,All,68953,10.755,8,8.641,6.143
2024,1,Digital,All grants,NOT STOPPED,50549,7.587,6.714,5.611,5
2024,1,Digital,All grants,STOPPED,18404,19.456,16,16.961,14.143
2024,1,Digital,Letter of Administration,All,3336,12.674,7.286,12.674,7.286
2024,1,Digital,Letter of Administration,NOT STOPPED,1773,6.035,4.429,6.035,4.429
2024,1,Digital,Letter of Administration,STOPPED,1563,20.205,14.429,20.205,14.429
2024,1,Digital,Letter of Administration with will annexed,All,377,23.749,20.286,20.576,16.429
2024,1,Digital,Letter of Administration with will annexed,NOT STOPPED,115,9.384,3.429,6.771,1
2024,1,Digital,Letter of Administration with will annexed,STOPPED,262,30.054,28,26.636,23.571
2024,1,Digital,Probate,All,65240,10.582,8,8.365,6.143
2024,1,Digital,Probate,NOT STOPPED,48661,7.639,6.857,5.593,5
2024,1,Digital,Probate,STOPPED,16579,19.218,16,16.503,14
2024,1,Paper,All grants,All,14105,23.556,21.857,23.556,21.857
2024,1,Paper,All grants,NOT STOPPED,7333,16.209,18.857,16.209,18.857
2024,1,Paper,All grants,STOPPED,6772,31.511,25.857,31.511,25.857
2024,1,Paper,Letter of Administration,All,6749,23.601,22.286,23.601,22.286
2024,1,Paper,Letter of Administration,NOT STOPPED,3791,17.032,21.429,17.032,21.429
2024,1,Paper,Letter of Administration,STOPPED,2958,32.02,28,32.02,28
2024,1,Paper,Letter of Administration with will annexed,All,2078,28.036,23.857,28.036,23.857
2024,1,Paper,Letter of Administration with will annexed,NOT STOPPED,939,20.602,22.286,20.602,22.286
2024,1,Paper,Letter of Administration with will annexed,STOPPED,1139,34.165,28.571,34.165,28.571
2024,1,Paper,Probate,All,5278,21.734,17.429,21.734,17.429
2024,1,Paper,Probate,NOT STOPPED,2603,13.425,8.286,13.425,8.286
2024,1,Paper,Probate,STOPPED,2675,29.818,23,29.818,23
2024,2,All,All grants,All,81983,10.085,4.143,8.188,2
2024,2,All,All grants,NOT STOPPED,61648,5.658,3.286,3.849,1.571
2024,2,All,All grants,STOPPED,20335,23.505,17.571,21.344,15.429
2024,2,All,Letter of Administration,All,12683,15.941,11.143,15.941,11.143
2024,2,All,Letter of Administration,NOT STOPPED,8824,10.693,8,10.693,8
2024,2,All,Letter of Administration,STOPPED,3859,27.94,21.714,27.94,21.714
2024,2,All,Letter of Administration with will annexed,All,2343,27.582,23.714,27.083,23.714
2024,2,All,Letter of Administration with will annexed,NOT STOPPED,1130,19.509,20.857,19.29,20.857
2024,2,All,Letter of Administration with will annexed,STOPPED,1213,35.102,29.571,34.343,28.857
2024,2,All,Probate,All,66957,8.363,3.714,6.058,1.714
2024,2,All,Probate,NOT STOPPED,51694,4.496,3.286,2.343,1.429
2024,2,All,Probate,STOPPED,15263,21.461,16.429,18.643,14
2024,2,Digital,All grants,All,67898,7.698,3.714,5.411,1.714
2024,2,Digital,All grants,NOT STOPPED,53190,4.223,3.143,2.126,1.429
2024,2,Digital,All grants,STOPPED,14708,20.267,16,17.291,13.429
2024,2,Digital,Letter of Administration,All,5848,9.655,6.714,9.655,6.714
2024,2,Digital,Letter of Administration,NOT STOPPED,4366,5.302,5,5.302,5
2024,2,Digital,Letter of Administration,STOPPED,1482,22.48,15.286,22.48,15.286
2024,2,Digital,Letter of Administration with will annexed,All,290,26.384,16.214,22.673,13.786
2024,2,Digital,Letter of Administration with will annexed,NOT STOPPED,102,11.303,9.286,9.073,7
2024,2,Digital,Letter of Administration with will annexed,STOPPED,188,34.567,29,30.052,24.357
2024,2,Digital,Probate,All,61760,7.425,3.571,4.928,1.571
2024,2,Digital,Probate,NOT STOPPED,48722,4.111,3.143,1.827,1.286
2024,2,Digital,Probate,STOPPED,13038,19.809,16,16.517,13.143
2024,2,Paper,All grants,All,14084,21.585,19.143,21.57,19.143
2024,2,Paper,All grants,NOT STOPPED,8458,14.685,15.286,14.681,15.286
2024,2,Paper,All grants,STOPPED,5626,31.957,26,31.927,26
2024,2,Paper,Letter of Administration,All,6835,21.319,19.714,21.319,19.714
2024,2,Paper,Letter of Administration,NOT STOPPED,4458,15.973,17,15.973,17
2024,2,Paper,Letter of Administration,STOPPED,2377,31.345,25.714,31.345,25.714
2024,2,Paper,Letter of Administration with will annexed,All,2053,27.751,24,27.706,24
2024,2,Paper,Letter of Administration with will annexed,NOT STOPPED,1028,20.324,21.571,20.304,21.571
2024,2,Paper,Letter of Administration with will annexed,STOPPED,1025,35.201,29.714,35.13,29.714
2024,2,Paper,Probate,All,5196,19.498,15.429,19.477,15.429
2024,2,Paper,Probate,NOT STOPPED,2972,10.803,4.571,10.798,4.571
2024,2,Paper,Probate,STOPPED,2224,31.117,24.143,31.074,24.143
2024,3,All,All grants,All,89471,9.014,3,7.224,1.286
2024,3,All,All grants,NOT STOPPED,58763,4.343,2.286,2.644,0.429
2024,3,All,All grants,STOPPED,30708,17.954,12.857,15.989,11
2024,3,All,Letter of Administration,All,16089,13.458,10,13.458,10
2024,3,All,Letter of Administration,NOT STOPPED,9518,8.063,6.643,8.063,6.643
2024,3,All,Letter of Administration,STOPPED,6571,21.271,16.571,21.271,16.571
2024,3,All,Letter of Administration with will annexed,All,2968,22.777,17.143,22.127,16.786
2024,3,All,Letter of Administration with will annexed,NOT STOPPED,1414,14.257,14,13.796,13.786
2024,3,All,Letter of Administration with will annexed,STOPPED,1554,30.53,24.857,29.707,24.143
2024,3,All,Probate,All,70414,7.419,2.571,5.172,0.714
2024,3,All,Probate,NOT STOPPED,47831,3.309,2.143,1.236,0.286
2024,3,All,Probate,STOPPED,22583,16.123,11.429,13.508,8.857
2024,3,Digital,All grants,All,70990,7.014,2.571,4.769,0.714
2024,3,Digital,All grants,NOT STOPPED,48244,3.08,2.143,1.016,0.286
2024,3,Digital,All grants,STOPPED,22746,15.358,11.143,12.727,8.714
2024,3,Digital,Letter of Administration,All,5885,9.496,4,9.496,4
2024,3,Digital,Letter of Administration,NOT STOPPED,3093,3.541,2.714,3.541,2.714
2024,3,Digital,Letter of Administration,STOPPED,2792,16.092,13.286,16.092,13.286
2024,3,Digital,Letter of Administration with will annexed,All,587,21.068,15.286,18.281,12.857
2024,3,Digital,Letter of Administration with will annexed,NOT STOPPED,294,11.062,9,8.936,7
2024,3,Digital,Letter of Administration with will annexed,STOPPED,293,31.108,23.143,27.657,20
2024,3,Digital,Probate,All,64518,6.66,2.571,4.214,0.571
2024,3,Digital,Probate,NOT STOPPED,44857,2.996,2.143,0.79,0.143
2024,3,Digital,Probate,STOPPED,19661,15.019,10.857,12.027,8
2024,3,Paper,All grants,All,18481,16.696,12.571,16.658,12.571
2024,3,Paper,All grants,NOT STOPPED,10519,10.132,9.429,10.11,9.429
2024,3,Paper,All grants,STOPPED,7962,25.369,19.429,25.308,19.429
2024,3,Paper,Letter of Administration,All,10204,15.743,12,15.743,12
2024,3,Paper,Letter of Administration,NOT STOPPED,6425,10.24,9.571,10.24,9.571
2024,3,Paper,Letter of Administration,STOPPED,3779,25.097,19.714,25.097,19.714
2024,3,Paper,Letter of Administration with will annexed,All,2381,23.198,17.857,23.075,17.571
2024,3,Paper,Letter of Administration with will annexed,NOT STOPPED,1120,15.096,14.286,15.072,14.286
2024,3,Paper,Letter of Administration with will annexed,STOPPED,1261,30.395,25.286,30.183,25
2024,3,Paper,Probate,All,5896,15.721,11,15.651,11
2024,3,Paper,Probate,NOT STOPPED,2974,8.028,2.714,7.961,2.714
2024,3,Paper,Probate,STOPPED,2922,23.551,16.286,23.477,16.143
2024,4,All,All grants,All,73936,7.928,2.857,5.771,0.286
2024,4,All,All grants,NOT STOPPED,50289,3.595,2.571,1.432,0
2024,4,All,All grants,STOPPED,23647,17.144,9.857,14.998,7.429
2024,4,All,Letter of Administration,All,12400,9.834,3,9.834,3
2024,4,All,Letter of Administration,NOT STOPPED,6898,2.952,1.571,2.952,1.571
2024,4,All,Letter of Administration,STOPPED,5502,18.462,12.286,18.462,12.286
2024,4,All,Letter of Administration with will annexed,All,3878,18.503,13.857,18.003,13.714
2024,4,All,Letter of Administration with will annexed,NOT STOPPED,1839,9.849,8.429,9.542,8.143
2024,4,All,Letter of Administration with will annexed,STOPPED,2039,26.308,20.429,25.635,19.857
2024,4,All,Probate,All,57658,6.807,2.857,4.074,0
2024,4,All,Probate,NOT STOPPED,41552,3.425,2.571,0.82,0
2024,4,All,Probate,STOPPED,16106,15.534,7.857,12.468,4.857
2024,4,Digital,All grants,All,57758,6.176,2.857,3.436,0
2024,4,Digital,All grants,NOT STOPPED,41706,3.134,2.571,0.531,0
2024,4,Digital,All grants,STOPPED,16052,14.08,7,10.983,4.143
2024,4,Digital,Letter of Administration,All,4671,6.451,1.429,6.451,1.429
2024,4,Digital,Letter of Administration,NOT STOPPED,2689,1.31,0.429,1.31,0.429
2024,4,Digital,Letter of Administration,STOPPED,1982,13.426,5.714,13.426,5.714
2024,4,Digital,Letter of Administration with will annexed,All,544,19.439,12.571,16.273,10
2024,4,Digital,Letter of Administration with will annexed,NOT STOPPED,199,7.523,3.429,4.712,0.571
2024,4,Digital,Letter of Administration with will annexed,STOPPED,345,26.311,22,22.942,19.429
2024,4,Digital,Probate,All,52543,6.014,2.857,3.035,0
2024,4,Digital,Probate,NOT STOPPED,38818,3.238,2.571,0.455,0
2024,4,Digital,Probate,STOPPED,13725,13.867,7,10.33,3.714
2024,4,Paper,All grants,All,16178,14.183,6.857,14.107,6.857
2024,4,Paper,All grants,NOT STOPPED,8583,5.832,2.714,5.809,2.714
2024,4,Paper,All grants,STOPPED,7595,23.62,17,23.484,16.857
2024,4,Paper,Letter of Administration,All,7729,11.878,4.143,11.878,4.143
2024,4,Paper,Letter of Administration,NOT STOPPED,4209,4.001,2.286,4.001,2.286
2024,4,Paper,Letter of Administration,STOPPED,3520,21.298,15.286,21.298,15.286
2024,4,Paper,Letter of Administration with will annexed,All,3334,18.35,14,18.286,13.857
2024,4,Paper,Letter of Administration with will annexed,NOT STOPPED,1640,10.131,9,10.128,9
2024,4,Paper,Letter of Administration with will annexed,STOPPED,1694,26.307,20.143,26.183,20
2024,4,Paper,Probate,All,5115,14.95,6.857,14.75,6.714
2024,4,Paper,Probate,NOT STOPPED,2734,6.074,2.143,6.003,2.143
2024,4,Paper,Probate,STOPPED,2381,25.142,16.857,24.794,16.571
2025,,All,All grants,All,295418,6.18,2,4.692,0.429
2025,,All,All grants,NOT STOPPED,212465,2.623,1.571,1.273,0.143
2025,,All,All grants,STOPPED,82953,15.291,8.286,13.45,6.571
2025,,All,Letter of Administration,All,46001,8.833,11.714,8.832,10.857
2025,,All,Letter of Administration,NOT STOPPED,27541,3.59,8.857,3.59,8.857
2025,,All,Letter of Administration,STOPPED,18460,16.655,10.929,16.654,10.786
2025,,All,Letter of Administration with will annexed,All,10326,18.283,13.286,17.73,13.143
2025,,All,Letter of Administration with will annexed,NOT STOPPED,5094,9.577,9,9.298,8.857
2025,,All,Letter of Administration with will annexed,STOPPED,5232,26.761,19.714,25.939,19.143
2025,,All,Probate,All,239091,5.147,1.857,3.333,0.286
2025,,All,Probate,NOT STOPPED,179830,2.278,1.571,0.691,0.143
2025,,All,Probate,STOPPED,59261,13.853,7,11.349,4.857
2025,,Digital,All grants,All,244812,4.632,1.857,2.858,0.286
2025,,Digital,All grants,NOT STOPPED,184963,2.114,1.571,0.565,0.143
2025,,Digital,All grants,STOPPED,59849,12.412,6.286,9.946,4.286
2025,,Digital,Letter of Administration,All,20087,4.846,2.429,4.846,2.429
2025,,Digital,Letter of Administration,NOT STOPPED,12783,1.072,0.429,1.072,0.429
2025,,Digital,Letter of Administration,STOPPED,7304,11.451,5.143,11.451,5.143
2025,,Digital,Letter of Administration with will annexed,All,1634,16.983,8.429,14.467,6.571
2025,,Digital,Letter of Administration with will annexed,NOT STOPPED,785,5.701,3,3.939,1.143
2025,,Digital,Letter of Administration with will annexed,STOPPED,849,27.414,19.714,24.201,17
2025,,Digital,Probate,All,223091,4.522,1.857,2.594,0.143
2025,,Digital,Probate,NOT STOPPED,171395,2.176,1.571,0.512,0.143
2025,,Digital,Probate,STOPPED,51696,12.302,6.429,9.5,4.143
2025,,Paper,All grants,All,50606,13.671,7.857,13.566,7.714
2025,,Paper,All grants,NOT STOPPED,27502,6.046,4,6.038,4
2025,,Paper,All grants,STOPPED,23104,22.747,15.143,22.526,15
2025,,Paper,Letter of Administration,All,25914,11.924,9.5,11.923,9.286
2025,,Paper,Letter of Administration,NOT STOPPED,14758,5.772,6.786,5.772,6.786
2025,,Paper,Letter of Administration,STOPPED,11156,20.063,12.571,20.06,12.357
2025,,Paper,Letter of Administration with will annexed,All,8692,18.528,13.857,18.343,13.714
2025,,Paper,Letter of Administration with will annexed,NOT STOPPED,4309,10.283,10.143,10.274,10.143
2025,,Paper,Letter of Administration with will annexed,STOPPED,4383,26.634,19.714,26.276,19.286
2025,,Paper,Probate,All,16000,13.862,4.714,13.631,4.571
2025,,Paper,Probate,NOT STOPPED,8435,4.363,1.857,4.341,1.857
2025,,Paper,Probate,STOPPED,7565,24.454,16,23.989,15.571
2025,1,All,All grants,All,80867,6.233,1.571,4.757,0.286
2025,1,All,All grants,NOT STOPPED,55109,2.434,1.286,1.143,0
2025,1,All,All grants,STOPPED,25758,14.362,7.286,12.488,5.429
2025,1,All,Letter of Administration,All,13033,8.655,22.571,8.654,22.571
2025,1,All,Letter of Administration,NOT STOPPED,7666,3.305,1.429,3.305,1.429
2025,1,All,Letter of Administration,STOPPED,5367,16.298,22.571,16.294,22.571
2025,1,All,Letter of Administration with will annexed,All,3243,16.402,11,15.946,10.714
2025,1,All,Letter of Administration with will annexed,NOT STOPPED,1469,7.334,4.571,7.132,4.143
2025,1,All,Letter of Administration with will annexed,STOPPED,1774,23.911,17.857,23.246,17.143
2025,1,All,Probate,All,64591,5.234,1.429,3.408,0.143
2025,1,All,Probate,NOT STOPPED,45974,2.132,1.286,0.591,0
2025,1,All,Probate,STOPPED,18617,12.894,6.143,10.366,4
2025,1,Digital,All grants,All,66249,4.704,1.429,2.92,0.143
