year,quarter,stage,quarters_after_application,number
2020,3,Decree Absolute,16 to 17,126
2020,3,Decree Absolute,17 to 18,118
2020,3,Decree Absolute,18 to 19,73
2020,3,Decree Absolute,19 to 20,59
2020,3,Decree Absolute,20 to 21,57
2020,3,Decree Absolute,0 to 1,1633
2020,3,Decree Absolute,1 to 2,9854
2020,3,Decree Absolute,3 to 4,2681
2020,3,Decree Absolute,2 to 3,4717
2020,3,Decree Absolute,21 to 22,28
2020,3,Decree Nisi,4 to 5,772
2020,3,Decree Nisi,3 to 4,1409
2020,3,Decree Nisi,2 to 3,3390
2020,3,Decree Nisi,1 to 2,8396
2020,3,Decree Nisi,0 to 1,10524
2020,3,Decree Nisi,5 to 6,505
2020,3,Decree Nisi,6 to 7,370
2020,3,Decree Nisi,7 to 8,294
2020,3,Decree Nisi,8 to 9,204
2020,3,Decree Nisi,9 to 10,161
2020,3,Decree Nisi,10 to 11,150
2020,3,Decree Nisi,11 to 12,98
2020,3,Decree Nisi,12 to 13,76
2020,3,Decree Nisi,13 to 14,67
2020,3,Decree Nisi,14 to 15,58
2020,3,Decree Nisi,15 to 16,48
2020,3,Decree Nisi,16 to 17,38
2020,3,Decree Nisi,17 to 18,25
2020,3,Decree Nisi,18 to 19,33
2020,3,Decree Nisi,19 to 20,21
2020,3,Decree Nisi,20 to 21,32
2020,3,Decree Nisi,21 to 22,10
2020,3,Hearing,22 to 23,1
2020,3,Hearing,21 to 22,2
2020,3,Hearing,20 to 21,2
2020,3,Hearing,19 to 20,5
2020,3,Hearing,18 to 19,5
2020,3,Hearing,17 to 18,9
2020,3,Hearing,16 to 17,3
2020,3,Hearing,15 to 16,6
2020,3,Hearing,14 to 15,4
2020,3,Hearing,13 to 14,4
2020,3,Hearing,12 to 13,12
2020,3,Hearing,11 to 12,21
2020,3,Hearing,10 to 11,51
2020,3,Hearing,9 to 10,72
2020,3,Hearing,8 to 9,110
2020,3,Hearing,7 to 8,140
2020,3,Hearing,6 to 7,189
2020,3,Hearing,5 to 6,237
2020,3,Hearing,4 to 5,392
2020,3,Hearing,3 to 4,450
2020,3,Hearing,2 to 3,483
2020,3,Hearing,1 to 2,289
2020,3,Hearing,0 to 1,23
2020,3,Petition,0 to 1,28815
2020,4,AR Application,7 to 8,423
2020,4,AR Application,8 to 9,334
2020,4,AR Application,9 to 10,238
2020,4,AR Application,10 to 11,176
2020,4,AR Application,11 to 12,126
2020,4,AR Application,12 to 13,113
2020,4,AR Application,13 to 14,108
2020,4,AR Application,14 to 15,72
2020,4,AR Application,15 to 16,53
2020,4,AR Application,16 to 17,57
2020,4,AR Application,17 to 18,57
2020,4,AR Application,18 to 19,56
2020,4,AR Application,19 to 20,30
2020,4,AR Application,20 to 21,12
2020,4,AR Application,6 to 7,473
2020,4,AR Application,5 to 6,692
2020,4,AR Application,0 to 1,1020
2020,4,AR Application,1 to 2,2659
2020,4,AR Application,2 to 3,2317
2020,4,AR Application,3 to 4,1528
2020,4,AR Application,4 to 5,995
2020,4,AR Order,20 to 21,21
2020,4,AR Order,19 to 20,55
2020,4,AR Order,18 to 19,88
2020,4,AR Order,17 to 18,78
2020,4,AR Order,16 to 17,143
2020,4,AR Order,15 to 16,111
2020,4,AR Order,14 to 15,145
2020,4,AR Order,13 to 14,251
2020,4,AR Order,12 to 13,178
2020,4,AR Order,11 to 12,201
2020,4,AR Order,10 to 11,282
2020,4,AR Order,9 to 10,372
2020,4,AR Order,8 to 9,464
2020,4,AR Order,7 to 8,515
2020,4,AR Order,6 to 7,577
2020,4,AR Order,5 to 6,823
2020,4,AR Order,4 to 5,1173
2020,4,AR Order,3 to 4,1482
2020,4,AR Order,2 to 3,2153
2020,4,AR Order,1 to 2,1601
2020,4,AR Order,0 to 1,201
2020,4,Decree Absolute,20 to 21,27
2020,4,Decree Absolute,19 to 20,66
2020,4,Decree Absolute,17 to 18,107
2020,4,Decree Absolute,16 to 17,134
2020,4,Decree Absolute,15 to 16,126
2020,4,Decree Absolute,14 to 15,180
2020,4,Decree Absolute,13 to 14,254
2020,4,Decree Absolute,12 to 13,279
2020,4,Decree Absolute,11 to 12,343
2020,4,Decree Absolute,10 to 11,442
2020,4,Decree Absolute,9 to 10,557
2020,4,Decree Absolute,8 to 9,643
2020,4,Decree Absolute,7 to 8,808
2020,4,Decree Absolute,6 to 7,937
2020,4,Decree Absolute,5 to 6,1275
2020,4,Decree Absolute,4 to 5,1860
2020,4,Decree Absolute,3 to 4,2596
2020,4,Decree Absolute,2 to 3,4975
2020,4,Decree Absolute,1 to 2,9873
2020,4,Decree Absolute,0 to 1,1602
2020,4,Decree Absolute,18 to 19,85
2020,4,Decree Nisi,8 to 9,230
2020,4,Decree Nisi,9 to 10,191
2020,4,Decree Nisi,10 to 11,171
2020,4,Decree Nisi,11 to 12,131
2020,4,Decree Nisi,12 to 13,89
2020,4,Decree Nisi,13 to 14,86
2020,4,Decree Nisi,14 to 15,41
2020,4,Decree Nisi,15 to 16,55
2020,4,Decree Nisi,16 to 17,26
2020,4,Decree Nisi,17 to 18,31
2020,4,Decree Nisi,18 to 19,23
2020,4,Decree Nisi,19 to 20,27
2020,4,Decree Nisi,20 to 21,16
2020,4,Decree Nisi,0 to 1,11146
2020,4,Decree Nisi,1 to 2,8853
2020,4,Decree Nisi,2 to 3,3268
2020,4,Decree Nisi,3 to 4,1447
2020,4,Decree Nisi,4 to 5,876
2020,4,Decree Nisi,5 to 6,635
2020,4,Decree Nisi,6 to 7,438
2020,4,Decree Nisi,7 to 8,309
2020,4,Hearing,3602 to 3603,1
2020,4,Hearing,23 to 24,1
2020,4,Hearing,21 to 22,1
2020,4,Hearing,19 to 20,3
2020,4,Hearing,18 to 19,9
2020,4,Hearing,17 to 18,6
2020,4,Hearing,16 to 17,5
2020,4,Hearing,15 to 16,6
2020,4,Hearing,14 to 15,3
2020,4,Hearing,13 to 14,9
2020,4,Hearing,12 to 13,15
2020,4,Hearing,11 to 12,14
2020,4,Hearing,10 to 11,35
2020,4,Hearing,9 to 10,76
2020,4,Hearing,8 to 9,101
2020,4,Hearing,7 to 8,156
2020,4,Hearing,6 to 7,223
2020,4,Hearing,5 to 6,293
2020,4,Hearing,4 to 5,375
2020,4,Hearing,3 to 4,566
2020,4,Hearing,2 to 3,575
2020,4,Hearing,1 to 2,353
2020,4,Hearing,0 to 1,20
2020,4,Hearing,20 to 21,3
2020,4,Petition,0 to 1,30514
2021,1,AR Application,4 to 5,940
2021,1,AR Application,5 to 6,670
2021,1,AR Application,6 to 7,491
2021,1,AR Application,7 to 8,338
2021,1,AR Application,8 to 9,312
2021,1,AR Application,9 to 10,223
2021,1,AR Application,10 to 11,178
2021,1,AR Application,11 to 12,121
2021,1,AR Application,12 to 13,109
2021,1,AR Application,13 to 14,98
2021,1,AR Application,14 to 15,62
2021,1,AR Application,15 to 16,66
2021,1,AR Application,16 to 17,73
2021,1,AR Application,17 to 18,41
2021,1,AR Application,18 to 19,50
2021,1,AR Application,19 to 20,16
2021,1,AR Application,3 to 4,1302
2021,1,AR Application,2 to 3,1783
2021,1,AR Application,1 to 2,2359
2021,1,AR Application,0 to 1,1262
2021,1,AR Order,3 to 4,1320
2021,1,AR Order,2 to 3,1647
2021,1,AR Order,1 to 2,1810
2021,1,AR Order,0 to 1,290
2021,1,AR Order,19 to 20,32
2021,1,AR Order,18 to 19,75
2021,1,AR Order,17 to 18,90
2021,1,AR Order,16 to 17,103
2021,1,AR Order,15 to 16,149
2021,1,AR Order,14 to 15,148
2021,1,AR Order,13 to 14,153
2021,1,AR Order,12 to 13,278
2021,1,AR Order,11 to 12,222
2021,1,AR Order,10 to 11,250
2021,1,AR Order,9 to 10,336
2021,1,AR Order,8 to 9,394
2021,1,AR Order,7 to 8,503
2021,1,AR Order,6 to 7,529
2021,1,AR Order,5 to 6,741
2021,1,AR Order,4 to 5,929
2021,1,Decree Absolute,0 to 1,4792
2021,1,Decree Absolute,1 to 2,9760
2021,1,Decree Absolute,2 to 3,3724
2021,1,Decree Absolute,3 to 4,2234
2021,1,Decree Absolute,4 to 5,1616
2021,1,Decree Absolute,5 to 6,1073
2021,1,Decree Absolute,6 to 7,867
2021,1,Decree Absolute,7 to 8,695
2021,1,Decree Absolute,8 to 9,658
2021,1,Decree Absolute,9 to 10,496
2021,1,Decree Absolute,10 to 11,432
2021,1,Decree Absolute,11 to 12,306
2021,1,Decree Absolute,12 to 13,257
2021,1,Decree Absolute,13 to 14,166
2021,1,Decree Absolute,14 to 15,162
2021,1,Decree Absolute,15 to 16,149
2021,1,Decree Absolute,16 to 17,107
2021,1,Decree Absolute,17 to 18,113
2021,1,Decree Absolute,18 to 19,93
2021,1,Decree Absolute,19 to 20,32
2021,1,Decree Nisi,7 to 8,301
2021,1,Decree Nisi,8 to 9,236
2021,1,Decree Nisi,9 to 10,155
2021,1,Decree Nisi,10 to 11,169
2021,1,Decree Nisi,11 to 12,110
2021,1,Decree Nisi,12 to 13,87
2021,1,Decree Nisi,13 to 14,57
2021,1,Decree Nisi,14 to 15,54
2021,1,Decree Nisi,15 to 16,29
2021,1,Decree Nisi,19 to 20,14
2021,1,Decree Nisi,18 to 19,27
2021,1,Decree Nisi,17 to 18,33
2021,1,Decree Nisi,16 to 17,43
2021,1,Decree Nisi,0 to 1,15559
2021,1,Decree Nisi,1 to 2,6382
2021,1,Decree Nisi,2 to 3,2422
2021,1,Decree Nisi,3 to 4,1182
2021,1,Decree Nisi,4 to 5,795
2021,1,Decree Nisi,5 to 6,630
2021,1,Decree Nisi,6 to 7,405
2021,1,Hearing,2 to 3,492
2021,1,Hearing,3 to 4,381
2021,1,Hearing,4 to 5,342
2021,1,Hearing,5 to 6,306
2021,1,Hearing,6 to 7,220
2021,1,Hearing,7 to 8,114
2021,1,Hearing,8 to 9,87
2021,1,Hearing,9 to 10,54
2021,1,Hearing,10 to 11,20
2021,1,Hearing,11 to 12,7
2021,1,Hearing,12 to 13,8
2021,1,Hearing,13 to 14,4
2021,1,Hearing,14 to 15,6
2021,1,Hearing,15 to 16,6
2021,1,Hearing,16 to 17,3
2021,1,Hearing,17 to 18,5
2021,1,Hearing,18 to 19,7
2021,1,Hearing,19 to 20,1
2021,1,Hearing,20 to 21,1
2021,1,Hearing,0 to 1,17
2021,1,Hearing,1 to 2,345
2021,1,Petition,0 to 1,30899
2021,2,AR Application,14 to 15,57
2021,2,AR Application,15 to 16,84
2021,2,AR Application,16 to 17,45
2021,2,AR Application,17 to 18,55
2021,2,AR Application,18 to 19,29
2021,2,AR Application,2 to 3,1616
2021,2,AR Application,1 to 2,1865
2021,2,AR Application,0 to 1,1096
2021,2,AR Application,8 to 9,270
2021,2,AR Application,7 to 8,347
2021,2,AR Application,6 to 7,477
2021,2,AR Application,5 to 6,608
2021,2,AR Application,4 to 5,877
2021,2,AR Application,3 to 4,1099
2021,2,AR Application,9 to 10,222
2021,2,AR Application,10 to 11,160
2021,2,AR Application,11 to 12,132
2021,2,AR Application,12 to 13,97
2021,2,AR Application,13 to 14,77
2021,2,AR Order,18 to 19,24
2021,2,AR Order,17 to 18,77
2021,2,AR Order,16 to 17,85
2021,2,AR Order,15 to 16,102
2021,2,AR Order,0 to 1,291
2021,2,AR Order,1 to 2,1472
2021,2,AR Order,2 to 3,1552
2021,2,AR Order,3 to 4,1001
2021,2,AR Order,4 to 5,838
2021,2,AR Order,5 to 6,619
2021,2,AR Order,6 to 7,555
2021,2,AR Order,7 to 8,466
2021,2,AR Order,8 to 9,391
2021,2,AR Order,9 to 10,337
2021,2,AR Order,10 to 11,265
2021,2,AR Order,11 to 12,252
2021,2,AR Order,12 to 13,187
2021,2,AR Order,13 to 14,177
2021,2,AR Order,14 to 15,152
2021,2,Decree Absolute,0 to 1,4495
2021,2,Decree Absolute,1 to 2,7479
2021,2,Decree Absolute,2 to 3,3413
2021,2,Decree Absolute,3 to 4,2162
2021,2,Decree Absolute,4 to 5,1473
2021,2,Decree Absolute,5 to 6,1060
2021,2,Decree Absolute,6 to 7,832
2021,2,Decree Absolute,7 to 8,792
2021,2,Decree Absolute,8 to 9,607
2021,2,Decree Absolute,9 to 10,497
2021,2,Decree Absolute,10 to 11,386
2021,2,Decree Absolute,11 to 12,280
2021,2,Decree Absolute,12 to 13,217
2021,2,Decree Absolute,13 to 14,205
2021,2,Decree Absolute,14 to 15,190
2021,2,Decree Absolute,15 to 16,138
2021,2,Decree Absolute,16 to 17,96
2021,2,Decree Absolute,17 to 18,91
2021,2,Decree Absolute,18 to 19,42
2021,2,Decree Nisi,8 to 9,204
2021,2,Decree Nisi,9 to 10,167
2021,2,Decree Nisi,10 to 11,128
2021,2,Decree Nisi,11 to 12,75
2021,2,Decree Nisi,12 to 13,75
2021,2,Decree Nisi,6 to 7,442
2021,2,Decree Nisi,5 to 6,583
2021,2,Decree Nisi,4 to 5,950
2021,2,Decree Nisi,18 to 19,12
2021,2,Decree Nisi,17 to 18,44
2021,2,Decree Nisi,16 to 17,22
2021,2,Decree Nisi,15 to 16,44
2021,2,Decree Nisi,14 to 15,49
2021,2,Decree Nisi,13 to 14,66
2021,2,Decree Nisi,0 to 1,13620
2021,2,Decree Nisi,1 to 2,4668
2021,2,Decree Nisi,2 to 3,2588
2021,2,Decree Nisi,3 to 4,1339
2021,2,Decree Nisi,7 to 8,344
2021,2,Hearing,18 to 19,2
2021,2,Hearing,17 to 18,6
2021,2,Hearing,16 to 17,3
2021,2,Hearing,15 to 16,11
2021,2,Hearing,14 to 15,8
2021,2,Hearing,13 to 14,10
2021,2,Hearing,12 to 13,9
2021,2,Hearing,11 to 12,4
2021,2,Hearing,10 to 11,8
2021,2,Hearing,9 to 10,30
2021,2,Hearing,8 to 9,49
2021,2,Hearing,7 to 8,95
2021,2,Hearing,6 to 7,147
2021,2,Hearing,5 to 6,266
2021,2,Hearing,4 to 5,310
2021,2,Hearing,3 to 4,358
2021,2,Hearing,2 to 3,404
2021,2,Hearing,1 to 2,292
2021,2,Hearing,0 to 1,16
2021,2,Petition,0 to 1,27631
2021,3,AR Application,16 to 17,56
2021,3,AR Application,14 to 15,64
2021,3,AR Application,15 to 16,43
2021,3,AR Application,0 to 1,1196
2021,3,AR Application,1 to 2,1832
2021,3,AR Application,2 to 3,1539
2021,3,AR Application,3 to 4,1174
2021,3,AR Application,4 to 5,851
2021,3,AR Application,5 to 6,588
2021,3,AR Application,6 to 7,477
2021,3,AR Application,7 to 8,364
2021,3,AR Application,8 to 9,271
2021,3,AR Application,9 to 10,196
2021,3,AR Application,10 to 11,156
2021,3,AR Application,11 to 12,119
2021,3,AR Application,12 to 13,110
2021,3,AR Application,13 to 14,71
2021,3,AR Application,17 to 18,21
2021,3,AR Order,0 to 1,411
2021,3,AR Order,1 to 2,1536
2021,3,AR Order,2 to 3,1317
2021,3,AR Order,3 to 4,1022
2021,3,AR Order,4 to 5,819
2021,3,AR Order,5 to 6,646
2021,3,AR Order,6 to 7,570
2021,3,AR Order,7 to 8,488
2021,3,AR Order,8 to 9,413
2021,3,AR Order,9 to 10,314
2021,3,AR Order,10 to 11,336
2021,3,AR Order,11 to 12,201
2021,3,AR Order,12 to 13,204
2021,3,AR Order,17 to 18,26
2021,3,AR Order,16 to 17,73
2021,3,AR Order,15 to 16,86
2021,3,AR Order,14 to 15,133
2021,3,AR Order,13 to 14,183
2021,3,Decree Absolute,3 to 4,1917
2021,3,Decree Absolute,2 to 3,2962
2021,3,Decree Absolute,1 to 2,8003
2021,3,Decree Absolute,0 to 1,4059
2021,3,Decree Absolute,5 to 6,998
2021,3,Decree Absolute,6 to 7,909
2021,3,Decree Absolute,7 to 8,762
2021,3,Decree Absolute,8 to 9,600
2021,3,Decree Absolute,9 to 10,472
2021,3,Decree Absolute,10 to 11,377
2021,3,Decree Absolute,11 to 12,256
2021,3,Decree Absolute,12 to 13,216
2021,3,Decree Absolute,13 to 14,210
2021,3,Decree Absolute,14 to 15,151
2021,3,Decree Absolute,15 to 16,132
2021,3,Decree Absolute,17 to 18,50
2021,3,Decree Absolute,16 to 17,92
2021,3,Decree Absolute,4 to 5,1463
2021,3,Decree Nisi,0 to 1,14208
2021,3,Decree Nisi,1 to 2,3997
2021,3,Decree Nisi,2 to 3,2197
2021,3,Decree Nisi,5 to 6,530
2021,3,Decree Nisi,6 to 7,411
2021,3,Decree Nisi,7 to 8,235
2021,3,Decree Nisi,8 to 9,194
2021,3,Decree Nisi,9 to 10,142
2021,3,Decree Nisi,10 to 11,127
2021,3,Decree Nisi,11 to 12,69
2021,3,Decree Nisi,12 to 13,62
2021,3,Decree Nisi,13 to 14,52
2021,3,Decree Nisi,14 to 15,40
2021,3,Decree Nisi,15 to 16,38
2021,3,Decree Nisi,16 to 17,38
2021,3,Decree Nisi,17 to 18,18
2021,3,Decree Nisi,4 to 5,744
2021,3,Decree Nisi,3 to 4,1513
2021,3,Hearing,0 to 1,21
2021,3,Hearing,16 to 17,4
2021,3,Hearing,1 to 2,318
2021,3,Hearing,2 to 3,449
2021,3,Hearing,3 to 4,343
2021,3,Hearing,4 to 5,306
2021,3,Hearing,5 to 6,224
2021,3,Hearing,6 to 7,147
2021,3,Hearing,7 to 8,69
2021,3,Hearing,8 to 9,29
2021,3,Hearing,9 to 10,19
2021,3,Hearing,10 to 11,13
2021,3,Hearing,11 to 12,12
2021,3,Hearing,12 to 13,3
2021,3,Hearing,13 to 14,6
2021,3,Hearing,14 to 15,5
2021,3,Hearing,17 to 18,1
2021,3,Hearing,18 to 19,1
2021,3,Hearing,15 to 16,4
2021,3,Petition,0 to 1,26851
2021,4,AR Application,0 to 1,987
2021,4,AR Application,1 to 2,1797
2021,4,AR Application,2 to 3,1458
2021,4,AR Application,3 to 4,1108
2021,4,AR Application,4 to 5,702
2021,4,AR Application,5 to 6,520
2021,4,AR Application,6 to 7,403
2021,4,AR Application,7 to 8,296
2021,4,AR Application,8 to 9,215
2021,4,AR Application,9 to 10,186
2021,4,AR Application,10 to 11,129
2021,4,AR Application,11 to 12,120
2021,4,AR Application,12 to 13,73
2021,4,AR Application,13 to 14,82
2021,4,AR Application,14 to 15,61
2021,4,AR Application,15 to 16,54
2021,4,AR Application,16 to 17,18
2021,4,AR Order,16 to 17,30
2021,4,AR Order,15 to 16,84
2021,4,AR Order,14 to 15,106
2021,4,AR Order,13 to 14,137
2021,4,AR Order,12 to 13,191
2021,4,AR Order,11 to 12,221
2021,4,AR Order,10 to 11,249
2021,4,AR Order,9 to 10,342
2021,4,AR Order,8 to 9,341
2021,4,AR Order,7 to 8,414
2021,4,AR Order,6 to 7,473
2021,4,AR Order,5 to 6,631
2021,4,AR Order,4 to 5,692
2021,4,AR Order,3 to 4,924
2021,4,AR Order,2 to 3,1223
2021,4,AR Order,1 to 2,1371
2021,4,AR Order,0 to 1,430
2021,4,Decree Absolute,0 to 1,2977
2021,4,Decree Absolute,1 to 2,7151
2021,4,Decree Absolute,2 to 3,2595
2021,4,Decree Absolute,3 to 4,2038
2021,4,Decree Absolute,4 to 5,1191
2021,4,Decree Absolute,5 to 6,983
2021,4,Decree Absolute,6 to 7,669
2021,4,Decree Absolute,7 to 8,599
2021,4,Decree Absolute,8 to 9,464
2021,4,Decree Absolute,9 to 10,417
2021,4,Decree Absolute,10 to 11,296
2021,4,Decree Absolute,11 to 12,228
2021,4,Decree Absolute,12 to 13,227
2021,4,Decree Absolute,13 to 14,160
2021,4,Decree Absolute,14 to 15,130
2021,4,Decree Absolute,15 to 16,102
2021,4,Decree Absolute,16 to 17,45
2021,4,Decree Nisi,15 to 16,41
2021,4,Decree Nisi,14 to 15,36
2021,4,Decree Nisi,13 to 14,40
2021,4,Decree Nisi,12 to 13,53
2021,4,Decree Nisi,11 to 12,79
2021,4,Decree Nisi,10 to 11,88
2021,4,Decree Nisi,9 to 10,127
2021,4,Decree Nisi,8 to 9,153
2021,4,Decree Nisi,7 to 8,186
2021,4,Decree Nisi,0 to 1,11711
2021,4,Decree Nisi,1 to 2,3830
2021,4,Decree Nisi,2 to 3,2684
2021,4,Decree Nisi,3 to 4,943
2021,4,Decree Nisi,4 to 5,545
2021,4,Decree Nisi,5 to 6,441
2021,4,Decree Nisi,6 to 7,247
2021,4,Decree Nisi,16 to 17,20
2021,4,Hearing,0 to 1,14
2021,4,Hearing,16 to 17,6
2021,4,Hearing,15 to 16,4
2021,4,Hearing,14 to 15,2
2021,4,Hearing,13 to 14,8
2021,4,Hearing,12 to 13,9
2021,4,Hearing,11 to 12,4
2021,4,Hearing,10 to 11,8
2021,4,Hearing,9 to 10,8
2021,4,Hearing,8 to 9,15
2021,4,Hearing,7 to 8,28
2021,4,Hearing,6 to 7,65
2021,4,Hearing,5 to 6,155
2021,4,Hearing,4 to 5,216
2021,4,Hearing,3 to 4,352
2021,4,Hearing,2 to 3,354
2021,4,Hearing,1 to 2,272
2021,4,Petition,0 to 1,23151
2022,1,AR Application,15 to 16,25
2022,1,AR Application,14 to 15,78
2022,1,AR Application,13 to 14,104
2022,1,AR Application,12 to 13,111
2022,1,AR Application,11 to 12,126
2022,1,AR Application,10 to 11,176
2022,1,AR Application,9 to 10,217
2022,1,AR Application,8 to 9,294
2022,1,AR Application,7 to 8,326
2022,1,AR Application,6 to 7,459
2022,1,AR Application,5 to 6,726
2022,1,AR Application,4 to 5,979
2022,1,AR Application,3 to 4,1196
2022,1,AR Application,2 to 3,1784
2022,1,AR Application,1 to 2,2147
2022,1,AR Application,0 to 1,925
2022,1,AR Order,0 to 1,287
2022,1,AR Order,1 to 2,1603
2022,1,AR Order,2 to 3,1376
2022,1,AR Order,3 to 4,1144
2022,1,AR Order,4 to 5,940
2022,1,AR Order,5 to 6,784
2022,1,AR Order,6 to 7,613
2022,1,AR Order,7 to 8,476
2022,1,AR Order,8 to 9,448
2022,1,AR Order,9 to 10,381
2022,1,AR Order,10 to 11,324
2022,1,AR Order,11 to 12,304
2022,1,AR Order,12 to 13,210
2022,1,AR Order,13 to 14,163
2022,1,AR Order,14 to 15,140
2022,1,AR Order,15 to 16,33
2022,1,Decree Absolute,15 to 16,77
2022,1,Decree Absolute,14 to 15,175
2022,1,Decree Absolute,13 to 14,211
2022,1,Decree Absolute,12 to 13,265
2022,1,Decree Absolute,11 to 12,345
2022,1,Decree Absolute,10 to 11,422
2022,1,Decree Absolute,9 to 10,408
2022,1,Decree Absolute,8 to 9,629
2022,1,Decree Absolute,7 to 8,682
2022,1,Decree Absolute,6 to 7,990
2022,1,Decree Absolute,5 to 6,1160
2022,1,Decree Absolute,4 to 5,1679
2022,1,Decree Absolute,3 to 4,2446
2022,1,Decree Absolute,2 to 3,4242
2022,1,Decree Absolute,1 to 2,11439
2022,1,Decree Absolute,0 to 1,1047
2022,1,Decree Nisi,15 to 16,23
2022,1,Decree Nisi,14 to 15,55
2022,1,Decree Nisi,13 to 14,54
2022,1,Decree Nisi,12 to 13,76
2022,1,Decree Nisi,11 to 12,83
2022,1,Decree Nisi,10 to 11,111
2022,1,Decree Nisi,9 to 10,145
2022,1,Decree Nisi,8 to 9,189
2022,1,Decree Nisi,7 to 8,267
2022,1,Decree Nisi,6 to 7,324
2022,1,Decree Nisi,5 to 6,431
2022,1,Decree Nisi,4 to 5,818
2022,1,Decree Nisi,3 to 4,1284
2022,1,Decree Nisi,2 to 3,2742
2022,1,Decree Nisi,1 to 2,10638
2022,1,Decree Nisi,0 to 1,10331
2022,1,Hearing,9 to 10,7
2022,1,Hearing,10 to 11,9
2022,1,Hearing,11 to 12,6
2022,1,Hearing,12 to 13,11
2022,1,Hearing,13 to 14,9
2022,1,Hearing,14 to 15,12
2022,1,Hearing,15 to 16,1
2022,1,Hearing,17 to 18,1
2022,1,Hearing,3 to 4,331
2022,1,Hearing,4 to 5,227
2022,1,Hearing,5 to 6,87
2022,1,Hearing,6 to 7,40
2022,1,Hearing,0 to 1,18
2022,1,Hearing,1 to 2,262
2022,1,Hearing,2 to 3,434
2022,1,Hearing,7 to 8,12
2022,1,Hearing,8 to 9,16
2022,1,Petition,0 to 1,30281
2022,2,AR Application,2 to 3,3721
2022,2,AR Application,3 to 4,2355
2022,2,AR Application,4 to 5,1485
2022,2,AR Application,5 to 6,1019
2022,2,AR Application,6 to 7,737
2022,2,AR Application,7 to 8,505
2022,2,AR Application,8 to 9,439
2022,2,AR Application,9 to 10,301
2022,2,AR Application,10 to 11,236
2022,2,AR Application,11 to 12,221
2022,2,AR Application,12 to 13,181
2022,2,AR Application,13 to 14,153
2022,2,AR Application,14 to 15,72
2022,2,AR Application,1 to 2,736
2022,2,AR Application,0 to 1,480
2022,2,AR Order,5 to 6,1163
2022,2,AR Order,6 to 7,919
2022,2,AR Order,7 to 8,711
2022,2,AR Order,14 to 15,88
2022,2,AR Order,13 to 14,203
2022,2,AR Order,12 to 13,304
2022,2,AR Order,11 to 12,351
2022,2,AR Order,10 to 11,461
2022,2,AR Order,8 to 9,700
2022,2,AR Order,9 to 10,533
2022,2,AR Order,0 to 1,4
2022,2,AR Order,1 to 2,53
2022,2,AR Order,2 to 3,2871
2022,2,AR Order,3 to 4,2163
2022,2,AR Order,4 to 5,1508
2022,2,Decree Absolute,7 to 8,996
2022,2,Decree Absolute,8 to 9,805
2022,2,Decree Absolute,9 to 10,578
2022,2,Decree Absolute,10 to 11,424
2022,2,Decree Absolute,11 to 12,359
2022,2,Decree Absolute,12 to 13,344
2022,2,Decree Absolute,13 to 14,275
2022,2,Decree Absolute,14 to 15,115
2022,2,Decree Absolute,0 to 1,1
2022,2,Decree Absolute,1 to 2,66
2022,2,Decree Absolute,2 to 3,16754
2022,2,Decree Absolute,3 to 4,5845
2022,2,Decree Absolute,4 to 5,2426
2022,2,Decree Absolute,5 to 6,1720
2022,2,Decree Absolute,6 to 7,1208
2022,2,Decree Nisi,0 to 1,36
2022,2,Decree Nisi,1 to 2,7505
2022,2,Decree Nisi,2 to 3,20139
2022,2,Decree Nisi,3 to 4,2417
2022,2,Decree Nisi,4 to 5,1018
2022,2,Decree Nisi,5 to 6,554
2022,2,Decree Nisi,6 to 7,500
2022,2,Decree Nisi,7 to 8,383
2022,2,Decree Nisi,8 to 9,248
2022,2,Decree Nisi,9 to 10,141
2022,2,Decree Nisi,10 to 11,93
2022,2,Decree Nisi,11 to 12,108
2022,2,Decree Nisi,12 to 13,114
2022,2,Decree Nisi,13 to 14,77
2022,2,Decree Nisi,14 to 15,33
2022,2,Hearing,13 to 14,1
2022,2,Hearing,8 to 9,1
2022,2,Hearing,4 to 5,2
2022,2,Hearing,3 to 4,4
2022,2,Hearing,2 to 3,3
2022,2,Hearing,1 to 2,2
2022,2,Hearing,0 to 1,1
2022,2,Hearing,10 to 11,1
2022,2,Petition,0 to 1,35429
2022,3,AR Application,0 to 1,521
2022,3,AR Application,1 to 2,532
2022,3,AR Application,2 to 3,3142
2022,3,AR Application,3 to 4,1963
2022,3,AR Application,4 to 5,1425
2022,3,AR Application,5 to 6,941
2022,3,AR Application,6 to 7,760
2022,3,AR Application,7 to 8,468
2022,3,AR Application,8 to 9,432
2022,3,AR Application,9 to 10,315
2022,3,AR Application,10 to 11,251
2022,3,AR Application,11 to 12,207
2022,3,AR Application,12 to 13,189
2022,3,AR Application,13 to 14,66
2022,3,AR Order,11 to 12,367
2022,3,AR Order,10 to 11,416
2022,3,AR Order,9 to 10,557
2022,3,AR Order,8 to 9,641
2022,3,AR Order,7 to 8,750
2022,3,AR Order,6 to 7,864
2022,3,AR Order,5 to 6,1044
2022,3,AR Order,4 to 5,1524
2022,3,AR Order,0 to 1,4
2022,3,AR Order,1 to 2,25
2022,3,AR Order,3 to 4,1833
2022,3,AR Order,2 to 3,2241
2022,3,AR Order,13 to 14,106
2022,3,AR Order,12 to 13,261
2022,3,Decree Absolute,0 to 1,1
