case,stage,year,quarter,applicant,main_applicant_gender,other_applicant_gender,count,mean_weeks,median_weeks
Divorce,Final Order,2024,,All,All,All,93449,48.603,39.143
Divorce,Final Order,2024,,Joint,All,All,22614,43.93,35.429
Divorce,Final Order,2024,,Sole,All,All,70835,50.095,40.429
Divorce,Final Order,2025,,All,All,All,98945,55.578,40.857
Divorce,Final Order,2025,,Joint,All,All,25391,49.232,37.571
Divorce,Final Order,2025,,Sole,All,All,73554,57.768,42.286
Divorce,Final Order,,2022 Q4,Sole,All,All,5267,32.83,32.571
Divorce,Final Order,,2022 Q4,Joint,All,All,2127,32.845,32.571
Divorce,Final Order,,2022 Q4,All,All,All,7394,32.835,32.571
Divorce,Final Order,,2023 Q1,Sole,All,All,13327,36.166,34.857
Divorce,Final Order,,2023 Q1,Joint,All,All,4678,35.535,34.286
Divorce,Final Order,,2023 Q1,All,All,All,18005,36.002,34.714
Divorce,Final Order,,2023 Q2,Joint,All,All,5288,35.942,33.429
Divorce,Final Order,,2023 Q2,Sole,All,All,14784,38.031,34.857
Divorce,Final Order,,2023 Q2,All,All,All,20072,37.481,34.429
Divorce,Final Order,,2023 Q3,Joint,All,All,5175,37.407,32.286
Divorce,Final Order,,2023 Q3,Sole,All,All,14833,40.998,36.143
Divorce,Final Order,,2023 Q3,All,All,All,20008,40.069,35
Divorce,Final Order,,2023 Q4,Sole,All,All,12840,45.44,38.714
Divorce,Final Order,,2023 Q4,Joint,All,All,5226,39.801,34
Divorce,Final Order,,2023 Q4,All,All,All,18066,43.809,37.286
Divorce,Final Order,,2024 Q1,Sole,All,All,16832,48.872,41.571
Divorce,Final Order,,2024 Q1,Joint,All,All,5103,43.087,36.286
Divorce,Final Order,,2024 Q1,All,All,All,21935,47.526,40.429
Divorce,Final Order,,2024 Q2,Sole,All,All,19801,48.005,39.571
Divorce,Final Order,,2024 Q2,Joint,All,All,5897,43.056,35.571
Divorce,Final Order,,2024 Q2,All,All,All,25698,46.869,38.571
Divorce,Final Order,,2024 Q3,Sole,All,All,18562,50.077,39.429
Divorce,Final Order,,2024 Q3,Joint,All,All,6297,43.208,34.571
Divorce,Final Order,,2024 Q3,All,All,All,24859,48.337,38
Divorce,Final Order,,2024 Q4,Joint,All,All,5317,46.562,35.429
Divorce,Final Order,,2024 Q4,Sole,All,All,15640,54.079,41
Divorce,Final Order,,2024 Q4,All,All,All,20957,52.172,39.286
Divorce,Final Order,,2025 Q1,Sole,All,All,14707,59.786,44.857
Divorce,Final Order,,2025 Q1,Joint,All,All,5370,50.356,38.857
Divorce,Final Order,,2025 Q1,All,All,All,20077,57.264,42.857
Divorce,Final Order,,2025 Q2,Joint,All,All,6415,49.367,38.714
Divorce,Final Order,,2025 Q2,Sole,All,All,19948,57.088,42.929
Divorce,Final Order,,2025 Q2,All,All,All,26363,55.209,41.714
Divorce,Final Order,,2025 Q3,Joint,All,All,6663,49.756,37.429
Divorce,Final Order,,2025 Q3,Sole,All,All,19499,58.042,42.286
Divorce,Final Order,,2025 Q3,All,All,All,26162,55.932,40.857
Divorce,Final Order,,2025 Q4,Sole,All,All,19400,56.663,38.714
Divorce,Final Order,,2025 Q4,Joint,All,All,6943,47.735,35.571
Divorce,Final Order,,2025 Q4,All,All,All,26343,54.31,37.571
Divorce and Civil Partnership,Application,2022,,All,Male,Female,33029,,
Divorce and Civil Partnership,Application,2022,,All,Female,Male,47,,
Divorce and Civil Partnership,Application,2022,,All,Female,Female,352,,
Divorce and Civil Partnership,Application,2022,,All,Male,Female,41,,
Divorce and Civil Partnership,Application,2022,,Sole,Unknown,N/A,2693,,
Divorce and Civil Partnership,Application,2022,,Sole,Female,N/A,243,,
Divorce and Civil Partnership,Application,2022,,Joint,Male,Unknown,3,,
Divorce and Civil Partnership,Application,2022,,Joint,Unknown,Unknown,785,,
Divorce and Civil Partnership,Application,2022,,Joint,Male,Male,222,,
Divorce and Civil Partnership,Application,2022,,All,All,All,91871,,
Divorce and Civil Partnership,Application,2022,,All,Female,Female,1016,,
Divorce and Civil Partnership,Application,2022,,All,Male,Unknown,11,,
Divorce and Civil Partnership,Application,2022,,All,Male,Male,325,,
Divorce and Civil Partnership,Application,2022,,All,Unknown,Male,21,,
Divorce and Civil Partnership,Application,2022,,All,Unknown,Unknown,3441,,
Divorce and Civil Partnership,Application,2022,,All,Unknown,Unknown,50,,
Divorce and Civil Partnership,Application,2022,,All,Unknown,Female,19,,
Divorce and Civil Partnership,Application,2022,,All,Male,Male,574,,
Divorce and Civil Partnership,Application,2022,,All,Female,Unknown,8,,
Divorce and Civil Partnership,Application,2022,,All,Female,Male,52937,,
Divorce and Civil Partnership,Application,2022,,Joint,Female,Female,301,,
Divorce and Civil Partnership,Application,2022,,Joint,Male,Male,140,,
Divorce and Civil Partnership,Application,2022,,Joint,Female,Male,10339,,
Divorce and Civil Partnership,Application,2022,,Joint,Female,Male,23,,
Divorce and Civil Partnership,Application,2022,,Joint,Unknown,Male,3,,
Divorce and Civil Partnership,Application,2022,,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,2022,,Joint,Male,Female,22,,
Divorce and Civil Partnership,Application,2022,,Joint,Male,Female,7911,,
Divorce and Civil Partnership,Application,2022,,Joint,Unknown,Unknown,19,,
Divorce and Civil Partnership,Application,2022,,Joint,Female,Female,133,,
Divorce and Civil Partnership,Application,2022,,Joint,All,All,19902,,
Divorce and Civil Partnership,Application,2022,,Sole,All,All,71969,,
Divorce and Civil Partnership,Application,2022,,Sole,Female,N/A,43320,,
Divorce and Civil Partnership,Application,2022,,Sole,Male,N/A,204,,
Divorce and Civil Partnership,Application,2022,,Sole,Male,N/A,25478,,
Divorce and Civil Partnership,Application,2022,,Sole,Unknown,N/A,31,,
Divorce and Civil Partnership,Application,2023,,All,Male,Female,40092,,
Divorce and Civil Partnership,Application,2023,,All,Unknown,Unknown,48,,
Divorce and Civil Partnership,Application,2023,,All,Female,Male,64426,,
Divorce and Civil Partnership,Application,2023,,All,Female,Female,376,,
Divorce and Civil Partnership,Application,2023,,Sole,Male,N/A,247,,
Divorce and Civil Partnership,Application,2023,,All,Unknown,Male,13,,
Divorce and Civil Partnership,Application,2023,,All,Male,Unknown,11,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Male,143,,
Divorce and Civil Partnership,Application,2023,,Joint,Unknown,Unknown,24,,
Divorce and Civil Partnership,Application,2023,,Joint,Unknown,Male,1,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Female,57,,
Divorce and Civil Partnership,Application,2023,,Joint,Female,Male,42,,
Divorce and Civil Partnership,Application,2023,,Joint,Female,Female,133,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Male,236,,
Divorce and Civil Partnership,Application,2023,,All,All,All,113073,,
Divorce and Civil Partnership,Application,2023,,All,Male,Unknown,1,,
Divorce and Civil Partnership,Application,2023,,All,Male,Female,104,,
Divorce and Civil Partnership,Application,2023,,All,Unknown,Female,15,,
Divorce and Civil Partnership,Application,2023,,All,Unknown,Unknown,5491,,
Divorce and Civil Partnership,Application,2023,,All,Female,Female,1380,,
Divorce and Civil Partnership,Application,2023,,All,Female,Unknown,14,,
Divorce and Civil Partnership,Application,2023,,All,Male,Male,343,,
Divorce and Civil Partnership,Application,2023,,All,Male,Male,677,,
Divorce and Civil Partnership,Application,2023,,All,Female,Male,82,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Female,10342,,
Divorce and Civil Partnership,Application,2023,,Joint,Female,Female,440,,
Divorce and Civil Partnership,Application,2023,,Joint,Unknown,Unknown,1692,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,2023,,Joint,Male,Unknown,3,,
Divorce and Civil Partnership,Application,2023,,Joint,Female,Male,13308,,
Divorce and Civil Partnership,Application,2023,,Joint,Female,Unknown,3,,
Divorce and Civil Partnership,Application,2023,,Joint,All,All,26425,,
Divorce and Civil Partnership,Application,2023,,Sole,All,All,86648,,
Divorce and Civil Partnership,Application,2023,,Sole,Female,N/A,52069,,
Divorce and Civil Partnership,Application,2023,,Sole,Male,N/A,30199,,
Divorce and Civil Partnership,Application,2023,,Sole,Unknown,N/A,3826,,
Divorce and Civil Partnership,Application,2023,,Sole,Unknown,N/A,24,,
Divorce and Civil Partnership,Application,2023,,Sole,Female,N/A,283,,
Divorce and Civil Partnership,Application,2024,,All,Female,Male,64207,,
Divorce and Civil Partnership,Application,2024,,All,Male,Unknown,4,,
Divorce and Civil Partnership,Application,2024,,All,Male,Male,680,,
Divorce and Civil Partnership,Application,2024,,All,Unknown,Male,6,,
Divorce and Civil Partnership,Application,2024,,All,Male,Male,330,,
Divorce and Civil Partnership,Application,2024,,All,Female,Female,1429,,
Divorce and Civil Partnership,Application,2024,,Sole,Male,N/A,29017,,
Divorce and Civil Partnership,Application,2024,,Sole,Unknown,N/A,2627,,
Divorce and Civil Partnership,Application,2024,,Joint,Unknown,Unknown,24,,
Divorce and Civil Partnership,Application,2024,,Joint,Male,Female,59,,
Divorce and Civil Partnership,Application,2024,,Joint,Male,Unknown,2,,
Divorce and Civil Partnership,Application,2024,,Joint,Female,Female,115,,
Divorce and Civil Partnership,Application,2024,,Joint,Male,Male,155,,
Divorce and Civil Partnership,Application,2024,,Joint,Female,Male,14336,,
Divorce and Civil Partnership,Application,2024,,All,All,All,110428,,
Divorce and Civil Partnership,Application,2024,,All,Female,Unknown,12,,
Divorce and Civil Partnership,Application,2024,,All,Female,Male,118,,
Divorce and Civil Partnership,Application,2024,,All,Unknown,Female,6,,
Divorce and Civil Partnership,Application,2024,,All,Female,Female,308,,
Divorce and Civil Partnership,Application,2024,,All,Unknown,Unknown,39,,
Divorce and Civil Partnership,Application,2024,,All,Male,Female,120,,
Divorce and Civil Partnership,Application,2024,,All,Male,Female,39394,,
Divorce and Civil Partnership,Application,2024,,All,Unknown,Unknown,3775,,
Divorce and Civil Partnership,Application,2024,,Joint,Male,Male,259,,
Divorce and Civil Partnership,Application,2024,,Joint,Female,Unknown,2,,
Divorce and Civil Partnership,Application,2024,,Joint,Unknown,Unknown,1159,,
Divorce and Civil Partnership,Application,2024,,Joint,Male,Female,10800,,
Divorce and Civil Partnership,Application,2024,,Joint,Female,Male,60,,
Divorce and Civil Partnership,Application,2024,,Joint,Unknown,Male,1,,
Divorce and Civil Partnership,Application,2024,,Joint,Female,Female,479,,
Divorce and Civil Partnership,Application,2024,,Joint,All,All,27451,,
Divorce and Civil Partnership,Application,2024,,Sole,All,All,82977,,
Divorce and Civil Partnership,Application,2024,,Sole,Female,N/A,50831,,
Divorce and Civil Partnership,Application,2024,,Sole,Unknown,N/A,15,,
Divorce and Civil Partnership,Application,2024,,Sole,Female,N/A,251,,
Divorce and Civil Partnership,Application,2024,,Sole,Male,N/A,236,,
Divorce and Civil Partnership,Application,2025,,All,Male,Male,824,,
Divorce and Civil Partnership,Application,2025,,All,Unknown,Unknown,35,,
Divorce and Civil Partnership,Application,2025,,All,Female,Female,271,,
Divorce and Civil Partnership,Application,2025,,Sole,Unknown,N/A,1513,,
Divorce and Civil Partnership,Application,2025,,Joint,Male,Female,88,,
Divorce and Civil Partnership,Application,2025,,Joint,Male,Male,154,,
Divorce and Civil Partnership,Application,2025,,Joint,Female,Female,565,,
Divorce and Civil Partnership,Application,2025,,All,All,All,109184,,
Divorce and Civil Partnership,Application,2025,,All,Female,Female,1587,,
Divorce and Civil Partnership,Application,2025,,All,Male,Female,171,,
Divorce and Civil Partnership,Application,2025,,All,Female,Male,179,,
Divorce and Civil Partnership,Application,2025,,All,Female,Male,64016,,
Divorce and Civil Partnership,Application,2025,,All,Male,Female,39467,,
Divorce and Civil Partnership,Application,2025,,All,Male,Male,285,,
Divorce and Civil Partnership,Application,2025,,All,Unknown,Unknown,2329,,
Divorce and Civil Partnership,Application,2025,,All,Unknown,Male,2,,
Divorce and Civil Partnership,Application,2025,,All,Female,Unknown,12,,
Divorce and Civil Partnership,Application,2025,,All,Unknown,Female,2,,
Divorce and Civil Partnership,Application,2025,,All,Male,Unknown,4,,
Divorce and Civil Partnership,Application,2025,,Joint,Male,Female,11928,,
Divorce and Civil Partnership,Application,2025,,Joint,Male,Male,292,,
Divorce and Civil Partnership,Application,2025,,Joint,Unknown,Unknown,22,,
Divorce and Civil Partnership,Application,2025,,Joint,Female,Male,15319,,
Divorce and Civil Partnership,Application,2025,,Joint,Unknown,Unknown,820,,
Divorce and Civil Partnership,Application,2025,,Joint,Female,Unknown,6,,
Divorce and Civil Partnership,Application,2025,,Joint,Female,Female,125,,
Divorce and Civil Partnership,Application,2025,,Joint,Female,Male,95,,
Divorce and Civil Partnership,Application,2025,,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,2025,,Joint,All,All,29415,,
Divorce and Civil Partnership,Application,2025,,Sole,All,All,79769,,
Divorce and Civil Partnership,Application,2025,,Sole,Male,N/A,28074,,
Divorce and Civil Partnership,Application,2025,,Sole,Female,N/A,49725,,
Divorce and Civil Partnership,Application,2025,,Sole,Male,N/A,214,,
Divorce and Civil Partnership,Application,2025,,Sole,Female,N/A,230,,
Divorce and Civil Partnership,Application,2025,,Sole,Unknown,N/A,13,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Male,N/A,9631,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Unknown,N/A,859,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Male,N/A,66,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Unknown,N/A,12,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Female,N/A,16939,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,Female,N/A,92,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,All,All,7498,,
Divorce and Civil Partnership,Application,,2022 Q2,Sole,All,All,27599,,
Divorce and Civil Partnership,Application,,2022 Q2,All,All,All,35097,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Male,Female,5,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Male,Male,88,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Unknown,Unknown,9,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Unknown,Unknown,201,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Female,Female,44,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Male,Male,112,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Unknown,Male,11,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Unknown,Unknown,1041,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Female,Male,17,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Female,Male,20681,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Female,Female,408,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Male,Female,11,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Male,Male,231,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Female,Female,131,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Female,Male,4020,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Male,Male,52,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Male,Female,2941,,
Divorce and Civil Partnership,Application,,2022 Q2,Joint,Female,Male,7,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Unknown,Female,8,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Male,Female,12427,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Male,Unknown,2,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Unknown,Unknown,21,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2022 Q2,All,Female,Female,126,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Unknown,N/A,997,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Male,N/A,8538,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Female,N/A,78,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Female,N/A,14578,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Male,N/A,72,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,All,All,6752,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,All,All,24274,,
Divorce and Civil Partnership,Application,,2022 Q3,All,All,All,31026,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Female,Male,17792,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Female,Male,7,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Male,Male,45,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Unknown,Unknown,313,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Female,Male,3451,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Male,Male,71,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Male,Female,8,,
Divorce and Civil Partnership,Application,,2022 Q3,Sole,Unknown,N/A,11,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Female,Female,121,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Unknown,Female,7,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Male,Male,110,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Female,Male,12,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Unknown,Unknown,18,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Male,Female,11129,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Female,Unknown,3,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Unknown,Male,6,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Male,Unknown,4,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Male,Male,190,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Female,Female,48,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Female,Female,85,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Male,Female,2713,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Unknown,Male,2,,
Divorce and Civil Partnership,Application,,2022 Q3,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Unknown,Unknown,1299,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Female,Female,320,,
Divorce and Civil Partnership,Application,,2022 Q3,All,Male,Female,15,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Male,N/A,7309,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Unknown,N/A,8,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Unknown,N/A,837,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Female,N/A,11803,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Male,N/A,66,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,Female,N/A,73,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,All,All,5652,,
Divorce and Civil Partnership,Application,,2022 Q4,Sole,All,All,20096,,
Divorce and Civil Partnership,Application,,2022 Q4,All,All,All,25748,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Male,Male,63,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Male,Male,43,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Male,Female,2257,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Unknown,Male,1,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Unknown,Unknown,1101,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Male,Male,153,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Unknown,Female,4,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Male,Unknown,5,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Unknown,Male,4,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Female,Female,105,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Female,Female,85,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Unknown,Unknown,271,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Male,Female,9,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Female,Female,41,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Unknown,Unknown,3,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Female,Male,2868,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Male,Unknown,2,,
Divorce and Civil Partnership,Application,,2022 Q4,Joint,Female,Male,9,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Male,Female,9473,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Female,Unknown,4,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Male,Female,15,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Female,Female,288,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Male,Male,103,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Female,Male,14464,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Female,Male,18,,
Divorce and Civil Partnership,Application,,2022 Q4,All,Unknown,Unknown,11,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Female,N/A,87,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Male,N/A,8398,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Female,N/A,14579,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Male,N/A,68,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Unknown,N/A,962,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,Unknown,N/A,9,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,All,All,7328,,
Divorce and Civil Partnership,Application,,2023 Q1,Sole,All,All,24103,,
Divorce and Civil Partnership,Application,,2023 Q1,All,All,All,31431,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Female,2857,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Male,46,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Female,Male,3740,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Female,Female,123,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Female,Female,36,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Unknown,Unknown,422,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Unknown,Female,3,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Female,Female,116,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Female,Male,18,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Female,19,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Unknown,Unknown,16,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Female,Female,377,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Male,106,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Unknown,Male,3,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Unknown,Unknown,1379,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Male,191,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Male,72,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Female,11,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Unknown,Male,1,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Female,Male,11,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q1,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Unknown,3,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Female,Male,18063,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Male,Female,11134,,
Divorce and Civil Partnership,Application,,2023 Q1,All,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Unknown,N/A,7,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Unknown,N/A,1008,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Male,N/A,65,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Male,N/A,7568,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Female,N/A,12959,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,Female,N/A,73,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,All,All,6542,,
Divorce and Civil Partnership,Application,,2023 Q2,Sole,All,All,21680,,
Divorce and Civil Partnership,Application,,2023 Q2,All,All,All,28222,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Female,Female,341,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Female,Male,3308,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Male,Female,2530,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Female,Female,111,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Unknown,Unknown,5,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Male,Female,12,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Male,Male,46,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Female,Unknown,3,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Female,Male,16036,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Male,Male,82,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Male,Male,146,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Unknown,Female,5,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Male,Female,25,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Female,Female,42,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Female,Male,15,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Unknown,Unknown,441,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Male,Male,30,,
Divorce and Civil Partnership,Application,,2023 Q2,Joint,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Unknown,Male,2,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Unknown,Unknown,1442,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Male,Female,9996,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Female,Male,28,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Female,Female,102,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Unknown,Unknown,12,,
Divorce and Civil Partnership,Application,,2023 Q2,All,Male,Unknown,2,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Male,N/A,63,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Unknown,N/A,3,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Unknown,N/A,971,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Male,N/A,7678,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Female,N/A,62,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,Female,N/A,13236,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,All,All,6752,,
Divorce and Civil Partnership,Application,,2023 Q3,Sole,All,All,22013,,
Divorce and Civil Partnership,Application,,2023 Q3,All,All,All,28765,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Female,Male,16341,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Male,Male,204,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Female,Male,8,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Male,Male,41,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Male,Male,79,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Female,Male,18,,
