type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Order granted,2012,2,Adoption,Standard,M/F couple,Female,<1 year,8
Order granted,2012,2,Adoption,Standard,M/F couple,Male,1-4 years,322
Order granted,2012,2,Adoption,Standard,M/F couple,Male,10-14 years,11
Order granted,2012,2,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2012,2,Adoption,Standard,M/F couple,Male,5-9 years,72
Order granted,2012,2,Adoption,Standard,M/F couple,Male,<1 year,14
Order granted,2012,2,Adoption,Standard,Other or not stated,Female,1-4 years,2
Order granted,2012,2,Adoption,Standard,Other or not stated,Female,10-14 years,2
Order granted,2012,2,Adoption,Standard,Other or not stated,Female,15-17 years,1
Order granted,2012,2,Adoption,Standard,Other or not stated,Male,1-4 years,5
Order granted,2012,2,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2012,2,Adoption,Standard,Same sex couple,Female,1-4 years,9
Order granted,2012,2,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2012,2,Adoption,Standard,Same sex couple,Female,5-9 years,2
Order granted,2012,2,Adoption,Standard,Same sex couple,Male,1-4 years,29
Order granted,2012,2,Adoption,Standard,Same sex couple,Male,5-9 years,12
Order granted,2012,2,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,1-4 years,27
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,10-14 years,27
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,15-17 years,5
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,5-9 years,37
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2012,2,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,1-4 years,39
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,5-9 years,37
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2012,2,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2012,2,Adoption,Standard,Step parent,Female,1-4 years,5
Order granted,2012,2,Adoption,Standard,Step parent,Female,10-14 years,21
Order granted,2012,2,Adoption,Standard,Step parent,Female,15-17 years,6
Order granted,2012,2,Adoption,Standard,Step parent,Female,5-9 years,17
Order granted,2012,2,Adoption,Standard,Step parent,Female,Other,3
Order granted,2012,2,Adoption,Standard,Step parent,Male,1-4 years,1
Order granted,2012,2,Adoption,Standard,Step parent,Male,10-14 years,18
Order granted,2012,2,Adoption,Standard,Step parent,Male,15-17 years,5
Order granted,2012,2,Adoption,Standard,Step parent,Male,5-9 years,15
Order granted,2012,2,Adoption,Standard,Step parent,Male,Other,2
Order granted,2012,3,Adoption,Standard,M/F couple,Female,1-4 years,316
Order granted,2012,3,Adoption,Standard,M/F couple,Female,10-14 years,14
Order granted,2012,3,Adoption,Standard,M/F couple,Female,15-17 years,3
Order granted,2012,3,Adoption,Standard,M/F couple,Female,5-9 years,99
Order granted,2012,3,Adoption,Standard,M/F couple,Female,<1 year,10
Order granted,2012,3,Adoption,Standard,M/F couple,Male,1-4 years,356
Order granted,2012,3,Adoption,Standard,M/F couple,Male,10-14 years,6
Order granted,2012,3,Adoption,Standard,M/F couple,Male,5-9 years,97
Order granted,2012,3,Adoption,Standard,M/F couple,Male,<1 year,7
Order granted,2012,3,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2012,3,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2012,3,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2012,3,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2012,3,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,1-4 years,14
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,10-14 years,2
Order granted,2012,3,Adoption,Standard,Same sex couple,Female,5-9 years,9
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,1-4 years,29
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2012,3,Adoption,Standard,Same sex couple,Male,5-9 years,11
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,1-4 years,38
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,10-14 years,15
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,5-9 years,44
Order granted,2012,3,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,1-4 years,34
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,10-14 years,19
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,15-17 years,4
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,5-9 years,31
Order granted,2012,3,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2012,3,Adoption,Standard,Step parent,Female,1-4 years,12
Order granted,2012,3,Adoption,Standard,Step parent,Female,10-14 years,23
Order granted,2012,3,Adoption,Standard,Step parent,Female,15-17 years,7
Order granted,2012,3,Adoption,Standard,Step parent,Female,5-9 years,13
Order granted,2012,3,Adoption,Standard,Step parent,Female,<1 year,1
Order granted,2012,3,Adoption,Standard,Step parent,Female,Other,1
Order granted,2012,3,Adoption,Standard,Step parent,Male,1-4 years,10
Order granted,2012,3,Adoption,Standard,Step parent,Male,10-14 years,28
Order granted,2012,3,Adoption,Standard,Step parent,Male,15-17 years,9
Order granted,2012,3,Adoption,Standard,Step parent,Male,5-9 years,12
Order granted,2012,3,Adoption,Standard,Step parent,Male,<1 year,1
Order granted,2012,3,Adoption,Standard,Step parent,Male,Other,2
Order granted,2012,4,Adoption,Standard,M/F couple,Female,1-4 years,362
Order granted,2012,4,Adoption,Standard,M/F couple,Female,10-14 years,2
Order granted,2012,4,Adoption,Standard,M/F couple,Female,5-9 years,84
Order granted,2012,4,Adoption,Standard,M/F couple,Female,<1 year,21
Order granted,2012,4,Adoption,Standard,M/F couple,Male,1-4 years,351
Order granted,2012,4,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2012,4,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2012,4,Adoption,Standard,M/F couple,Male,5-9 years,95
Order granted,2012,4,Adoption,Standard,M/F couple,Male,<1 year,18
Order granted,2012,4,Adoption,Standard,Other or not stated,Female,1-4 years,4
Order granted,2012,4,Adoption,Standard,Other or not stated,Female,5-9 years,3
Order granted,2012,4,Adoption,Standard,Other or not stated,Male,1-4 years,5
Order granted,2012,4,Adoption,Standard,Other or not stated,Male,5-9 years,3
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,1-4 years,31
Order granted,2012,4,Adoption,Standard,Same sex couple,Female,5-9 years,14
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,1-4 years,34
Order granted,2012,4,Adoption,Standard,Same sex couple,Male,5-9 years,20
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,1-4 years,52
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,10-14 years,16
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,15-17 years,7
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,5-9 years,49
Order granted,2012,4,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,1-4 years,49
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,15-17 years,2
Order granted,2012,4,Adoption,Standard,Sole applicant,Male,5-9 years,35
Order granted,2012,4,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2012,4,Adoption,Standard,Step parent,Female,10-14 years,24
Order granted,2012,4,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2012,4,Adoption,Standard,Step parent,Female,5-9 years,14
Order granted,2012,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2012,4,Adoption,Standard,Step parent,Male,1-4 years,10
Order granted,2012,4,Adoption,Standard,Step parent,Male,10-14 years,20
Order granted,2012,4,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2012,4,Adoption,Standard,Step parent,Male,5-9 years,19
Order granted,2012,4,Adoption,Standard,Step parent,Male,Other,2
Order granted,2013,1,Adoption,Standard,M/F couple,Female,1-4 years,364
Order granted,2013,1,Adoption,Standard,M/F couple,Female,10-14 years,11
Order granted,2013,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2013,1,Adoption,Standard,M/F couple,Female,5-9 years,81
Order granted,2013,1,Adoption,Standard,M/F couple,Female,<1 year,13
Order granted,2013,1,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2013,1,Adoption,Standard,M/F couple,Male,1-4 years,360
Order granted,2013,1,Adoption,Standard,M/F couple,Male,10-14 years,1
Order granted,2013,1,Adoption,Standard,M/F couple,Male,5-9 years,96
Order granted,2013,1,Adoption,Standard,M/F couple,Male,<1 year,8
Order granted,2013,1,Adoption,Standard,Other or not stated,Female,1-4 years,4
Order granted,2013,1,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2013,1,Adoption,Standard,Other or not stated,Male,1-4 years,2
Order granted,2013,1,Adoption,Standard,Other or not stated,Unknown,Unknown,1
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,1-4 years,26
Order granted,2013,1,Adoption,Standard,Same sex couple,Female,5-9 years,7
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,1-4 years,35
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2013,1,Adoption,Standard,Same sex couple,Male,5-9 years,14
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,1-4 years,46
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,10-14 years,11
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,15-17 years,3
Order granted,2013,1,Adoption,Standard,Sole applicant,Female,5-9 years,36
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,1-4 years,37
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,15-17 years,3
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,5-9 years,29
Order granted,2013,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2013,1,Adoption,Standard,Sole applicant,Unknown,Unknown,1
Order granted,2013,1,Adoption,Standard,Step parent,Female,1-4 years,6
Order granted,2013,1,Adoption,Standard,Step parent,Female,10-14 years,15
Order granted,2013,1,Adoption,Standard,Step parent,Female,15-17 years,4
Order granted,2013,1,Adoption,Standard,Step parent,Female,5-9 years,14
Order granted,2013,1,Adoption,Standard,Step parent,Female,Other,1
Order granted,2013,1,Adoption,Standard,Step parent,Male,1-4 years,4
Order granted,2013,1,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2013,1,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2013,1,Adoption,Standard,Step parent,Male,5-9 years,16
Order granted,2013,1,Adoption,Standard,Step parent,Male,Other,2
Order granted,2013,1,Adoption,Standard,Step parent,Unknown,Unknown,1
Order granted,2013,2,Adoption,Standard,M/F couple,Female,1-4 years,436
Order granted,2013,2,Adoption,Standard,M/F couple,Female,10-14 years,9
Order granted,2013,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2013,2,Adoption,Standard,M/F couple,Female,5-9 years,110
Order granted,2013,2,Adoption,Standard,M/F couple,Female,<1 year,24
Order granted,2013,2,Adoption,Standard,M/F couple,Male,1-4 years,417
Order granted,2013,2,Adoption,Standard,M/F couple,Male,10-14 years,7
Order granted,2013,2,Adoption,Standard,M/F couple,Male,5-9 years,101
Order granted,2013,2,Adoption,Standard,M/F couple,Male,<1 year,20
Order granted,2013,2,Adoption,Standard,Other or not stated,Female,1-4 years,8
Order granted,2013,2,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2013,2,Adoption,Standard,Other or not stated,Female,5-9 years,3
Order granted,2013,2,Adoption,Standard,Other or not stated,Male,1-4 years,9
Order granted,2013,2,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2013,2,Adoption,Standard,Other or not stated,Male,5-9 years,4
Order granted,2013,2,Adoption,Standard,Same sex couple,Female,1-4 years,27
Order granted,2013,2,Adoption,Standard,Same sex couple,Female,5-9 years,10
Order granted,2013,2,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2013,2,Adoption,Standard,Same sex couple,Male,1-4 years,64
Order granted,2013,2,Adoption,Standard,Same sex couple,Male,5-9 years,15
Order granted,2013,2,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2013,2,Adoption,Standard,Sole applicant,Female,1-4 years,49
Order granted,2013,2,Adoption,Standard,Sole applicant,Female,10-14 years,23
Order granted,2013,2,Adoption,Standard,Sole applicant,Female,15-17 years,9
Order granted,2013,2,Adoption,Standard,Sole applicant,Female,5-9 years,38
Order granted,2013,2,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,1-4 years,45
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,15-17 years,1
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,5-9 years,34
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2013,2,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2013,2,Adoption,Standard,Step parent,Female,1-4 years,3
Order granted,2013,2,Adoption,Standard,Step parent,Female,10-14 years,16
Order granted,2013,2,Adoption,Standard,Step parent,Female,15-17 years,6
Order granted,2013,2,Adoption,Standard,Step parent,Female,5-9 years,13
Order granted,2013,2,Adoption,Standard,Step parent,Female,<1 year,1
Order granted,2013,2,Adoption,Standard,Step parent,Female,Other,2
Order granted,2013,2,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2013,2,Adoption,Standard,Step parent,Male,10-14 years,18
Order granted,2013,2,Adoption,Standard,Step parent,Male,15-17 years,8
Order granted,2013,2,Adoption,Standard,Step parent,Male,5-9 years,14
Order granted,2013,2,Adoption,Standard,Step parent,Male,<1 year,1
Order granted,2013,3,Adoption,Standard,M/F couple,Female,1-4 years,445
Order granted,2013,3,Adoption,Standard,M/F couple,Female,10-14 years,6
Order granted,2013,3,Adoption,Standard,M/F couple,Female,5-9 years,103
Order granted,2013,3,Adoption,Standard,M/F couple,Female,<1 year,22
Order granted,2013,3,Adoption,Standard,M/F couple,Male,1-4 years,412
Order granted,2013,3,Adoption,Standard,M/F couple,Male,10-14 years,7
Order granted,2013,3,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2013,3,Adoption,Standard,M/F couple,Male,5-9 years,91
Order granted,2013,3,Adoption,Standard,M/F couple,Male,<1 year,17
Order granted,2013,3,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2013,3,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2013,3,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2013,3,Adoption,Standard,Other or not stated,Male,1-4 years,6
Order granted,2013,3,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2013,3,Adoption,Standard,Same sex couple,Female,1-4 years,28
Order granted,2013,3,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2013,3,Adoption,Standard,Same sex couple,Male,1-4 years,44
Order granted,2013,3,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2013,3,Adoption,Standard,Same sex couple,Male,5-9 years,18
Order granted,2013,3,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2013,3,Adoption,Standard,Sole applicant,Female,1-4 years,40
Order granted,2013,3,Adoption,Standard,Sole applicant,Female,10-14 years,13
Order granted,2013,3,Adoption,Standard,Sole applicant,Female,15-17 years,11
Order granted,2013,3,Adoption,Standard,Sole applicant,Female,5-9 years,34
Order granted,2013,3,Adoption,Standard,Sole applicant,Female,Other,2
Order granted,2013,3,Adoption,Standard,Sole applicant,Male,1-4 years,41
Order granted,2013,3,Adoption,Standard,Sole applicant,Male,10-14 years,12
Order granted,2013,3,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2013,3,Adoption,Standard,Sole applicant,Male,5-9 years,45
Order granted,2013,3,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2013,3,Adoption,Standard,Step parent,Female,1-4 years,6
Order granted,2013,3,Adoption,Standard,Step parent,Female,10-14 years,25
Order granted,2013,3,Adoption,Standard,Step parent,Female,15-17 years,10
Order granted,2013,3,Adoption,Standard,Step parent,Female,5-9 years,13
Order granted,2013,3,Adoption,Standard,Step parent,Female,Other,2
Order granted,2013,3,Adoption,Standard,Step parent,Male,1-4 years,6
Order granted,2013,3,Adoption,Standard,Step parent,Male,10-14 years,18
Order granted,2013,3,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2013,3,Adoption,Standard,Step parent,Male,5-9 years,11
Order granted,2013,4,Adoption,Standard,M/F couple,Female,1-4 years,419
Order granted,2013,4,Adoption,Standard,M/F couple,Female,10-14 years,6
Order granted,2013,4,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2013,4,Adoption,Standard,M/F couple,Female,5-9 years,96
Order granted,2013,4,Adoption,Standard,M/F couple,Female,<1 year,22
Order granted,2013,4,Adoption,Standard,M/F couple,Male,1-4 years,395
Order granted,2013,4,Adoption,Standard,M/F couple,Male,10-14 years,8
Order granted,2013,4,Adoption,Standard,M/F couple,Male,5-9 years,104
Order granted,2013,4,Adoption,Standard,M/F couple,Male,<1 year,20
Order granted,2013,4,Adoption,Standard,Other or not stated,Female,1-4 years,5
Order granted,2013,4,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2013,4,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2013,4,Adoption,Standard,Other or not stated,Female,<1 year,1
Order granted,2013,4,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2013,4,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2013,4,Adoption,Standard,Same sex couple,Female,1-4 years,24
Order granted,2013,4,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2013,4,Adoption,Standard,Same sex couple,Female,5-9 years,4
Order granted,2013,4,Adoption,Standard,Same sex couple,Male,1-4 years,41
Order granted,2013,4,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2013,4,Adoption,Standard,Same sex couple,Male,5-9 years,11
Order granted,2013,4,Adoption,Standard,Same sex couple,Male,<1 year,4
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,1-4 years,56
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,10-14 years,20
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,15-17 years,7
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,5-9 years,35
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2013,4,Adoption,Standard,Sole applicant,Female,Other,2
Order granted,2013,4,Adoption,Standard,Sole applicant,Male,1-4 years,41
Order granted,2013,4,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2013,4,Adoption,Standard,Sole applicant,Male,15-17 years,4
Order granted,2013,4,Adoption,Standard,Sole applicant,Male,5-9 years,28
Order granted,2013,4,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2013,4,Adoption,Standard,Step parent,Female,1-4 years,4
Order granted,2013,4,Adoption,Standard,Step parent,Female,10-14 years,22
Order granted,2013,4,Adoption,Standard,Step parent,Female,15-17 years,10
Order granted,2013,4,Adoption,Standard,Step parent,Female,5-9 years,19
Order granted,2013,4,Adoption,Standard,Step parent,Female,<1 year,1
Order granted,2013,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2013,4,Adoption,Standard,Step parent,Male,1-4 years,4
Order granted,2013,4,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2013,4,Adoption,Standard,Step parent,Male,15-17 years,3
Order granted,2013,4,Adoption,Standard,Step parent,Male,5-9 years,21
Order granted,2014,1,Adoption,Standard,M/F couple,Female,1-4 years,466
Order granted,2014,1,Adoption,Standard,M/F couple,Female,10-14 years,5
Order granted,2014,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2014,1,Adoption,Standard,M/F couple,Female,5-9 years,92
Order granted,2014,1,Adoption,Standard,M/F couple,Female,<1 year,30
Order granted,2014,1,Adoption,Standard,M/F couple,Male,1-4 years,452
Order granted,2014,1,Adoption,Standard,M/F couple,Male,10-14 years,6
Order granted,2014,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,1,Adoption,Standard,M/F couple,Male,5-9 years,82
Order granted,2014,1,Adoption,Standard,M/F couple,Male,<1 year,25
Order granted,2014,1,Adoption,Standard,M/F couple,Male,Other,1
Order granted,2014,1,Adoption,Standard,Other or not stated,Female,1-4 years,4
Order granted,2014,1,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2014,1,Adoption,Standard,Other or not stated,Female,15-17 years,1
Order granted,2014,1,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2014,1,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,1-4 years,33
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,5-9 years,7
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,1-4 years,69
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,5-9 years,22
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,<1 year,2
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,1-4 years,55
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,10-14 years,15
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,5-9 years,31
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,1-4 years,47
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,15-17 years,12
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,5-9 years,23
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2014,1,Adoption,Standard,Step parent,Female,1-4 years,6
Order granted,2014,1,Adoption,Standard,Step parent,Female,10-14 years,10
Order granted,2014,1,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2014,1,Adoption,Standard,Step parent,Female,5-9 years,19
Order granted,2014,1,Adoption,Standard,Step parent,Male,1-4 years,4
Order granted,2014,1,Adoption,Standard,Step parent,Male,10-14 years,12
Order granted,2014,1,Adoption,Standard,Step parent,Male,15-17 years,3
Order granted,2014,1,Adoption,Standard,Step parent,Male,5-9 years,23
Order granted,2014,1,Adoption,Standard,Step parent,Male,Other,1
Order granted,2014,2,Adoption,Standard,M/F couple,Female,1-4 years,447
Order granted,2014,2,Adoption,Standard,M/F couple,Female,10-14 years,10
Order granted,2014,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2014,2,Adoption,Standard,M/F couple,Female,5-9 years,119
Order granted,2014,2,Adoption,Standard,M/F couple,Female,<1 year,33
Order granted,2014,2,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2014,2,Adoption,Standard,M/F couple,Male,1-4 years,476
Order granted,2014,2,Adoption,Standard,M/F couple,Male,10-14 years,4
Order granted,2014,2,Adoption,Standard,M/F couple,Male,5-9 years,104
Order granted,2014,2,Adoption,Standard,M/F couple,Male,<1 year,22
Order granted,2014,2,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2014,2,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2014,2,Adoption,Standard,Other or not stated,Male,1-4 years,4
Order granted,2014,2,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,1-4 years,28
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,5-9 years,8
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,1-4 years,66
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,5-9 years,16
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,<1 year,2
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,1-4 years,54
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,10-14 years,18
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,15-17 years,12
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,5-9 years,37
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,Other,2
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,1-4 years,56
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,10-14 years,9
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,15-17 years,3
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,5-9 years,29
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2014,2,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2014,2,Adoption,Standard,Step parent,Female,10-14 years,17
Order granted,2014,2,Adoption,Standard,Step parent,Female,15-17 years,3
Order granted,2014,2,Adoption,Standard,Step parent,Female,5-9 years,12
Order granted,2014,2,Adoption,Standard,Step parent,Male,1-4 years,6
Order granted,2014,2,Adoption,Standard,Step parent,Male,10-14 years,19
Order granted,2014,2,Adoption,Standard,Step parent,Male,15-17 years,1
Order granted,2014,2,Adoption,Standard,Step parent,Male,5-9 years,16
Order granted,2014,3,Adoption,Standard,M/F couple,Female,1-4 years,455
Order granted,2014,3,Adoption,Standard,M/F couple,Female,10-14 years,9
Order granted,2014,3,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2014,3,Adoption,Standard,M/F couple,Female,5-9 years,115
Order granted,2014,3,Adoption,Standard,M/F couple,Female,<1 year,20
Order granted,2014,3,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2014,3,Adoption,Standard,M/F couple,Male,1-4 years,495
Order granted,2014,3,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2014,3,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,3,Adoption,Standard,M/F couple,Male,5-9 years,87
Order granted,2014,3,Adoption,Standard,M/F couple,Male,<1 year,23
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,Unknown,7
Order granted,2014,3,Adoption,Standard,Other or not stated,Female,1-4 years,9
Order granted,2014,3,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2014,3,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2014,3,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,1-4 years,40
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,5-9 years,15
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,1-4 years,74
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,10-14 years,3
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,15-17 years,1
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,5-9 years,23
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,<1 year,3
