type,order_type,year,quarter,proceeding_type,law,contested,count
Order made,Decree Absolute,2018,1,Dissolution of Marriage,Old,No,23934
Order made,Decree Nisi,2018,1,Nullity of Marriage,Old,No,60
Order made,Decree Nisi,2018,1,Dissolution of Marriage,Old,No,23091
Order made,Decree Nisi,2018,1,Nullity of Marriage,Old,Yes,3
Order made,Decree Nisi,2018,1,Dissolution of Marriage,Old,Yes,114
Order made,Judicial Separations Granted,2018,1,Judicial Separation,Old,No,37
Petitions,,2018,1,Dissolution of Marriage,Old,,27406
Petitions,,2018,1,Judicial Separation,Old,,73
Petitions,,2018,1,Nullity of Marriage,Old,,98
Order made,Decree Absolute,2018,2,Nullity of Marriage,Old,Yes,3
Order made,Decree Absolute,2018,2,Dissolution of Marriage,Old,Yes,95
Order made,Decree Absolute,2018,2,Nullity of Marriage,Old,No,75
Order made,Decree Absolute,2018,2,Dissolution of Marriage,Old,No,22544
Order made,Decree Nisi,2018,2,Dissolution of Marriage,Old,No,21523
Order made,Decree Nisi,2018,2,Dissolution of Marriage,Old,Yes,110
Order made,Decree Nisi,2018,2,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2018,2,Nullity of Marriage,Old,No,67
Order made,Judicial Separations Granted,2018,2,Judicial Separation,Old,Yes,1
Order made,Judicial Separations Granted,2018,2,Judicial Separation,Old,No,29
Petitions,,2018,2,Nullity of Marriage,Old,,105
Petitions,,2018,2,Dissolution of Marriage,Old,,32205
Petitions,,2018,2,Judicial Separation,Old,,63
Order made,Decree Absolute,2018,3,Dissolution of Marriage,Old,No,21067
Order made,Decree Absolute,2018,3,Dissolution of Marriage,Old,Yes,128
Order made,Decree Absolute,2018,3,Nullity of Marriage,Old,No,56
Order made,Decree Absolute,2018,3,Nullity of Marriage,Old,Yes,2
Order made,Decree Nisi,2018,3,Dissolution of Marriage,Old,Yes,100
Order made,Decree Nisi,2018,3,Dissolution of Marriage,Old,No,22432
Order made,Decree Nisi,2018,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2018,3,Nullity of Marriage,Old,No,65
Order made,Judicial Separations Granted,2018,3,Judicial Separation,Old,No,26
Petitions,,2018,3,Judicial Separation,Old,,100
Petitions,,2018,3,Dissolution of Marriage,Old,,30337
Petitions,,2018,3,Nullity of Marriage,Old,,102
Order made,Decree Absolute,2018,4,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2018,4,Dissolution of Marriage,Old,No,24004
Order made,Decree Absolute,2018,4,Dissolution of Marriage,Old,Yes,98
Order made,Decree Absolute,2018,4,Nullity of Marriage,Old,No,67
Order made,Decree Nisi,2018,4,Nullity of Marriage,Old,No,80
Order made,Decree Nisi,2018,4,Nullity of Marriage,Old,Yes,2
Order made,Decree Nisi,2018,4,Dissolution of Marriage,Old,Yes,99
Order made,Decree Nisi,2018,4,Dissolution of Marriage,Old,No,24522
Order made,Judicial Separations Granted,2018,4,Judicial Separation,Old,No,41
Petitions,,2018,4,Nullity of Marriage,Old,,110
Petitions,,2018,4,Dissolution of Marriage,Old,,28398
Petitions,,2018,4,Judicial Separation,Old,,72
Order made,Decree Absolute,2019,1,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2019,1,Dissolution of Marriage,Old,Yes,106
Order made,Decree Absolute,2019,1,Dissolution of Marriage,Old,No,23862
Order made,Decree Absolute,2019,1,Nullity of Marriage,Old,No,72
Order made,Decree Nisi,2019,1,Nullity of Marriage,Old,Yes,2
Order made,Decree Nisi,2019,1,Nullity of Marriage,Old,No,78
Order made,Decree Nisi,2019,1,Dissolution of Marriage,Old,Yes,107
Order made,Decree Nisi,2019,1,Dissolution of Marriage,Old,No,25542
Order made,Judicial Separations Granted,2019,1,Judicial Separation,Old,No,35
Petitions,,2019,1,Judicial Separation,Old,,70
Petitions,,2019,1,Dissolution of Marriage,Old,,30344
Petitions,,2019,1,Nullity of Marriage,Old,,112
Order made,Decree Absolute,2019,2,Dissolution of Marriage,Old,Yes,85
Order made,Decree Absolute,2019,2,Dissolution of Marriage,Old,No,24136
Order made,Decree Absolute,2019,2,Nullity of Marriage,Old,No,70
Order made,Decree Absolute,2019,2,Nullity of Marriage,Old,Yes,4
Order made,Decree Nisi,2019,2,Dissolution of Marriage,Old,Yes,97
Order made,Decree Nisi,2019,2,Dissolution of Marriage,Old,No,26311
Order made,Decree Nisi,2019,2,Nullity of Marriage,Old,No,62
Order made,Decree Nisi,2019,2,Nullity of Marriage,Old,Yes,1
Order made,Judicial Separations Granted,2019,2,Judicial Separation,Old,No,35
Petitions,,2019,2,Dissolution of Marriage,Old,,28295
Petitions,,2019,2,Nullity of Marriage,Old,,121
Petitions,,2019,2,Judicial Separation,Old,,65
Order made,Decree Absolute,2019,3,Dissolution of Marriage,Old,No,28715
Order made,Decree Absolute,2019,3,Nullity of Marriage,Old,No,69
Order made,Decree Absolute,2019,3,Nullity of Marriage,Old,Yes,2
Order made,Decree Absolute,2019,3,Dissolution of Marriage,Old,Yes,106
Order made,Decree Nisi,2019,3,Dissolution of Marriage,Old,Yes,116
Order made,Decree Nisi,2019,3,Nullity of Marriage,Old,No,84
Order made,Decree Nisi,2019,3,Nullity of Marriage,Old,Yes,2
Order made,Decree Nisi,2019,3,Dissolution of Marriage,Old,No,32972
Order made,Judicial Separations Granted,2019,3,Judicial Separation,Old,Yes,2
Order made,Judicial Separations Granted,2019,3,Judicial Separation,Old,No,45
Petitions,,2019,3,Dissolution of Marriage,Old,,30468
Petitions,,2019,3,Judicial Separation,Old,,79
Petitions,,2019,3,Nullity of Marriage,Old,,137
Order made,Decree Absolute,2019,4,Dissolution of Marriage,Old,Yes,111
Order made,Decree Absolute,2019,4,Nullity of Marriage,Old,No,83
Order made,Decree Absolute,2019,4,Dissolution of Marriage,Old,No,30187
Order made,Decree Nisi,2019,4,Dissolution of Marriage,Old,No,30006
Order made,Decree Nisi,2019,4,Dissolution of Marriage,Old,Yes,89
Order made,Decree Nisi,2019,4,Nullity of Marriage,Old,No,86
Order made,Judicial Separations Granted,2019,4,Judicial Separation,Old,No,31
Petitions,,2019,4,Dissolution of Marriage,Old,,27521
Petitions,,2019,4,Nullity of Marriage,Old,,100
Petitions,,2019,4,Judicial Separation,Old,,48
Order made,Decree Absolute,2020,1,Dissolution of Marriage,Old,No,30085
Order made,Decree Absolute,2020,1,Nullity of Marriage,Old,No,84
Order made,Decree Absolute,2020,1,Dissolution of Marriage,Old,Yes,89
Order made,Decree Nisi,2020,1,Nullity of Marriage,Old,No,85
Order made,Decree Nisi,2020,1,Nullity of Marriage,Old,Yes,2
Order made,Decree Nisi,2020,1,Dissolution of Marriage,Old,Yes,111
Order made,Decree Nisi,2020,1,Dissolution of Marriage,Old,No,33859
Order made,Judicial Separations Granted,2020,1,Judicial Separation,Old,Yes,1
Order made,Judicial Separations Granted,2020,1,Judicial Separation,Old,No,36
Petitions,,2020,1,Judicial Separation,Old,,61
Petitions,,2020,1,Dissolution of Marriage,Old,,29684
Petitions,,2020,1,Nullity of Marriage,Old,,122
Order made,Decree Absolute,2020,2,Dissolution of Marriage,Old,No,24770
Order made,Decree Absolute,2020,2,Dissolution of Marriage,Old,Yes,67
Order made,Decree Absolute,2020,2,Nullity of Marriage,Old,No,56
Order made,Decree Absolute,2020,2,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2020,2,Dissolution of Marriage,Old,No,20655
Order made,Decree Nisi,2020,2,Dissolution of Marriage,Old,Yes,48
Order made,Decree Nisi,2020,2,Nullity of Marriage,Old,No,41
Order made,Judicial Separations Granted,2020,2,Judicial Separation,Old,No,24
Petitions,,2020,2,Nullity of Marriage,Old,,104
Petitions,,2020,2,Dissolution of Marriage,Old,,24057
Petitions,,2020,2,Judicial Separation,Old,,48
Order made,Decree Absolute,2020,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2020,3,Nullity of Marriage,Old,No,59
Order made,Decree Absolute,2020,3,Dissolution of Marriage,Old,Yes,82
Order made,Decree Absolute,2020,3,Dissolution of Marriage,Old,No,23543
Order made,Decree Nisi,2020,3,Nullity of Marriage,Old,No,61
Order made,Decree Nisi,2020,3,Dissolution of Marriage,Old,Yes,80
Order made,Decree Nisi,2020,3,Dissolution of Marriage,Old,No,24823
Order made,Judicial Separations Granted,2020,3,Judicial Separation,Old,No,26
Petitions,,2020,3,Dissolution of Marriage,Old,,28815
Petitions,,2020,3,Judicial Separation,Old,,65
Petitions,,2020,3,Nullity of Marriage,Old,,121
Order made,Decree Absolute,2020,4,Dissolution of Marriage,Old,Yes,68
Order made,Decree Absolute,2020,4,Nullity of Marriage,Old,No,59
Order made,Decree Absolute,2020,4,Dissolution of Marriage,Old,No,25271
Order made,Decree Nisi,2020,4,Dissolution of Marriage,Old,No,26989
Order made,Decree Nisi,2020,4,Nullity of Marriage,Old,No,83
Order made,Decree Nisi,2020,4,Dissolution of Marriage,Old,Yes,84
Order made,Judicial Separations Granted,2020,4,Judicial Separation,Old,No,31
Petitions,,2020,4,Dissolution of Marriage,Old,,30514
Petitions,,2020,4,Judicial Separation,Old,,48
Petitions,,2020,4,Nullity of Marriage,Old,,82
Order made,Decree Absolute,2021,1,Nullity of Marriage,Old,No,78
Order made,Decree Absolute,2021,1,Dissolution of Marriage,Old,Yes,78
Order made,Decree Absolute,2021,1,Dissolution of Marriage,Old,No,30055
Order made,Decree Nisi,2021,1,Dissolution of Marriage,Old,Yes,107
Order made,Decree Nisi,2021,1,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2021,1,Nullity of Marriage,Old,No,58
Order made,Decree Nisi,2021,1,Dissolution of Marriage,Old,No,32885
Order made,Judicial Separations Granted,2021,1,Judicial Separation,Old,No,34
Petitions,,2021,1,Nullity of Marriage,Old,,100
Petitions,,2021,1,Judicial Separation,Old,,72
Petitions,,2021,1,Dissolution of Marriage,Old,,30899
Order made,Decree Absolute,2021,2,Dissolution of Marriage,Old,Yes,104
Order made,Decree Absolute,2021,2,Dissolution of Marriage,Old,No,30462
Order made,Decree Absolute,2021,2,Nullity of Marriage,Old,No,50
Order made,Decree Absolute,2021,2,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2021,2,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2021,2,Dissolution of Marriage,Old,Yes,110
Order made,Decree Nisi,2021,2,Nullity of Marriage,Old,No,75
Order made,Decree Nisi,2021,2,Dissolution of Marriage,Old,No,30464
Order made,Judicial Separations Granted,2021,2,Judicial Separation,Old,No,26
Petitions,,2021,2,Judicial Separation,Old,,64
Petitions,,2021,2,Dissolution of Marriage,Old,,27631
Petitions,,2021,2,Nullity of Marriage,Old,,82
Order made,Decree Absolute,2021,3,Nullity of Marriage,Old,No,74
Order made,Decree Absolute,2021,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2021,3,Dissolution of Marriage,Old,No,27282
Order made,Decree Absolute,2021,3,Dissolution of Marriage,Old,Yes,107
Order made,Decree Nisi,2021,3,Dissolution of Marriage,Old,No,24073
Order made,Decree Nisi,2021,3,Nullity of Marriage,Old,No,30
Order made,Decree Nisi,2021,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2021,3,Dissolution of Marriage,Old,Yes,93
Order made,Judicial Separations Granted,2021,3,Judicial Separation,Old,No,13
Petitions,,2021,3,Dissolution of Marriage,Old,,26851
Petitions,,2021,3,Nullity of Marriage,Old,,76
Petitions,,2021,3,Judicial Separation,Old,,61
Order made,Decree Absolute,2021,4,Dissolution of Marriage,Old,No,25650
Order made,Decree Absolute,2021,4,Dissolution of Marriage,Old,Yes,103
Order made,Decree Absolute,2021,4,Nullity of Marriage,Old,No,32
Order made,Decree Nisi,2021,4,Dissolution of Marriage,Old,No,26238
Order made,Decree Nisi,2021,4,Nullity of Marriage,Old,No,44
Order made,Decree Nisi,2021,4,Dissolution of Marriage,Old,Yes,107
Order made,Judicial Separations Granted,2021,4,Judicial Separation,Old,No,17
Petitions,,2021,4,Nullity of Marriage,Old,,61
Petitions,,2021,4,Judicial Separation,Old,,67
Petitions,,2021,4,Dissolution of Marriage,Old,,23151
Order made,Decree Absolute,2022,1,Nullity of Marriage,Old,No,37
Order made,Decree Absolute,2022,1,Dissolution of Marriage,Old,Yes,99
Order made,Decree Absolute,2022,1,Dissolution of Marriage,Old,No,23813
Order made,Decree Nisi,2022,1,Dissolution of Marriage,Old,Yes,97
Order made,Decree Nisi,2022,1,Dissolution of Marriage,Old,No,21821
Order made,Decree Nisi,2022,1,Nullity of Marriage,Old,No,47
Order made,Judicial Separations Granted,2022,1,Judicial Separation,Old,No,18
Petitions,,2022,1,Nullity of Marriage,Old,,98
Petitions,,2022,1,Dissolution of Marriage,Old,,30281
Petitions,,2022,1,Judicial Separation,Old,,72
Order made,Decree Absolute,2022,2,Dissolution of Marriage,Old,No,19627
Order made,Decree Absolute,2022,2,Nullity of Marriage,Old,No,49
Order made,Decree Absolute,2022,2,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2022,2,Dissolution of Marriage,Old,Yes,89
Order made,Decree Nisi,2022,2,Nullity of Marriage,Old,No,54
Order made,Decree Nisi,2022,2,Dissolution of Marriage,Old,No,17714
Order made,Decree Nisi,2022,2,Dissolution of Marriage,Old,Yes,113
Order made,Decree Nisi,2022,2,Nullity of Marriage,Old,Yes,1
Order made,Judicial Separations Granted,2022,2,Judicial Separation,Old,No,36
Petitions,,2022,2,Nullity of Marriage,Old,,79
Petitions,,2022,2,Judicial Separation,Old,,61
Petitions,,2022,2,Dissolution of Marriage,New,,35097
Petitions,,2022,2,Dissolution of Marriage,Old,,332
Order made,Decree Absolute,2022,3,Dissolution of Marriage,Old,No,19589
Order made,Decree Absolute,2022,3,Dissolution of Marriage,Old,Yes,135
Order made,Decree Absolute,2022,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2022,3,Nullity of Marriage,Old,No,46
Order made,Decree Nisi,2022,3,Dissolution of Marriage,Old,No,13683
Order made,Decree Nisi,2022,3,Dissolution of Marriage,Old,Yes,152
Order made,Decree Nisi,2022,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2022,3,Nullity of Marriage,Old,No,41
Order made,Decree Nisi,2022,3,Dissolution of Marriage,New,,646
Order made,Judicial Separations Granted,2022,3,Judicial Separation,Old,Yes,2
Order made,Judicial Separations Granted,2022,3,Judicial Separation,Old,No,15
Petitions,,2022,3,Nullity of Marriage,Old,,89
Petitions,,2022,3,Judicial Separation,Old,,86
Petitions,,2022,3,Dissolution of Marriage,New,,31026
Order made,Decree Absolute,2022,4,Nullity of Marriage,Old,No,34
Order made,Decree Absolute,2022,4,Dissolution of Marriage,New,,7448
Order made,Decree Absolute,2022,4,Dissolution of Marriage,Old,No,9512
Order made,Decree Absolute,2022,4,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2022,4,Dissolution of Marriage,Old,Yes,105
Order made,Decree Nisi,2022,4,Dissolution of Marriage,Old,No,5069
Order made,Decree Nisi,2022,4,Dissolution of Marriage,New,,20860
Order made,Decree Nisi,2022,4,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2022,4,Dissolution of Marriage,Old,Yes,79
Order made,Decree Nisi,2022,4,Nullity of Marriage,Old,No,27
Order made,Judicial Separations Granted,2022,4,Judicial Separation,Old,No,16
Petitions,,2022,4,Judicial Separation,Old,,72
Petitions,,2022,4,Dissolution of Marriage,New,,25748
Petitions,,2022,4,Nullity of Marriage,Old,,95
Order made,Decree Absolute,2023,1,Dissolution of Marriage,New,,18197
Order made,Decree Absolute,2023,1,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2023,1,Dissolution of Marriage,Old,No,9185
Order made,Decree Absolute,2023,1,Dissolution of Marriage,Old,Yes,78
Order made,Decree Absolute,2023,1,Nullity of Marriage,Old,No,29
Order made,Decree Nisi,2023,1,Dissolution of Marriage,Old,No,3899
Order made,Decree Nisi,2023,1,Dissolution of Marriage,Old,Yes,73
Order made,Decree Nisi,2023,1,Dissolution of Marriage,New,,29619
Order made,Decree Nisi,2023,1,Nullity of Marriage,Old,No,42
Order made,Judicial Separations Granted,2023,1,Judicial Separation,Old,No,20
Order made,Judicial Separations Granted,2023,1,Judicial Separation,Old,Yes,1
Petitions,,2023,1,Dissolution of Marriage,New,,31431
Petitions,,2023,1,Judicial Separation,Old,,91
Petitions,,2023,1,Nullity of Marriage,Old,,120
Order made,Decree Absolute,2023,2,Nullity of Marriage,Old,No,59
Order made,Decree Absolute,2023,2,Dissolution of Marriage,New,,20262
Order made,Decree Absolute,2023,2,Dissolution of Marriage,Old,Yes,78
Order made,Decree Absolute,2023,2,Dissolution of Marriage,Old,No,6991
Order made,Decree Nisi,2023,2,Dissolution of Marriage,Old,Yes,59
Order made,Decree Nisi,2023,2,Dissolution of Marriage,New,,23457
Order made,Decree Nisi,2023,2,Dissolution of Marriage,Old,No,2513
Order made,Decree Nisi,2023,2,Nullity of Marriage,Old,No,74
Order made,Judicial Separations Granted,2023,2,Judicial Separation,Old,Yes,1
Order made,Judicial Separations Granted,2023,2,Judicial Separation,Old,No,45
Petitions,,2023,2,Nullity of Marriage,Old,,126
Petitions,,2023,2,Judicial Separation,New,,40
Petitions,,2023,2,Dissolution of Marriage,New,,28222
Petitions,,2023,2,Judicial Separation,Old,,57
Order made,Decree Absolute,2023,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Absolute,2023,3,Dissolution of Marriage,New,,20224
Order made,Decree Absolute,2023,3,Dissolution of Marriage,Old,Yes,64
Order made,Decree Absolute,2023,3,Dissolution of Marriage,Old,No,5522
Order made,Decree Absolute,2023,3,Nullity of Marriage,Old,No,82
Order made,Decree Nisi,2023,3,Dissolution of Marriage,Old,No,1911
Order made,Decree Nisi,2023,3,Dissolution of Marriage,Old,Yes,45
Order made,Decree Nisi,2023,3,Nullity of Marriage,Old,Yes,1
Order made,Decree Nisi,2023,3,Nullity of Marriage,Old,No,92
Order made,Decree Nisi,2023,3,Dissolution of Marriage,New,,20948
Order made,Judicial Separations Granted,2023,3,Judicial Separation,Old,No,30
Order made,Judicial Separations Granted,2023,3,Judicial Separation,New,,6
Petitions,,2023,3,Judicial Separation,New,,103
Petitions,,2023,3,Dissolution of Marriage,New,,28765
Petitions,,2023,3,Nullity of Marriage,Old,,113
Order made,Decree Absolute,2023,4,Dissolution of Marriage,Old,No,4568
Order made,Decree Absolute,2023,4,Nullity of Marriage,Old,No,79
Order made,Decree Absolute,2023,4,Dissolution of Marriage,New,,18241
Order made,Decree Absolute,2023,4,Dissolution of Marriage,Old,Yes,65
Order made,Decree Nisi,2023,4,Dissolution of Marriage,New,,21154
Order made,Decree Nisi,2023,4,Dissolution of Marriage,Old,Yes,32
Order made,Decree Nisi,2023,4,Dissolution of Marriage,Old,No,1232
Order made,Decree Nisi,2023,4,Nullity of Marriage,Old,No,63
Order made,Judicial Separations Granted,2023,4,Judicial Separation,New,,15
Order made,Judicial Separations Granted,2023,4,Judicial Separation,Old,No,27
Petitions,,2023,4,Dissolution of Marriage,New,,24655
Petitions,,2023,4,Nullity of Marriage,Old,,96
Petitions,,2023,4,Judicial Separation,New,,110
Order made,Decree Absolute,2024,1,Nullity of Marriage,Old,No,56
Order made,Decree Absolute,2024,1,Dissolution of Marriage,Old,Yes,50
Order made,Decree Absolute,2024,1,Dissolution of Marriage,Old,No,3537
Order made,Decree Absolute,2024,1,Dissolution of Marriage,New,,22135
Order made,Decree Nisi,2024,1,Dissolution of Marriage,New,,32075
Order made,Decree Nisi,2024,1,Dissolution of Marriage,Old,Yes,20
Order made,Decree Nisi,2024,1,Dissolution of Marriage,Old,No,1385
