category,stage,year,quarter,dfj_new,region,count,cases
Domestic Violence,Start,2013,1,Coventry,Midlands,76,63
Domestic Violence,Start,2013,1,Derby,Midlands,22,19
Domestic Violence,Start,2013,1,Devon,South West,115,79
Domestic Violence,Start,2013,1,East London,London,640,523
Domestic Violence,Start,2013,1,Essex and Suffolk,South East,244,195
Domestic Violence,Start,2013,1,Humberside,North East,78,65
Domestic Violence,Start,2013,1,Leicester,Midlands,59,43
Domestic Violence,Start,2013,1,Lincoln,Midlands,48,39
Domestic Violence,Start,2013,1,Liverpool,North West,220,189
Domestic Violence,Start,2013,1,Luton,South East,51,41
Domestic Violence,Start,2013,1,Manchester,North West,246,218
Domestic Violence,Start,2013,1,Medway and Canterbury,South East,219,187
Domestic Violence,Start,2013,1,Milton Keynes,South East,33,26
Domestic Violence,Start,2013,1,North Wales,Wales,33,29
Domestic Violence,Start,2013,1,North Yorkshire,North East,67,55
Domestic Violence,Start,2013,1,Northampton,Midlands,45,34
Domestic Violence,Start,2013,1,Northumbria and North Durham,North East,175,155
Domestic Violence,Start,2013,1,Norwich,South East,51,36
Domestic Violence,Start,2013,1,Nottingham,Midlands,50,44
Domestic Violence,Start,2013,1,Peterborough and Cambridge,South East,72,52
Domestic Violence,Start,2013,1,Portsmouth (Hampshire and IOW),South West,202,155
Domestic Violence,Start,2013,1,Reading,South East,146,108
Domestic Violence,Start,2013,1,Royal Courts of Justice,London,336,263
Domestic Violence,Start,2013,1,South East Wales,Wales,34,24
Domestic Violence,Start,2013,1,South Yorkshire,North East,84,67
Domestic Violence,Start,2013,1,Stoke on Trent,Midlands,77,63
Domestic Violence,Start,2013,1,Surrey,South East,112,82
Domestic Violence,Start,2013,1,Swansea,Wales,32,26
Domestic Violence,Start,2013,1,Swindon,South West,50,39
Domestic Violence,Start,2013,1,Taunton,South West,16,13
Domestic Violence,Start,2013,1,Truro,South West,31,21
Domestic Violence,Start,2013,1,Watford,South East,129,94
Domestic Violence,Start,2013,1,West London,London,468,367
Domestic Violence,Start,2013,1,West Yorkshire,North East,343,315
Domestic Violence,Start,2013,1,Wolverhampton,Midlands,85,69
Domestic Violence,Start,2013,1,Worcester,Midlands,44,33
Domestic Violence,Start,2013,2,Birmingham,Midlands,172,150
Domestic Violence,Start,2013,2,Blackburn/Lancaster,North West,117,103
Domestic Violence,Start,2013,2,Bournemouth and Dorset,South West,61,52
Domestic Violence,Start,2013,2,Brighton,South East,133,105
Domestic Violence,Start,2013,2,"Bristol (A, NS and G)",South West,105,81
Domestic Violence,Start,2013,2,Carlisle,North West,7,6
Domestic Violence,Start,2013,2,Central London,London,110,99
Domestic Violence,Start,2013,2,Cleveland and South Durham,North East,110,106
Domestic Violence,Start,2013,2,Coventry,Midlands,67,54
Domestic Violence,Start,2013,2,Derby,Midlands,32,21
Domestic Violence,Start,2013,2,Devon,South West,77,63
Domestic Violence,Start,2013,2,East London,London,601,497
Domestic Violence,Start,2013,2,Essex and Suffolk,South East,251,208
Domestic Violence,Start,2013,2,Humberside,North East,74,57
Domestic Violence,Start,2013,2,Leicester,Midlands,53,37
Domestic Violence,Start,2013,2,Lincoln,Midlands,93,80
Domestic Violence,Start,2013,2,Liverpool,North West,252,221
Domestic Violence,Start,2013,2,Luton,South East,56,46
Domestic Violence,Start,2013,2,Manchester,North West,261,232
Domestic Violence,Start,2013,2,Medway and Canterbury,South East,239,188
Domestic Violence,Start,2013,2,Milton Keynes,South East,44,33
Domestic Violence,Start,2013,2,North Wales,Wales,41,31
Domestic Violence,Start,2013,2,North Yorkshire,North East,91,76
Domestic Violence,Start,2013,2,Northampton,Midlands,63,47
Domestic Violence,Start,2013,2,Northumbria and North Durham,North East,165,148
Domestic Violence,Start,2013,2,Norwich,South East,57,40
Domestic Violence,Start,2013,2,Nottingham,Midlands,57,49
Domestic Violence,Start,2013,2,Peterborough and Cambridge,South East,85,64
Domestic Violence,Start,2013,2,Portsmouth (Hampshire and IOW),South West,233,187
Domestic Violence,Start,2013,2,Reading,South East,155,121
Domestic Violence,Start,2013,2,Royal Courts of Justice,London,332,258
Domestic Violence,Start,2013,2,South East Wales,Wales,76,53
Domestic Violence,Start,2013,2,South Yorkshire,North East,93,75
Domestic Violence,Start,2013,2,Stoke on Trent,Midlands,86,66
Domestic Violence,Start,2013,2,Surrey,South East,105,76
Domestic Violence,Start,2013,2,Swansea,Wales,41,29
Domestic Violence,Start,2013,2,Swindon,South West,59,44
Domestic Violence,Start,2013,2,Taunton,South West,26,18
Domestic Violence,Start,2013,2,Truro,South West,24,17
Domestic Violence,Start,2013,2,Watford,South East,102,81
Domestic Violence,Start,2013,2,West London,London,448,364
Domestic Violence,Start,2013,2,West Yorkshire,North East,340,302
Domestic Violence,Start,2013,2,Wolverhampton,Midlands,98,89
Domestic Violence,Start,2013,2,Worcester,Midlands,46,34
Domestic Violence,Start,2013,3,Birmingham,Midlands,244,215
Domestic Violence,Start,2013,3,Blackburn/Lancaster,North West,154,143
Domestic Violence,Start,2013,3,Bournemouth and Dorset,South West,112,86
Domestic Violence,Start,2013,3,Brighton,South East,123,96
Domestic Violence,Start,2013,3,"Bristol (A, NS and G)",South West,130,102
Domestic Violence,Start,2013,3,Carlisle,North West,2,2
Domestic Violence,Start,2013,3,Central London,London,165,151
Domestic Violence,Start,2013,3,Cleveland and South Durham,North East,130,122
Domestic Violence,Start,2013,3,Coventry,Midlands,103,82
Domestic Violence,Start,2013,3,Derby,Midlands,42,37
Domestic Violence,Start,2013,3,Devon,South West,89,66
Domestic Violence,Start,2013,3,East London,London,701,589
Domestic Violence,Start,2013,3,Essex and Suffolk,South East,264,223
Domestic Violence,Start,2013,3,Humberside,North East,77,67
Domestic Violence,Start,2013,3,Leicester,Midlands,50,35
Domestic Violence,Start,2013,3,Lincoln,Midlands,82,64
Domestic Violence,Start,2013,3,Liverpool,North West,274,240
Domestic Violence,Start,2013,3,Luton,South East,83,67
Domestic Violence,Start,2013,3,Manchester,North West,325,292
Domestic Violence,Start,2013,3,Medway and Canterbury,South East,315,255
Domestic Violence,Start,2013,3,Milton Keynes,South East,29,20
Domestic Violence,Start,2013,3,North Wales,Wales,30,26
Domestic Violence,Start,2013,3,North Yorkshire,North East,65,55
Domestic Violence,Start,2013,3,Northampton,Midlands,56,48
Domestic Violence,Start,2013,3,Northumbria and North Durham,North East,189,172
Domestic Violence,Start,2013,3,Norwich,South East,47,35
Domestic Violence,Start,2013,3,Nottingham,Midlands,64,57
Domestic Violence,Start,2013,3,Peterborough and Cambridge,South East,79,61
Domestic Violence,Start,2013,3,Portsmouth (Hampshire and IOW),South West,243,198
Domestic Violence,Start,2013,3,Reading,South East,171,130
Domestic Violence,Start,2013,3,Royal Courts of Justice,London,315,257
Domestic Violence,Start,2013,3,South East Wales,Wales,46,38
Domestic Violence,Start,2013,3,South Yorkshire,North East,143,114
Domestic Violence,Start,2013,3,Stoke on Trent,Midlands,110,89
Domestic Violence,Start,2013,3,Surrey,South East,89,68
Domestic Violence,Start,2013,3,Swansea,Wales,46,35
Domestic Violence,Start,2013,3,Swindon,South West,46,35
Domestic Violence,Start,2013,3,Taunton,South West,39,29
Domestic Violence,Start,2013,3,Truro,South West,28,19
Domestic Violence,Start,2013,3,Watford,South East,108,90
Domestic Violence,Start,2013,3,West London,London,462,376
Domestic Violence,Start,2013,3,West Yorkshire,North East,351,327
Domestic Violence,Start,2013,3,Wolverhampton,Midlands,139,124
Domestic Violence,Start,2013,3,Worcester,Midlands,53,42
Domestic Violence,Start,2013,4,Birmingham,Midlands,294,256
Domestic Violence,Start,2013,4,Blackburn/Lancaster,North West,114,106
Domestic Violence,Start,2013,4,Bournemouth and Dorset,South West,104,79
Domestic Violence,Start,2013,4,Brighton,South East,137,103
Domestic Violence,Start,2013,4,"Bristol (A, NS and G)",South West,121,98
Domestic Violence,Start,2013,4,Carlisle,North West,6,5
Domestic Violence,Start,2013,4,Central London,London,148,131
Domestic Violence,Start,2013,4,Cleveland and South Durham,North East,107,98
Domestic Violence,Start,2013,4,Coventry,Midlands,95,82
Domestic Violence,Start,2013,4,Derby,Midlands,33,28
Domestic Violence,Start,2013,4,Devon,South West,73,56
Domestic Violence,Start,2013,4,East London,London,644,529
Domestic Violence,Start,2013,4,Essex and Suffolk,South East,240,192
Domestic Violence,Start,2013,4,Humberside,North East,77,65
Domestic Violence,Start,2013,4,Leicester,Midlands,74,63
Domestic Violence,Start,2013,4,Lincoln,Midlands,53,43
Domestic Violence,Start,2013,4,Liverpool,North West,247,226
Domestic Violence,Start,2013,4,Luton,South East,68,57
Domestic Violence,Start,2013,4,Manchester,North West,304,278
Domestic Violence,Start,2013,4,Medway and Canterbury,South East,253,211
Domestic Violence,Start,2013,4,Milton Keynes,South East,35,29
Domestic Violence,Start,2013,4,North Wales,Wales,44,36
Domestic Violence,Start,2013,4,North Yorkshire,North East,78,64
Domestic Violence,Start,2013,4,Northampton,Midlands,54,49
Domestic Violence,Start,2013,4,Northumbria and North Durham,North East,163,157
Domestic Violence,Start,2013,4,Norwich,South East,34,23
Domestic Violence,Start,2013,4,Nottingham,Midlands,51,46
Domestic Violence,Start,2013,4,Peterborough and Cambridge,South East,84,61
Domestic Violence,Start,2013,4,Portsmouth (Hampshire and IOW),South West,181,148
Domestic Violence,Start,2013,4,Reading,South East,171,129
Domestic Violence,Start,2013,4,Royal Courts of Justice,London,316,263
Domestic Violence,Start,2013,4,South East Wales,Wales,40,31
Domestic Violence,Start,2013,4,South Yorkshire,North East,114,90
Domestic Violence,Start,2013,4,Stoke on Trent,Midlands,112,91
Domestic Violence,Start,2013,4,Surrey,South East,102,81
Domestic Violence,Start,2013,4,Swansea,Wales,41,30
Domestic Violence,Start,2013,4,Swindon,South West,50,39
Domestic Violence,Start,2013,4,Taunton,South West,24,19
Domestic Violence,Start,2013,4,Truro,South West,30,19
Domestic Violence,Start,2013,4,Watford,South East,116,88
Domestic Violence,Start,2013,4,West London,London,536,420
Domestic Violence,Start,2013,4,West Yorkshire,North East,341,299
Domestic Violence,Start,2013,4,Wolverhampton,Midlands,127,114
Domestic Violence,Start,2013,4,Worcester,Midlands,34,29
Domestic Violence,Start,2014,1,Birmingham,Midlands,309,259
Domestic Violence,Start,2014,1,Blackburn/Lancaster,North West,106,101
Domestic Violence,Start,2014,1,Bournemouth and Dorset,South West,98,78
Domestic Violence,Start,2014,1,Brighton,South East,129,105
Domestic Violence,Start,2014,1,"Bristol (A, NS and G)",South West,103,85
Domestic Violence,Start,2014,1,Carlisle,North West,9,7
Domestic Violence,Start,2014,1,Central London,London,137,116
Domestic Violence,Start,2014,1,Cleveland and South Durham,North East,103,94
Domestic Violence,Start,2014,1,Coventry,Midlands,79,64
Domestic Violence,Start,2014,1,Derby,Midlands,50,41
Domestic Violence,Start,2014,1,Devon,South West,85,63
Domestic Violence,Start,2014,1,East London,London,667,554
Domestic Violence,Start,2014,1,Essex and Suffolk,South East,254,207
Domestic Violence,Start,2014,1,Humberside,North East,88,72
Domestic Violence,Start,2014,1,Leicester,Midlands,67,56
Domestic Violence,Start,2014,1,Lincoln,Midlands,56,42
Domestic Violence,Start,2014,1,Liverpool,North West,278,247
Domestic Violence,Start,2014,1,Luton,South East,63,50
Domestic Violence,Start,2014,1,Manchester,North West,310,267
Domestic Violence,Start,2014,1,Medway and Canterbury,South East,266,234
Domestic Violence,Start,2014,1,Milton Keynes,South East,36,28
Domestic Violence,Start,2014,1,North Wales,Wales,38,27
Domestic Violence,Start,2014,1,North Yorkshire,North East,67,52
Domestic Violence,Start,2014,1,Northampton,Midlands,62,58
Domestic Violence,Start,2014,1,Northumbria and North Durham,North East,187,168
Domestic Violence,Start,2014,1,Norwich,South East,32,22
Domestic Violence,Start,2014,1,Nottingham,Midlands,61,52
Domestic Violence,Start,2014,1,Peterborough and Cambridge,South East,95,76
Domestic Violence,Start,2014,1,Portsmouth (Hampshire and IOW),South West,180,141
Domestic Violence,Start,2014,1,Reading,South East,169,124
Domestic Violence,Start,2014,1,Royal Courts of Justice,London,368,294
Domestic Violence,Start,2014,1,South East Wales,Wales,66,48
Domestic Violence,Start,2014,1,South Yorkshire,North East,79,63
Domestic Violence,Start,2014,1,Stoke on Trent,Midlands,148,115
Domestic Violence,Start,2014,1,Surrey,South East,95,69
Domestic Violence,Start,2014,1,Swansea,Wales,33,25
Domestic Violence,Start,2014,1,Swindon,South West,43,36
Domestic Violence,Start,2014,1,Taunton,South West,23,17
Domestic Violence,Start,2014,1,Truro,South West,20,15
Domestic Violence,Start,2014,1,Watford,South East,156,116
Domestic Violence,Start,2014,1,West London,London,412,333
Domestic Violence,Start,2014,1,West Yorkshire,North East,266,236
Domestic Violence,Start,2014,1,Wolverhampton,Midlands,147,131
Domestic Violence,Start,2014,1,Worcester,Midlands,43,36
Domestic Violence,Start,2014,2,Birmingham,Midlands,251,216
Domestic Violence,Start,2014,2,Blackburn/Lancaster,North West,97,88
Domestic Violence,Start,2014,2,Bournemouth and Dorset,South West,101,79
Domestic Violence,Start,2014,2,Brighton,South East,149,114
Domestic Violence,Start,2014,2,"Bristol (A, NS and G)",South West,134,107
Domestic Violence,Start,2014,2,Carlisle,North West,11,10
Domestic Violence,Start,2014,2,Central London,London,371,303
Domestic Violence,Start,2014,2,Cleveland and South Durham,North East,145,134
Domestic Violence,Start,2014,2,Coventry,Midlands,81,74
Domestic Violence,Start,2014,2,Derby,Midlands,61,51
Domestic Violence,Start,2014,2,Devon,South West,59,51
Domestic Violence,Start,2014,2,East London,London,693,583
Domestic Violence,Start,2014,2,Essex and Suffolk,South East,232,191
Domestic Violence,Start,2014,2,Humberside,North East,99,88
Domestic Violence,Start,2014,2,Leicester,Midlands,88,73
Domestic Violence,Start,2014,2,Lincoln,Midlands,56,49
Domestic Violence,Start,2014,2,Liverpool,North West,266,237
Domestic Violence,Start,2014,2,Luton,South East,68,56
Domestic Violence,Start,2014,2,Manchester,North West,270,250
Domestic Violence,Start,2014,2,Medway and Canterbury,South East,280,238
Domestic Violence,Start,2014,2,Milton Keynes,South East,78,59
Domestic Violence,Start,2014,2,North Wales,Wales,22,21
Domestic Violence,Start,2014,2,North Yorkshire,North East,69,53
Domestic Violence,Start,2014,2,Northampton,Midlands,60,55
Domestic Violence,Start,2014,2,Northumbria and North Durham,North East,163,150
Domestic Violence,Start,2014,2,Norwich,South East,40,30
Domestic Violence,Start,2014,2,Nottingham,Midlands,57,48
Domestic Violence,Start,2014,2,Peterborough and Cambridge,South East,96,74
Domestic Violence,Start,2014,2,Portsmouth (Hampshire and IOW),South West,203,162
Domestic Violence,Start,2014,2,Reading,South East,164,128
Domestic Violence,Start,2014,2,Royal Courts of Justice,London,87,73
Domestic Violence,Start,2014,2,South East Wales,Wales,40,32
Domestic Violence,Start,2014,2,South Yorkshire,North East,72,58
Domestic Violence,Start,2014,2,Stoke on Trent,Midlands,145,121
Domestic Violence,Start,2014,2,Surrey,South East,79,56
Domestic Violence,Start,2014,2,Swansea,Wales,35,26
Domestic Violence,Start,2014,2,Swindon,South West,44,41
Domestic Violence,Start,2014,2,Taunton,South West,27,20
Domestic Violence,Start,2014,2,Truro,South West,35,26
Domestic Violence,Start,2014,2,Watford,South East,124,98
Domestic Violence,Start,2014,2,West London,London,404,326
Domestic Violence,Start,2014,2,West Yorkshire,North East,331,291
Domestic Violence,Start,2014,2,Wolverhampton,Midlands,162,121
Domestic Violence,Start,2014,2,Worcester,Midlands,53,38
Domestic Violence,Start,2014,3,Birmingham,Midlands,320,280
Domestic Violence,Start,2014,3,Blackburn/Lancaster,North West,90,80
Domestic Violence,Start,2014,3,Bournemouth and Dorset,South West,106,84
Domestic Violence,Start,2014,3,Brighton,South East,145,114
Domestic Violence,Start,2014,3,"Bristol (A, NS and G)",South West,123,102
Domestic Violence,Start,2014,3,Carlisle,North West,9,8
Domestic Violence,Start,2014,3,Central London,London,395,317
Domestic Violence,Start,2014,3,Cleveland and South Durham,North East,131,120
Domestic Violence,Start,2014,3,Coventry,Midlands,74,67
Domestic Violence,Start,2014,3,Derby,Midlands,44,40
Domestic Violence,Start,2014,3,Devon,South West,91,70
Domestic Violence,Start,2014,3,East London,London,759,614
Domestic Violence,Start,2014,3,Essex and Suffolk,South East,244,199
Domestic Violence,Start,2014,3,Humberside,North East,85,73
Domestic Violence,Start,2014,3,Leicester,Midlands,67,52
Domestic Violence,Start,2014,3,Lincoln,Midlands,69,56
Domestic Violence,Start,2014,3,Liverpool,North West,248,223
Domestic Violence,Start,2014,3,Luton,South East,90,69
Domestic Violence,Start,2014,3,Manchester,North West,271,244
Domestic Violence,Start,2014,3,Medway and Canterbury,South East,301,257
Domestic Violence,Start,2014,3,Milton Keynes,South East,48,35
Domestic Violence,Start,2014,3,North Wales,Wales,32,18
Domestic Violence,Start,2014,3,North Yorkshire,North East,87,68
Domestic Violence,Start,2014,3,Northampton,Midlands,73,59
Domestic Violence,Start,2014,3,Northumbria and North Durham,North East,178,160
Domestic Violence,Start,2014,3,Norwich,South East,61,45
Domestic Violence,Start,2014,3,Nottingham,Midlands,63,55
Domestic Violence,Start,2014,3,Peterborough and Cambridge,South East,94,70
Domestic Violence,Start,2014,3,Portsmouth (Hampshire and IOW),South West,209,167
Domestic Violence,Start,2014,3,Reading,South East,206,152
Domestic Violence,Start,2014,3,Royal Courts of Justice,London,39,30
Domestic Violence,Start,2014,3,South East Wales,Wales,41,33
Domestic Violence,Start,2014,3,South Yorkshire,North East,82,66
Domestic Violence,Start,2014,3,Stoke on Trent,Midlands,157,130
Domestic Violence,Start,2014,3,Surrey,South East,88,63
Domestic Violence,Start,2014,3,Swansea,Wales,33,27
Domestic Violence,Start,2014,3,Swindon,South West,35,32
Domestic Violence,Start,2014,3,Taunton,South West,24,19
Domestic Violence,Start,2014,3,Truro,South West,39,30
Domestic Violence,Start,2014,3,Watford,South East,122,98
Domestic Violence,Start,2014,3,West London,London,484,391
Domestic Violence,Start,2014,3,West Yorkshire,North East,336,306
Domestic Violence,Start,2014,3,Wolverhampton,Midlands,163,135
Domestic Violence,Start,2014,3,Worcester,Midlands,36,33
Domestic Violence,Start,2014,4,Birmingham,Midlands,224,193
Domestic Violence,Start,2014,4,Blackburn/Lancaster,North West,103,89
Domestic Violence,Start,2014,4,Bournemouth and Dorset,South West,99,84
Domestic Violence,Start,2014,4,Brighton,South East,167,130
Domestic Violence,Start,2014,4,"Bristol (A, NS and G)",South West,114,95
Domestic Violence,Start,2014,4,Carlisle,North West,11,10
Domestic Violence,Start,2014,4,Central London,London,362,305
Domestic Violence,Start,2014,4,Cleveland and South Durham,North East,81,74
Domestic Violence,Start,2014,4,Coventry,Midlands,76,71
Domestic Violence,Start,2014,4,Derby,Midlands,60,41
Domestic Violence,Start,2014,4,Devon,South West,67,51
Domestic Violence,Start,2014,4,East London,London,728,605
Domestic Violence,Start,2014,4,Essex and Suffolk,South East,212,175
Domestic Violence,Start,2014,4,Humberside,North East,65,57
Domestic Violence,Start,2014,4,Leicester,Midlands,73,60
Domestic Violence,Start,2014,4,Lincoln,Midlands,54,47
Domestic Violence,Start,2014,4,Liverpool,North West,211,185
Domestic Violence,Start,2014,4,Luton,South East,61,51
Domestic Violence,Start,2014,4,Manchester,North West,248,215
Domestic Violence,Start,2014,4,Medway and Canterbury,South East,300,247
Domestic Violence,Start,2014,4,Milton Keynes,South East,46,39
Domestic Violence,Start,2014,4,North Wales,Wales,32,26
Domestic Violence,Start,2014,4,North Yorkshire,North East,69,52
Domestic Violence,Start,2014,4,Northampton,Midlands,61,52
Domestic Violence,Start,2014,4,Northumbria and North Durham,North East,123,109
Domestic Violence,Start,2014,4,Norwich,South East,56,42
Domestic Violence,Start,2014,4,Nottingham,Midlands,60,52
Domestic Violence,Start,2014,4,Peterborough and Cambridge,South East,78,58
Domestic Violence,Start,2014,4,Portsmouth (Hampshire and IOW),South West,208,181
Domestic Violence,Start,2014,4,Reading,South East,171,129
Domestic Violence,Start,2014,4,Royal Courts of Justice,London,35,33
Domestic Violence,Start,2014,4,South East Wales,Wales,51,41
Domestic Violence,Start,2014,4,South Yorkshire,North East,81,62
Domestic Violence,Start,2014,4,Stoke on Trent,Midlands,124,105
Domestic Violence,Start,2014,4,Surrey,South East,99,72
Domestic Violence,Start,2014,4,Swansea,Wales,43,31
Domestic Violence,Start,2014,4,Swindon,South West,51,43
Domestic Violence,Start,2014,4,Taunton,South West,44,30
Domestic Violence,Start,2014,4,Truro,South West,29,23
Domestic Violence,Start,2014,4,Watford,South East,127,97
Domestic Violence,Start,2014,4,West London,London,476,379
Domestic Violence,Start,2014,4,West Yorkshire,North East,277,248
Domestic Violence,Start,2014,4,Wolverhampton,Midlands,138,127
Domestic Violence,Start,2014,4,Worcester,Midlands,36,29
Domestic Violence,Start,2015,1,Birmingham,Midlands,262,237
Domestic Violence,Start,2015,1,Blackburn/Lancaster,North West,71,68
Domestic Violence,Start,2015,1,Bournemouth and Dorset,South West,102,90
Domestic Violence,Start,2015,1,Brighton,South East,147,120
Domestic Violence,Start,2015,1,"Bristol (A, NS and G)",South West,102,83
Domestic Violence,Start,2015,1,Carlisle,North West,14,10
Domestic Violence,Start,2015,1,Central London,London,339,281
Domestic Violence,Start,2015,1,Cleveland and South Durham,North East,110,102
Domestic Violence,Start,2015,1,Coventry,Midlands,84,70
Domestic Violence,Start,2015,1,Derby,Midlands,45,36
Domestic Violence,Start,2015,1,Devon,South West,55,45
Domestic Violence,Start,2015,1,East London,London,650,559
Domestic Violence,Start,2015,1,Essex and Suffolk,South East,232,192
Domestic Violence,Start,2015,1,Humberside,North East,62,53
Domestic Violence,Start,2015,1,Leicester,Midlands,73,58
Domestic Violence,Start,2015,1,Lincoln,Midlands,64,52
Domestic Violence,Start,2015,1,Liverpool,North West,176,160
Domestic Violence,Start,2015,1,Luton,South East,69,56
Domestic Violence,Start,2015,1,Manchester,North West,254,233
Domestic Violence,Start,2015,1,Medway and Canterbury,South East,348,285
Domestic Violence,Start,2015,1,Milton Keynes,South East,45,38
Domestic Violence,Start,2015,1,North Wales,Wales,19,18
Domestic Violence,Start,2015,1,North Yorkshire,North East,53,45
Domestic Violence,Start,2015,1,Northampton,Midlands,60,53
Domestic Violence,Start,2015,1,Northumbria and North Durham,North East,124,117
Domestic Violence,Start,2015,1,Norwich,South East,38,28
Domestic Violence,Start,2015,1,Nottingham,Midlands,43,34
Domestic Violence,Start,2015,1,Peterborough and Cambridge,South East,64,46
Domestic Violence,Start,2015,1,Portsmouth (Hampshire and IOW),South West,216,173
Domestic Violence,Start,2015,1,Reading,South East,170,124
Domestic Violence,Start,2015,1,Royal Courts of Justice,London,31,27
Domestic Violence,Start,2015,1,South East Wales,Wales,50,41
Domestic Violence,Start,2015,1,South Yorkshire,North East,73,59
Domestic Violence,Start,2015,1,Stoke on Trent,Midlands,116,92
Domestic Violence,Start,2015,1,Surrey,South East,84,66
Domestic Violence,Start,2015,1,Swansea,Wales,24,18
Domestic Violence,Start,2015,1,Swindon,South West,42,32
Domestic Violence,Start,2015,1,Taunton,South West,32,25
Domestic Violence,Start,2015,1,Truro,South West,44,30
Domestic Violence,Start,2015,1,Watford,South East,117,93
Domestic Violence,Start,2015,1,West London,London,466,381
Domestic Violence,Start,2015,1,West Yorkshire,North East,249,225
Domestic Violence,Start,2015,1,Wolverhampton,Midlands,169,150
Domestic Violence,Start,2015,1,Worcester,Midlands,66,51
Domestic Violence,Start,2015,2,Birmingham,Midlands,324,286
Domestic Violence,Start,2015,2,Blackburn/Lancaster,North West,91,85
Domestic Violence,Start,2015,2,Bournemouth and Dorset,South West,85,70
Domestic Violence,Start,2015,2,Brighton,South East,169,136
Domestic Violence,Start,2015,2,"Bristol (A, NS and G)",South West,118,92
Domestic Violence,Start,2015,2,Carlisle,North West,8,7
Domestic Violence,Start,2015,2,Central London,London,365,299
Domestic Violence,Start,2015,2,Cleveland and South Durham,North East,101,97
Domestic Violence,Start,2015,2,Coventry,Midlands,89,81
Domestic Violence,Start,2015,2,Derby,Midlands,59,49
Domestic Violence,Start,2015,2,Devon,South West,65,46
Domestic Violence,Start,2015,2,East London,London,651,531
Domestic Violence,Start,2015,2,Essex and Suffolk,South East,197,173
Domestic Violence,Start,2015,2,Humberside,North East,68,58
Domestic Violence,Start,2015,2,Leicester,Midlands,91,77
Domestic Violence,Start,2015,2,Lincoln,Midlands,55,47
Domestic Violence,Start,2015,2,Liverpool,North West,190,173
Domestic Violence,Start,2015,2,Luton,South East,83,69
Domestic Violence,Start,2015,2,Manchester,North West,225,198
Domestic Violence,Start,2015,2,Medway and Canterbury,South East,322,279
Domestic Violence,Start,2015,2,Milton Keynes,South East,59,44
Domestic Violence,Start,2015,2,North Wales,Wales,25,20
Domestic Violence,Start,2015,2,North Yorkshire,North East,71,54
Domestic Violence,Start,2015,2,Northampton,Midlands,56,50
Domestic Violence,Start,2015,2,Northumbria and North Durham,North East,125,116
Domestic Violence,Start,2015,2,Norwich,South East,32,24
Domestic Violence,Start,2015,2,Nottingham,Midlands,62,54
Domestic Violence,Start,2015,2,Peterborough and Cambridge,South East,95,74
Domestic Violence,Start,2015,2,Portsmouth (Hampshire and IOW),South West,191,164
Domestic Violence,Start,2015,2,Reading,South East,143,116
Domestic Violence,Start,2015,2,Royal Courts of Justice,London,24,22
Domestic Violence,Start,2015,2,South East Wales,Wales,48,38
Domestic Violence,Start,2015,2,South Yorkshire,North East,59,50
Domestic Violence,Start,2015,2,Stoke on Trent,Midlands,121,100
Domestic Violence,Start,2015,2,Surrey,South East,100,75
Domestic Violence,Start,2015,2,Swansea,Wales,17,13
Domestic Violence,Start,2015,2,Swindon,South West,52,38
Domestic Violence,Start,2015,2,Taunton,South West,19,15
Domestic Violence,Start,2015,2,Truro,South West,34,24
Domestic Violence,Start,2015,2,Watford,South East,85,69
Domestic Violence,Start,2015,2,West London,London,461,367
Domestic Violence,Start,2015,2,West Yorkshire,North East,285,253
Domestic Violence,Start,2015,2,Wolverhampton,Midlands,189,159
Domestic Violence,Start,2015,2,Worcester,Midlands,47,35
Domestic Violence,Start,2015,3,Birmingham,Midlands,315,282
Domestic Violence,Start,2015,3,Blackburn/Lancaster,North West,115,110
Domestic Violence,Start,2015,3,Bournemouth and Dorset,South West,81,63
Domestic Violence,Start,2015,3,Brighton,South East,177,134
Domestic Violence,Start,2015,3,"Bristol (A, NS and G)",South West,110,95
Domestic Violence,Start,2015,3,Carlisle,North West,14,11
Domestic Violence,Start,2015,3,Central London,London,351,285
Domestic Violence,Start,2015,3,Cleveland and South Durham,North East,114,103
Domestic Violence,Start,2015,3,Coventry,Midlands,99,86
Domestic Violence,Start,2015,3,Derby,Midlands,70,57
Domestic Violence,Start,2015,3,Devon,South West,58,44
Domestic Violence,Start,2015,3,East London,London,742,624
Domestic Violence,Start,2015,3,Essex and Suffolk,South East,234,198
Domestic Violence,Start,2015,3,Humberside,North East,70,64
Domestic Violence,Start,2015,3,Leicester,Midlands,87,70
Domestic Violence,Start,2015,3,Lincoln,Midlands,43,36
Domestic Violence,Start,2015,3,Liverpool,North West,213,185
Domestic Violence,Start,2015,3,Luton,South East,66,53
Domestic Violence,Start,2015,3,Manchester,North West,217,204
Domestic Violence,Start,2015,3,Medway and Canterbury,South East,383,333
Domestic Violence,Start,2015,3,Milton Keynes,South East,47,39
Domestic Violence,Start,2015,3,North Wales,Wales,38,30
Domestic Violence,Start,2015,3,North Yorkshire,North East,72,52
Domestic Violence,Start,2015,3,Northampton,Midlands,69,62
Domestic Violence,Start,2015,3,Northumbria and North Durham,North East,158,135
Domestic Violence,Start,2015,3,Norwich,South East,45,33
Domestic Violence,Start,2015,3,Nottingham,Midlands,75,67
Domestic Violence,Start,2015,3,Peterborough and Cambridge,South East,79,58
