keyword,search_volume,cpc,competition,value_index,bucket,source
estate agents for business properties,10,3.13,LOW,31.3,commercial_property,expanded
boiler and insulation grants,10,3.12,HIGH,31.2,green_retrofit,expanded
leasehold deed of variation cost,10,3.12,MEDIUM,31.2,party_wall_boundary,expanded
average cost for addition to home,10,3.11,HIGH,31.1,construction_trades,expanded
average cost of addition to home,10,3.11,HIGH,31.1,construction_trades,expanded
average cost of an air source heat pump,10,3.11,HIGH,31.1,green_retrofit,expanded
landlord eicr report,10,3.11,MEDIUM,31.1,landlord_compliance,expanded
tesla charge installation cost,10,3.11,HIGH,31.1,green_retrofit,expanded
tesla charging installation cost,10,3.11,HIGH,31.1,green_retrofit,expanded
3m extension cost,20,1.55,HIGH,31.0,construction_trades,expanded
company car tax cost,20,1.55,LOW,31.0,motor_fleet,expanded
us immigration lawyer birmingham uk,10,3.1,HIGH,31.0,immigration_relocation,expanded
full structural engineers report,10,3.09,HIGH,30.9,building_defects,expanded
bromley business rates relief,10,3.08,LOW,30.8,commercial_property,expanded
daikin air source heat pump cost,10,3.08,MEDIUM,30.8,green_retrofit,expanded
zim uk funeral plan,10,3.08,MEDIUM,30.8,later_life,expanded
gable end loft conversion cost,10,3.07,MEDIUM,30.7,construction_trades,expanded
skoda car tax calculator,10,3.07,LOW,30.7,motor_fleet,expanded
skoda tax calculator,10,3.07,LOW,30.7,motor_fleet,expanded
cost of cleaning solar panels uk,10,3.05,MEDIUM,30.5,green_retrofit,expanded
electric cost to charge car at home,10,3.05,MEDIUM,30.5,green_retrofit,expanded
tesla wall charger cost,10,3.05,HIGH,30.5,green_retrofit,expanded
glass house extension cost,20,1.52,HIGH,30.4,construction_trades,expanded
stiebel eltron air source heat pump cost,10,3.04,HIGH,30.4,green_retrofit,expanded
work car tax calculator,10,3.04,LOW,30.4,motor_fleet,expanded
eicr test landlord,10,3.03,MEDIUM,30.3,landlord_compliance,expanded
electric car charge cost at home,10,3.03,HIGH,30.3,green_retrofit,expanded
price to install ev charger,30,1.01,HIGH,30.3,green_retrofit,expanded
company car class 1a nic calculator,10,3.02,LOW,30.2,motor_fleet,expanded
loft room cost,20,1.51,MEDIUM,30.2,construction_trades,expanded
smart home battery storage,10,3.02,HIGH,30.2,green_retrofit,expanded
best asylum solicitors in uk,10,3.01,HIGH,30.1,immigration_relocation,expanded
cpc salary sacrifice,70,0.43,LOW,30.1,motor_fleet,expanded
home pv battery storage,10,3.01,HIGH,30.1,green_retrofit,expanded
tesla charger home cost,10,3.01,HIGH,30.1,green_retrofit,expanded
company lease car tax calculator,10,3,HIGH,30,motor_fleet,expanded
cost of batteries for solar panels uk,10,2.99,HIGH,29.9,green_retrofit,expanded
salary sacrifice car payments,10,2.99,MEDIUM,29.9,motor_fleet,expanded
electric car charging point price,20,1.49,HIGH,29.8,green_retrofit,expanded
landlord electrical safety certificate requirements,10,2.98,MEDIUM,29.8,landlord_compliance,expanded
renew leasehold price,10,2.98,MEDIUM,29.8,leasehold_enfranchisement,expanded
electric car charging point at home cost,10,2.97,HIGH,29.7,green_retrofit,expanded
air source heat pump average cost,20,1.48,MEDIUM,29.6,green_retrofit,expanded
cost to convert attached garage to living space,10,2.96,LOW,29.6,construction_trades,expanded
dig out japanese knotweed,20,1.48,LOW,29.6,building_defects,expanded
eicr certs,20,1.48,HIGH,29.6,landlord_compliance,expanded
lease renewal cost calculator,10,2.96,MEDIUM,29.6,leasehold_enfranchisement,expanded
price per metre for extension,20,1.48,MEDIUM,29.6,construction_trades,expanded
eicr tenancy,10,2.95,LOW,29.5,landlord_compliance,expanded
tesla charging station for home cost,10,2.95,HIGH,29.5,green_retrofit,expanded
company car tax monthly calculator,10,2.94,LOW,29.4,motor_fleet,expanded
cost of installing charging point for electric car,20,1.47,MEDIUM,29.4,green_retrofit,expanded
employee company car tax calculator,10,2.94,LOW,29.4,motor_fleet,expanded
monthly company car tax calculator,10,2.94,LOW,29.4,motor_fleet,expanded
air source heat pump maintenance cost,10,2.93,HIGH,29.3,green_retrofit,expanded
restrictive covenant indemnity policy cost,10,2.93,LOW,29.3,party_wall_boundary,expanded
cost to install home car charging station,10,2.92,HIGH,29.2,green_retrofit,expanded
apply to court of protection for deputyship,20,1.45,LOW,29.0,later_life,expanded
probation unfair dismissal,170,0.17,LOW,28.9,employment_hr,expanded
solar panel removal and install near me,10,2.89,HIGH,28.9,green_retrofit,expanded
unfair dismissal in probation,170,0.17,LOW,28.9,employment_hr,expanded
unfair dismissal on probation,170,0.17,LOW,28.9,employment_hr,expanded
disability discrimination lawyer free consultation,10,2.88,HIGH,28.8,employment_hr,expanded
how can i buy the freehold to my house,40,0.72,LOW,28.8,leasehold_enfranchisement,expanded
how do i buy the freehold of my house,40,0.72,LOW,28.8,leasehold_enfranchisement,expanded
student visa solicitors london,10,2.88,HIGH,28.8,immigration_relocation,expanded
cost to install fast ev charger,10,2.87,HIGH,28.7,green_retrofit,expanded
electric car point at home cost,10,2.87,HIGH,28.7,green_retrofit,expanded
free loft insulation on benefits,10,2.87,MEDIUM,28.7,green_retrofit,expanded
legal aid for work related issues,10,2.87,HIGH,28.7,employment_hr,expanded
cost home electric car charger,10,2.86,HIGH,28.6,green_retrofit,expanded
insulation grants ie,20,1.43,LOW,28.6,green_retrofit,expanded
solar and battery home system,10,2.86,HIGH,28.6,green_retrofit,expanded
terraced house extension cost,20,1.43,HIGH,28.6,construction_trades,expanded
cost of dormer bungalow conversion,10,2.85,MEDIUM,28.5,construction_trades,expanded
commercial estate agents high wycombe,10,2.84,MEDIUM,28.4,commercial_property,expanded
commercial estate agents in high wycombe,10,2.84,MEDIUM,28.4,commercial_property,expanded
commercial property agents high wycombe,10,2.84,MEDIUM,28.4,commercial_property,expanded
empty building rate relief,10,2.84,MEDIUM,28.4,commercial_property,expanded
boiler certificate cost,10,2.83,MEDIUM,28.3,landlord_compliance,expanded
cost of installing ev charging station at home,10,2.83,HIGH,28.3,green_retrofit,expanded
snagging survey company,10,2.83,HIGH,28.3,building_defects,expanded
average cost of ground floor extension,30,0.94,LOW,28.2,construction_trades,expanded
average cost of nursery per day uk,30,0.94,LOW,28.2,education_childcare,expanded
average ev charger installation cost,20,1.41,HIGH,28.2,green_retrofit,expanded
external insulation cladding grants,10,2.81,MEDIUM,28.1,green_retrofit,expanded
external wall cladding grants,10,2.81,MEDIUM,28.1,green_retrofit,expanded
cost of home ev charging point,20,1.4,HIGH,28.0,green_retrofit,expanded
fixed fee lease extension,10,2.8,MEDIUM,28.0,leasehold_enfranchisement,expanded
tesla charger home installation cost,10,2.8,MEDIUM,28.0,green_retrofit,expanded
childcare uk cost,10,2.79,LOW,27.9,education_childcare,expanded
mid terrace loft conversion cost,10,2.79,HIGH,27.9,construction_trades,expanded
private tutor needed near me,10,2.79,HIGH,27.9,education_childcare,expanded
appeal against unfair dismissal,10,2.78,MEDIUM,27.8,employment_hr,expanded
insulation grants for over 70's,10,2.78,HIGH,27.8,green_retrofit,expanded
permitted building rights,20,1.39,LOW,27.8,planning_development,expanded
tutoring cost near me,10,2.78,LOW,27.8,education_childcare,expanded
average price for small extension,10,2.77,HIGH,27.7,construction_trades,expanded
cavity wall insulation grants for landlords,10,2.74,MEDIUM,27.4,green_retrofit,expanded
fast charger installation cost,10,2.74,HIGH,27.4,green_retrofit,expanded
house battery bank,10,2.74,HIGH,27.4,green_retrofit,expanded
planning for care home fees,10,2.73,LOW,27.3,later_life,expanded
cost for home charging station,10,2.72,HIGH,27.2,green_retrofit,expanded
cost to convert garage to bedroom and bathroom,10,2.72,MEDIUM,27.2,construction_trades,expanded
cost to install an ev charger,20,1.36,HIGH,27.2,green_retrofit,expanded
lease extension calculator rising ground rent,20,1.36,LOW,27.2,leasehold_enfranchisement,expanded
direct line van quote,10,2.71,HIGH,27.1,motor_fleet,expanded
nndr empty property relief,10,2.71,LOW,27.1,commercial_property,expanded
cost of level 2 building survey,10,2.7,HIGH,27.0,building_defects,expanded
development plots for sale,30,0.9,MEDIUM,27.0,planning_development,expanded
extension and new kitchen cost,10,2.7,MEDIUM,27.0,construction_trades,expanded
air source heat pump grant octopus energy,10,2.69,MEDIUM,26.9,green_retrofit,expanded
right to manage criteria,10,2.69,HIGH,26.9,leasehold_enfranchisement,expanded
average cost of bungalow loft conversion,10,2.68,LOW,26.8,construction_trades,expanded
ev charging stations cost to install,10,2.68,HIGH,26.8,green_retrofit,expanded
3m house extension cost,10,2.67,HIGH,26.7,construction_trades,expanded
average cost of party wall agreement,10,2.67,MEDIUM,26.7,party_wall_boundary,expanded
non domestic rates empty property relief,10,2.67,LOW,26.7,commercial_property,expanded
register your trademark uk,10,2.67,MEDIUM,26.7,niche_professional,expanded
immigration lawyer dorset,10,2.66,HIGH,26.6,immigration_relocation,expanded
dormer window loft conversion cost,10,2.65,MEDIUM,26.5,construction_trades,expanded
extension for house cost,10,2.64,HIGH,26.4,construction_trades,expanded
party wall agreement fees,10,2.64,HIGH,26.4,party_wall_boundary,expanded
calculate bik on electric car,10,2.63,MEDIUM,26.3,motor_fleet,expanded
legal help for workplace harassment,10,2.63,HIGH,26.3,employment_hr,expanded
average price per square meter for house extension,10,2.61,HIGH,26.1,construction_trades,expanded
home battery 10 kwh,10,2.61,HIGH,26.1,green_retrofit,expanded
swinton van insurance quote,10,2.61,HIGH,26.1,motor_fleet,expanded
22kw home charger cost,20,1.3,HIGH,26.0,green_retrofit,expanded
buy a car with salary sacrifice,10,2.6,HIGH,26.0,motor_fleet,expanded
cost of architect drawings for loft conversion,10,2.6,MEDIUM,26.0,construction_trades,expanded
cost of installing a car charger,10,2.6,HIGH,26.0,green_retrofit,expanded
free legal advice workers rights,10,2.59,HIGH,25.9,employment_hr,expanded
garage conversion change of use,10,2.59,MEDIUM,25.9,planning_development,expanded
best immigration law firm uk,10,2.58,HIGH,25.8,immigration_relocation,expanded
business rate relief for holiday lets,10,2.58,MEDIUM,25.8,commercial_property,expanded
cost of home charging unit for electric car,10,2.58,HIGH,25.8,green_retrofit,expanded
cost of nursery per day uk,30,0.86,LOW,25.8,education_childcare,expanded
cost to install car charging station at home,10,2.58,HIGH,25.8,green_retrofit,expanded
home power storage solutions,10,2.58,MEDIUM,25.8,green_retrofit,expanded
price to install electric car charger,10,2.58,HIGH,25.8,green_retrofit,expanded
commercial real estate realtors,10,2.57,MEDIUM,25.7,commercial_property,expanded
new boiler replacement scheme,10,2.57,HIGH,25.7,green_retrofit,expanded
redundancy help for employees,10,2.57,HIGH,25.7,employment_hr,expanded
grant to insulate loft,10,2.56,HIGH,25.6,green_retrofit,expanded
price to build extension,10,2.56,MEDIUM,25.6,construction_trades,expanded
average cost of rear extension,20,1.27,MEDIUM,25.4,construction_trades,expanded
eicr in rented property,10,2.54,LOW,25.4,landlord_compliance,expanded
empty shop rates,10,2.54,LOW,25.4,commercial_property,expanded
cost of 4m x 4m extension,10,2.53,HIGH,25.3,construction_trades,expanded
domestic pv battery storage,10,2.53,HIGH,25.3,green_retrofit,expanded
government grant for insulating your home,10,2.53,HIGH,25.3,green_retrofit,expanded
government grants to insulate your house,10,2.53,HIGH,25.3,green_retrofit,expanded
salary sacrifice ulev,10,2.53,HIGH,25.3,motor_fleet,expanded
ulev salary sacrifice,10,2.53,HIGH,25.3,motor_fleet,expanded
best value home battery storage,10,2.52,HIGH,25.2,green_retrofit,expanded
cluttons commercial,10,2.52,LOW,25.2,commercial_property,expanded
house extension planning permission cost,10,2.52,HIGH,25.2,construction_trades,expanded
huf haus extension cost,10,2.52,HIGH,25.2,construction_trades,expanded
average price for a dormer loft conversion,20,1.25,MEDIUM,25.0,construction_trades,expanded
average price for dormer loft conversion,20,1.25,MEDIUM,25.0,construction_trades,expanded
average cost loft conversion terraced house,10,2.49,MEDIUM,24.9,construction_trades,expanded
buy the freehold of my house,10,2.49,HIGH,24.9,leasehold_enfranchisement,expanded
company car tax salary sacrifice,10,2.48,HIGH,24.8,motor_fleet,expanded
buy restrictive covenant indemnity insurance,10,2.47,MEDIUM,24.7,party_wall_boundary,expanded
government grant for free boiler replacement,10,2.47,HIGH,24.7,green_retrofit,expanded
how can i buy the freehold of my flat,10,2.47,MEDIUM,24.7,leasehold_enfranchisement,expanded
how do i buy the freehold of my flat,10,2.47,MEDIUM,24.7,leasehold_enfranchisement,expanded
solicitors specialising in lease extensions,10,2.47,HIGH,24.7,leasehold_enfranchisement,expanded
two storey timber frame extension cost,10,2.47,MEDIUM,24.7,construction_trades,expanded
constructive dismissal and unfair dismissal,30,0.82,LOW,24.6,employment_hr,expanded
cost for a single story extension,10,2.46,HIGH,24.6,construction_trades,expanded
cost of garage conversion with bathroom,10,2.46,MEDIUM,24.6,construction_trades,expanded
cost to have car charger installed,10,2.46,HIGH,24.6,green_retrofit,expanded
cost of a home charger for an electric car,10,2.45,HIGH,24.5,green_retrofit,expanded
court of protection and deputyship,10,2.45,LOW,24.5,later_life,expanded
ev car charging station cost,10,2.45,HIGH,24.5,green_retrofit,expanded
nhs salary maxing car scheme,10,2.45,MEDIUM,24.5,motor_fleet,expanded
cost of installing an electric car charger at home,20,1.22,HIGH,24.4,green_retrofit,expanded
rough cost of 2 storey extension,10,2.44,HIGH,24.4,construction_trades,expanded
diy home battery storage,30,0.81,HIGH,24.3,green_retrofit,expanded
domestic electricity storage,10,2.42,HIGH,24.2,green_retrofit,expanded
free cavity wall insulation grants,10,2.42,MEDIUM,24.2,green_retrofit,expanded
average cost of installing solar panels in uk,10,2.4,HIGH,24.0,green_retrofit,expanded
battery storage at home,10,2.4,HIGH,24.0,green_retrofit,expanded
charge point home installation,10,2.4,HIGH,24.0,green_retrofit,expanded
house extension architects near me,20,1.2,HIGH,24.0,planning_development,expanded
asylum lawyers london,10,2.39,HIGH,23.9,immigration_relocation,expanded
bungalow rear extension cost,10,2.38,MEDIUM,23.8,construction_trades,expanded
cost for a garage conversion,10,2.38,HIGH,23.8,construction_trades,expanded
right to manage housing association,10,2.37,LOW,23.7,leasehold_enfranchisement,expanded
average nursery fees per hour uk,10,2.36,LOW,23.6,education_childcare,expanded
cost to convert double garage to granny flat,10,2.36,MEDIUM,23.6,construction_trades,expanded
home extension cost per square foot,10,2.36,HIGH,23.6,construction_trades,expanded
house extension cost per square foot,10,2.36,HIGH,23.6,construction_trades,expanded
hybrid car charger installation,10,2.36,HIGH,23.6,green_retrofit,expanded
loft conversion cost semi detached,10,2.36,LOW,23.6,construction_trades,expanded
contesting service charges,10,2.35,MEDIUM,23.5,leasehold_enfranchisement,expanded
home office phone system,10,2.35,HIGH,23.5,business_services,expanded
home office telephone system,10,2.35,HIGH,23.5,business_services,expanded
tesla energy powerwall,10,2.35,MEDIUM,23.5,green_retrofit,expanded
average cost to convert a garage into living space,10,2.34,MEDIUM,23.4,construction_trades,expanded
average price per m2 extension,10,2.33,MEDIUM,23.3,construction_trades,expanded
loft conversion cost wirral,10,2.33,MEDIUM,23.3,construction_trades,expanded
add battery storage to solar system,10,2.32,HIGH,23.2,green_retrofit,expanded
cost of installing a home car charger,10,2.32,HIGH,23.2,green_retrofit,expanded
equity release calculator buy to let,10,2.32,MEDIUM,23.2,later_life,expanded
free government roof insulation,10,2.31,HIGH,23.1,green_retrofit,expanded
free roof insulation government,10,2.31,HIGH,23.1,green_retrofit,expanded
salary sacrifice car lease prices,10,2.31,HIGH,23.1,motor_fleet,expanded
employment lawyer free consultation near me,10,2.3,MEDIUM,23.0,employment_hr,expanded
employment lawyers free consultation near me,10,2.3,MEDIUM,23.0,employment_hr,expanded
hip to gable and dormer loft conversion cost,10,2.3,MEDIUM,23.0,construction_trades,expanded
best uk immigration consultants,10,2.29,MEDIUM,22.9,immigration_relocation,expanded
tusker electric car salary sacrifice,10,2.29,MEDIUM,22.9,motor_fleet,expanded
immigration solicitors west midlands,10,2.28,LOW,22.8,immigration_relocation,expanded
side return extension architect,10,2.27,MEDIUM,22.7,planning_development,expanded
free roof insulation for pensioners,10,2.26,MEDIUM,22.6,green_retrofit,expanded
largest home battery storage,20,1.13,HIGH,22.6,green_retrofit,expanded
loft conversion steel beams cost,20,1.13,MEDIUM,22.6,construction_trades,expanded
small business non domestic rate relief,10,2.26,LOW,22.6,commercial_property,expanded
steel beams for loft conversion cost,20,1.13,MEDIUM,22.6,construction_trades,expanded
average cost for second story addition,10,2.25,MEDIUM,22.5,construction_trades,expanded
boiler upgrade scheme new build,10,2.25,MEDIUM,22.5,green_retrofit,expanded
cost of single storey extension with pitched roof,10,2.25,MEDIUM,22.5,construction_trades,expanded
zenith car lease salary sacrifice,10,2.25,HIGH,22.5,motor_fleet,expanded
house battery storage systems,10,2.24,HIGH,22.4,green_retrofit,expanded
household battery storage systems,10,2.24,HIGH,22.4,green_retrofit,expanded
window insulation grants,10,2.24,HIGH,22.4,green_retrofit,expanded
grants to remove cavity wall insulation,10,2.23,HIGH,22.3,green_retrofit,expanded
summer room extension cost,10,2.23,HIGH,22.3,construction_trades,expanded
cost to install a car charging station,10,2.22,HIGH,22.2,green_retrofit,expanded
deed of variation lease land registry,10,2.22,LOW,22.2,party_wall_boundary,expanded
free government boiler replacement scheme,10,2.21,HIGH,22.1,green_retrofit,expanded
home battery storage options,10,2.21,HIGH,22.1,green_retrofit,expanded
grants for park home insulation,10,2.2,MEDIUM,22.0,green_retrofit,expanded
solicitors fees for enduring power of attorney,10,2.2,HIGH,22.0,later_life,expanded
stackable home battery,10,2.2,HIGH,22.0,green_retrofit,expanded
patent law firms uk,30,0.73,MEDIUM,21.9,niche_professional,expanded
best way to kill japanese knotweed,20,1.09,HIGH,21.8,building_defects,expanded
cost of increasing leasehold,20,1.09,LOW,21.8,leasehold_enfranchisement,expanded
double storey extension semi detached house cost,20,1.09,HIGH,21.8,construction_trades,expanded
electric car charging point cost to install,10,2.18,HIGH,21.8,green_retrofit,expanded
cost for installing electric car charger,10,2.17,HIGH,21.7,green_retrofit,expanded
extension on a house cost,10,2.17,HIGH,21.7,construction_trades,expanded
home flywheel energy storage,10,2.17,HIGH,21.7,green_retrofit,expanded
rented properties electrical testing,10,2.17,MEDIUM,21.7,landlord_compliance,expanded
selective landlord licensing scheme,10,2.17,LOW,21.7,landlord_compliance,expanded
solaredge inverter price uk,10,2.17,HIGH,21.7,green_retrofit,expanded
cost of 3m extension,20,1.08,HIGH,21.6,construction_trades,expanded
cost of installing car charging point at home,10,2.16,HIGH,21.6,green_retrofit,expanded
bik salary sacrifice car,10,2.15,MEDIUM,21.5,motor_fleet,expanded
charging ev at home cost,10,2.15,HIGH,21.5,green_retrofit,expanded
air source heat pump 4 bedroom house,10,2.14,HIGH,21.4,green_retrofit,expanded
government gas boiler replacement scheme,10,2.14,HIGH,21.4,green_retrofit,expanded
average cost of extension and new kitchen,10,2.13,HIGH,21.3,construction_trades,expanded
can i buy my freehold,30,0.71,MEDIUM,21.3,leasehold_enfranchisement,expanded
company car tax check calculator,10,2.13,LOW,21.3,motor_fleet,expanded
cost per sq m for extension,30,0.71,MEDIUM,21.3,construction_trades,expanded
spanish private tutor near me,10,2.13,HIGH,21.3,education_childcare,expanded
cost of installing home charger for electric car,10,2.11,HIGH,21.1,green_retrofit,expanded
domestic electric battery storage,10,2.11,HIGH,21.1,green_retrofit,expanded
electric car home charging point cost,10,2.11,HIGH,21.1,green_retrofit,expanded
p11d price of car,10,2.11,LOW,21.1,motor_fleet,expanded
electric vehicle charge point at home,10,2.1,HIGH,21.0,green_retrofit,expanded
national grid salary sacrifice car scheme,20,1.05,MEDIUM,21.0,motor_fleet,expanded
salary sacrifice ev example,10,2.1,HIGH,21.0,motor_fleet,expanded
tesla powerwall battery capacity,10,2.1,MEDIUM,21.0,green_retrofit,expanded
cost of turning a garage into a room,10,2.09,MEDIUM,20.9,construction_trades,expanded
home tutor agency near me,10,2.09,HIGH,20.9,education_childcare,expanded
p11d values of new cars,10,2.05,LOW,20.5,motor_fleet,expanded
government loft conversion grants,10,2.04,MEDIUM,20.4,green_retrofit,expanded
heat source pump running costs,10,2.04,HIGH,20.4,green_retrofit,expanded
home battery storage capacity,10,2.04,HIGH,20.4,green_retrofit,expanded
install tesla home charger cost,10,2.04,HIGH,20.4,green_retrofit,expanded
cost to put in an electric car charger,10,2.03,MEDIUM,20.3,green_retrofit,expanded
simple company car tax calculator,10,2.03,MEDIUM,20.3,motor_fleet,expanded
yealink ip dect phone w52p,10,2.03,HIGH,20.3,business_services,expanded
best price solar battery storage,10,2.02,HIGH,20.2,green_retrofit,expanded
fleet device management inc,10,2.01,LOW,20.1,motor_fleet,expanded
rear dormer cost,10,2,HIGH,20,construction_trades,expanded
cost of 20 square metre extension,10,1.99,HIGH,19.9,construction_trades,expanded
garage door conversion cost,10,1.99,MEDIUM,19.9,construction_trades,expanded
insulation render grant,10,1.99,HIGH,19.9,green_retrofit,expanded
landlord grants for insulation,10,1.99,HIGH,19.9,green_retrofit,expanded
air source heating cost to run,10,1.98,MEDIUM,19.8,green_retrofit,expanded
small business rate relief scheme,30,0.66,LOW,19.8,commercial_property,expanded
company bik calculator,10,1.96,LOW,19.6,motor_fleet,expanded
salary sacrifice tusker cars,10,1.96,HIGH,19.6,motor_fleet,expanded
cost install tesla charger,10,1.94,HIGH,19.4,green_retrofit,expanded
rough estimate for loft conversion,10,1.94,HIGH,19.4,construction_trades,expanded
home charger for electric car cost,10,1.93,HIGH,19.3,green_retrofit,expanded
salary sacrifice electric car hmrc,10,1.93,MEDIUM,19.3,motor_fleet,expanded
garage conversion drawings cost,10,1.92,HIGH,19.2,construction_trades,expanded
government free heating scheme,10,1.92,HIGH,19.2,green_retrofit,expanded
home battery backup without solar,20,0.96,HIGH,19.2,green_retrofit,expanded
ip firms uk,30,0.64,LOW,19.2,niche_professional,expanded
loft extension average cost,10,1.92,HIGH,19.2,construction_trades,expanded
professional new home snagging,10,1.92,HIGH,19.2,building_defects,expanded
salary deduction car scheme,10,1.92,HIGH,19.2,motor_fleet,expanded
solar lithium battery storage,10,1.92,HIGH,19.2,green_retrofit,expanded
approximate cost of house extension,10,1.91,HIGH,19.1,construction_trades,expanded
cost of installing a car charging point,10,1.91,HIGH,19.1,green_retrofit,expanded
home battery technology,10,1.91,HIGH,19.1,green_retrofit,expanded
adding battery storage to solar panels,10,1.9,HIGH,19.0,green_retrofit,expanded
cost of home car charging point,10,1.9,HIGH,19.0,green_retrofit,expanded
cost to install a charging station at home,10,1.9,HIGH,19.0,green_retrofit,expanded
price of converting a garage into a room,10,1.9,MEDIUM,19.0,construction_trades,expanded
in home battery storage,10,1.89,HIGH,18.9,green_retrofit,expanded
online company car tax calculator,10,1.89,MEDIUM,18.9,motor_fleet,expanded
architect extension plans cost,10,1.88,HIGH,18.8,planning_development,expanded
tutoring prices near me,10,1.88,HIGH,18.8,education_childcare,expanded
free grant for loft insulation,10,1.87,MEDIUM,18.7,green_retrofit,expanded
nhs salary sacrifice car cost,10,1.87,LOW,18.7,motor_fleet,expanded
unfair dismissal breach of contract,10,1.87,MEDIUM,18.7,employment_hr,expanded
average compensation for unfair dismissal,10,1.86,LOW,18.6,employment_hr,expanded
chartered structural engineers report,10,1.86,HIGH,18.6,building_defects,expanded
cost of home charging electric car,20,0.93,HIGH,18.6,green_retrofit,expanded
portable home battery storage,20,0.93,HIGH,18.6,green_retrofit,expanded
biggest solar battery for home,10,1.85,HIGH,18.5,green_retrofit,expanded
eco insulation grants,10,1.85,MEDIUM,18.5,green_retrofit,expanded
free loft insulation government grant,10,1.85,HIGH,18.5,green_retrofit,expanded
nhs employment law advice,10,1.85,MEDIUM,18.5,employment_hr,expanded
party wall act surveyor costs,10,1.85,HIGH,18.5,party_wall_boundary,expanded
warm front insulation grants,10,1.85,MEDIUM,18.5,green_retrofit,expanded
boiler replacement grant scheme,10,1.84,MEDIUM,18.4,green_retrofit,expanded
grants for cavity wall insulation england,10,1.84,HIGH,18.4,green_retrofit,expanded
leasehold marriage value calculator,20,0.92,LOW,18.4,leasehold_enfranchisement,expanded
salary sacrifice ultra low emission cars,10,1.84,MEDIUM,18.4,motor_fleet,expanded
tesla power wall storage,10,1.84,HIGH,18.4,green_retrofit,expanded
tesla powerwall storage,10,1.84,HIGH,18.4,green_retrofit,expanded
cost of converting double garage to granny flat,10,1.83,MEDIUM,18.3,construction_trades,expanded
home lithium battery storage,10,1.83,HIGH,18.3,green_retrofit,expanded
lithium battery home storage,10,1.83,HIGH,18.3,green_retrofit,expanded
average cost of nursery in london,10,1.82,LOW,18.2,education_childcare,expanded
off grid solar battery storage,10,1.82,HIGH,18.2,green_retrofit,expanded
roof insulation scheme,10,1.82,HIGH,18.2,green_retrofit,expanded
addition cost per square foot,10,1.81,HIGH,18.1,construction_trades,expanded
average price for 2 story extension,10,1.81,MEDIUM,18.1,construction_trades,expanded
cost per sf for home addition,10,1.81,HIGH,18.1,construction_trades,expanded
home addition cost per square foot,10,1.81,HIGH,18.1,construction_trades,expanded
home addition price per square foot,10,1.81,HIGH,18.1,construction_trades,expanded
home addition square foot cost,10,1.81,HIGH,18.1,construction_trades,expanded
house addition cost per square foot,10,1.81,HIGH,18.1,construction_trades,expanded
installation of electric charging point,10,1.81,MEDIUM,18.1,green_retrofit,expanded
watford nursery fees,10,1.81,MEDIUM,18.1,education_childcare,expanded
average cost of single storey rear extension,20,0.9,HIGH,18.0,construction_trades,expanded
leasehold service charge dispute,10,1.8,MEDIUM,18.0,leasehold_enfranchisement,expanded
architect costs for single storey extension,10,1.79,MEDIUM,17.9,planning_development,expanded
cost of architect for single storey extension,10,1.79,MEDIUM,17.9,planning_development,expanded
cost of installing a charging point at home,10,1.79,HIGH,17.9,green_retrofit,expanded
cost of installing a tesla charger at home,10,1.79,HIGH,17.9,green_retrofit,expanded
dormer loft cost,10,1.79,MEDIUM,17.9,construction_trades,expanded
garage to living space cost,10,1.79,MEDIUM,17.9,construction_trades,expanded
government grants to remove cavity wall insulation,10,1.79,MEDIUM,17.9,green_retrofit,expanded
loft conversion cost average,10,1.79,MEDIUM,17.9,construction_trades,expanded
work out my company car tax,10,1.79,MEDIUM,17.9,motor_fleet,expanded
average cost of small extension,20,0.89,HIGH,17.8,construction_trades,expanded
taking employer to tribunal for unfair dismissal,10,1.78,MEDIUM,17.8,employment_hr,expanded
acorn commercial estate agents,10,1.77,LOW,17.7,commercial_property,expanded
cost of fitting home car charger,10,1.77,MEDIUM,17.7,green_retrofit,expanded
cost to put stairs into loft,10,1.77,HIGH,17.7,construction_trades,expanded
employment law attorney near me free consultation,10,1.77,HIGH,17.7,employment_hr,expanded
pod point home charger cost,10,1.77,HIGH,17.7,green_retrofit,expanded
vw bik calculator,10,1.77,LOW,17.7,motor_fleet,expanded
price to turn garage into bedroom,10,1.76,MEDIUM,17.6,construction_trades,expanded
solar house battery cost,10,1.76,HIGH,17.6,green_retrofit,expanded
cost of converting a garage into a granny flat,10,1.75,MEDIUM,17.5,construction_trades,expanded
cost of converting garage to granny flat,10,1.75,MEDIUM,17.5,construction_trades,expanded
cost of eradicating japanese knotweed,10,1.75,HIGH,17.5,building_defects,expanded
cost of installing charging station at home,10,1.75,HIGH,17.5,green_retrofit,expanded
company car allowance tax calculator,10,1.74,LOW,17.4,motor_fleet,expanded
partial loft conversion cost,10,1.74,MEDIUM,17.4,construction_trades,expanded
cost of installing a home ev charger,20,0.86,HIGH,17.2,green_retrofit,expanded
tusker car scheme nhs,40,0.43,LOW,17.2,motor_fleet,expanded
free outside insulation for houses,10,1.71,HIGH,17.1,green_retrofit,expanded
party wall act costs,10,1.71,HIGH,17.1,party_wall_boundary,expanded
solar roof cost uk,10,1.71,MEDIUM,17.1,green_retrofit,expanded
average cost of extending leasehold,10,1.7,HIGH,17.0,leasehold_enfranchisement,expanded
rac salary sacrifice,10,1.7,LOW,17.0,motor_fleet,expanded
